name,date
SAMEA5610892,2016-01-12
SAMEA5610985,2016-03-09
SAMEA5611074,2016-04-06
SAMEA5611201,2016-05-10
SAMEA5611223,2016-05-16
SAMEA5611236,2016-05-17
SAMEA5611242,2016-07-13
SAMEA5611246,2016-08-23
SAMEA5611327,2016-07-13
SAMEA5611339,2016-08-08
SAMEA5611373,2016-08-10
SAMEA5611414,2016-09-05
SAMEA5611587,2015-10-07
SAMEA5611678,2015-11-02
SAMEA5611868,2016-07-19
SAMEA5611895,2016-04-12
SAMEA5611915,2016-03-22
SAMEA5611922,2016-03-15
SAMEA5611930,2016-07-13
SAMEA5611977,2016-09-27
SAMEA5618996,2007-07-06
SAMEA5619026,2010-08-16
SAMEA5619060,2007-02-07
SAMEA5619073,2007-07-09
SAMEA113542897,2019-03
SAMEA113542900,2019-03
SAMEA113542904,2019-03
SAMEA6658714,2017-01-24
SAMEA6658687,2016-08-28
SAMEA6658694,2016-09-16
SAMEA6797006,2017-02-07
SAMEA7160546,2014-10-31
SAMEA7160577,2013-05-09
SAMEA7160491,2015-08-17
SAMEA7160544,2015-11-04
SAMEA7160567,2015-10-16
SAMEA7160634,2013-11-04
SAMEA7290627,2019-09-10
SAMEA7577926,2015-09-14
SAMEA7577946,2015-02-09
SAMEA7577950,2015-02-09
SAMEA7577956,2014-12-10
SAMEA7577962,2015-08-09
SAMEA7577917,2015-08-19
SAMEA7577929,2015-09-14
SAMEA7577942,2015-02-09
SAMEA7577945,2015-02-09
SAMEA7577977,2015-04-14
SAMEA7577984,2015-01-26
SAMEA6451169,2019-02-06
SAMEA8217993,2018-01-01
SAMEA8218158,2019-01-01
SAMEA8515270,2015.3233
SAMEA8515271,2015.3233
SAMEA8515296,2015.3233
SAMEA8574778,2020-07-26
SAMEA8604082,2015-10-12
SAMEA8604084,2015-10-12
SAMEA8604092,2015-10-12
SAMEA8604106,2015-11-09
SAMEA104107473,2015-05-28
SAMEA104107483,2015-11-10
SAMEA104107492,2015-03-25
SAMEA8218008,2018-01-01
SAMEA8218174,2019-01-01
SAMEA8218280,2020-01-01
SAMEA8515209,2015.3233
SAMEA104437457,2014-01-01
SAMEA104437468,2015-01-01
SAMEA8604091,2015-10-12
SAMEA8604095,2015-10-26
SAMEA8604107,2015-11-09
SAMEA8999789,2013-10-17
SAMEA8999837,2014-04-10
SAMEA8999869,2014-07-07
SAMEA9000083,2012-07-16
SAMEA9000204,2015-09-22
SAMEA9000352,2014-12-03
SAMEA9459696,2019-05-01
SAMEA4644966,2014-07
SAMEA4644969,2014-07
SAMEA4644982,2014-08
SAMEA4645035,2015-02
SAMEA4645128,2015-03
SAMEA4645170,2015-05
SAMEA4645176,2015-05
SAMEA4645213,2015-09
SAMN12723016,2018-11-30
SAMEA8918786,2018-10
SAMEA8918760,2018-04
SAMN13024382,2013-07-11
SAMN13024341,2015-06-08
SAMN13024703,2014-09-24
SAMN13024072,2013-04-15
SAMN13024511,2014-05-19
SAMN13475094,2014-04
SAMN13475455,2014-04
SAMN13637069,2019-12
SAMN14113841,2019-09-18
SAMN14113863,2019-09-18
SAMEA8999749,2013-06-28
SAMEA8999762,2013-08-12
SAMEA8999800,2013-11-14
SAMEA9000087,2012-07-26
SAMEA9000091,2015-05-19
SAMEA9000093,2015-05-22
SAMEA9000101,2015-06-09
SAMEA9000162,2015-08-21
SAMEA9000169,2015-08-27
SAMEA9000180,2015-09-07
SAMEA9000214,2015-09-28
SAMEA9000235,2015-10-13
SAMEA9000242,2015-10-21
SAMEA9000244,2015-10-23
SAMEA9000251,2015-10-27
SAMN14395304,2019-10
SAMN14534418,2016-08-09
SAMN14534496,2016-08-09
SAMN14534489,2016-08-09
SAMN14534471,2017-08-10
SAMN14534462,2017-08-10
SAMN14544784,2020-03
SAMN14547721,2006-07-17
SAMN14478418,2018-05-01
SAMN14478454,2018-05-01
SAMN14478450,2018-05-01
SAMN14478448,2018-05-01
SAMN14478445,2018-05-01
SAMN14478443,2018-05-01
SAMN14478440,2018-05-01
SAMN14478438,2018-05-01
SAMN14478432,2018-05-01
SAMN14478430,2018-05-01
SAMN14478429,2018-05-01
SAMN14478428,2018-05-01
SAMN14478421,2018-05-01
SAMN14640141,2015-11-05
SAMN14640139,2015-10-06
SAMN14640138,2015-10-01
SAMN14640134,2015-09-11
SAMN14640131,2015-08-13
SAMN14640113,2014-07-03
SAMN14773499,2019-09-02
SAMN14774270,2019-01-07
SAMN10587049,2017-01-30
SAMN10586984,2017-01-30
SAMN10587075,2017-01-30
SAMEA4644781,2014-02
SAMN14847911,2019-09
SAMN02442860,2013-03-26
SAMN14927798,2019-06-01
SAMN14927797,2019-06-01
SAMN14969207,2014-10-27
SAMN14969240,2016-05-30
SAMN14969238,2016-04-18
SAMN02442841,2013-04-16
SAMEA3268825,2011-01-01
SAMN02680094,2009-07-03
SAMN02680101,2009-04-23
SAMN02680144,2009-04-11
SAMN02680147,2009-04-16
SAMN02680160,2009-04-11
SAMN02680170,2009-04-17
SAMN02680173,2009-07-08
SAMN02680181,2009-04-23
SAMN02680199,2009-07-04
SAMN02680215,2009-01-19
SAMN02680241,2009-01-17
SAMN15047374,2019-10
SAMN02687468,2009-04-28
SAMN02687480,2009-07-04
SAMN02687482,2009-07-08
SAMN02687502,2009-07-03
SAMN02687503,2009-07-14
SAMN02687532,2009-07-18
SAMN02689035,2009-04-23
SAMN15153870,2020-06
SAMN15153869,2020-06
SAMN15153867,2020-06
SAMN15153864,2020-06
SAMN15153862,2020-06
SAMEA12790346,2021-01-01
SAMEA5553660,2010-11-15
SAMN15315371,2013-09-22
SAMN02628560,2013-07-10
SAMEA5610497,2015-10-06
SAMEA5610547,2015-11-11
SAMEA5610596,2015-11-24
SAMEA5610613,2015-11-30
SAMEA5610633,2015-12-01
SAMEA5610648,2015-12-02
SAMEA5610721,2016-05-17
SAMEA5610765,2016-08-23
SAMEA5610792,2016-09-28
SAMEA5610810,2015-09-22
SAMEA5610832,2016-01-11
SAMEA5610949,2016-02-15
SAMEA5610979,2016-03-08
SAMEA5611067,2016-04-06
SAMEA5611071,2016-04-05
SAMEA5611080,2016-04-06
SAMEA5611095,2016-04-11
SAMEA5611096,2016-04-11
SAMEA5611101,2016-04-11
SAMEA5611156,2016-05-03
SAMEA5611165,2016-05-03
SAMEA5611171,2016-05-05
SAMEA5611247,2016-08-23
SAMEA5611274,2016-10-05
SAMEA5611376,2016-08-08
SAMEA5611384,2016-08-17
SAMEA5611409,2016-09-05
SAMEA5611410,2016-09-05
SAMEA5611461,2015-09-14
SAMEA5611462,2015-09-14
SAMEA5611503,2015-09-16
