sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN30649668,SRR21404551,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1692315,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30649838,SRR21404586,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1693357,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN29921995,SRR20510088,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1669674,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03754715,SRR2056378,2015-03,2015-03-01,2015-03-31,USA,PNUSAE000638,stool,ILLUMINA,Illumina MiSeq,WGS,2015,03,,,,False
SAMN25488127,SRR17830167,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1569099,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25488166,SRR17830179,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1569098,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN29982376,SRR20652521,2021-10-17,2021-10-16,2021-10-17,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,10,17,WA,10.0,False
SAMN29982410,SRR20652535,2022-01-07,2022-01-07,2022-01-07,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2022,01,07,WA,10.0,False
SAMN29982404,SRR20652542,2021-12-26,2021-12-26,2021-12-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,12,26,WA,10.0,False
SAMN29982401,SRR20652545,2021-12-20,2021-12-20,2021-12-20,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,12,20,WA,10.0,False
SAMN29982397,SRR20652550,2021-12-16,2021-12-16,2021-12-16,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,12,16,WA,10.0,False
SAMN29982396,SRR20652551,2021-12-12,2021-12-12,2021-12-12,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,12,12,WA,10.0,False
SAMN29982386,SRR20652562,2021-12-03,2021-12-03,2021-12-03,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,12,03,WA,10.0,False
SAMN29982381,SRR20652567,2021-11-22,2021-11-22,2021-11-22,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,11,22,WA,10.0,False
SAMN29982380,SRR20652568,2021-11-24,2021-11-24,2021-11-24,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,11,24,WA,10.0,False
SAMN30027772,SRR20697511,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1672377,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30728210,SRR21491708,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698433,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30728195,SRR21491722,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698407,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797844,SRR21525046,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700426,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797988,SRR21525140,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700407,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN25686121,SRR17892971,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1571779,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN30077565,SRR20728054,2020-02-09,2020-02-09,2020-02-09,Spain: Barcelona,SH222,feces,ILLUMINA,Illumina MiSeq,WGS,2020,02,09,,,False
SAMN25689451,SRR17900602,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1573314,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN30106554,SRR20752786,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1674819,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN03785532,SRR2081185,2014-08,2014-07-31,2014-08-31,USA,2015C-3805,stool,ILLUMINA,Illumina MiSeq,WGS,2014,08,,,,False
SAMN03785533,SRR2081188,2014-12,2014-12-01,2014-12-31,USA,2015C-3830,stool,ILLUMINA,Illumina MiSeq,WGS,2014,12,,,,False
SAMN30875311,SRR21594524,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1702888,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30153631,SRR20828807,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1676320,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30153673,SRR20829122,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1675669,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN30899980,SRR21607618,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1703568,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30900005,SRR21607686,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1703564,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911367,SRR21616134,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704523,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30173675,SRR20911972,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1677465,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN03840731,SRR2097499,2014-12,2014-12-01,2014-12-31,USA,2015C-3795,stool,ILLUMINA,Illumina MiSeq,WGS,2014,12,,,,False
SAMN30242948,SRR21007720,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1679315,other,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393167,SRR21128842,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1682992,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30393324,SRR21129334,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1684531,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN12610407,SRR10005843,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,790504,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN30413782,SRR21143072,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1685605,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30431465,SRR21152139,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687500,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480903,SRR21205630,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688272,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30480511,SRR21205786,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1688279,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN12658589,SRR10036688,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,795128,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12662492,SRR10049395,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,796535,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN30547910,SRR21284006,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690873,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547953,SRR21284026,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690890,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547944,SRR21284027,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690828,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547954,SRR21284030,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690866,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30547971,SRR21284059,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1690825,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN12673057,SRR10056637,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,799148,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12709499,SRR10081088,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,798664,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12717742,SRR10088458,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,800732,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12717906,SRR10088468,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,800724,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN14394642,SRR11341466,2019-12-03,2019-12-03,2019-12-03,"Australia:NSW,Westmead",biotype G,feces,ILLUMINA,NextSeq 500,WGS,2019,12,03,,,False
SAMN30661294,SRR21413081,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1695050,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN20748599,SRR15429161,2017-04,2017-03-31,2017-04-30,United Kingdom: United Kingdom,360366,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,04,,,,False
SAMN30716904,SRR21465933,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696355,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30716896,SRR21465950,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1696403,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30728205,SRR21488054,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698398,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30728199,SRR21488059,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1698387,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30758364,SRR21504747,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1699304,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797818,SRR21525004,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700728,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797837,SRR21525018,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1702393,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30797980,SRR21525148,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1700708,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN26366683,SRR18207146,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587121,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN27589174,SRR18759940,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1612161,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN25182227,SRR17704187,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564971,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25209004,SRR17713377,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1564783,other,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN12881830,SRR10212224,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808301,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909661,SRR10228169,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808886,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909684,SRR10228514,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,814378,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN30899990,SRR21607704,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704282,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911361,SRR21616131,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704555,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911363,SRR21616136,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704553,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911373,SRR21616137,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704552,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30911372,SRR21616138,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704518,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30077614,SRR20728056,2021-12-16,2021-12-16,2021-12-16,Spain: Barcelona,SH286,feces,ILLUMINA,Illumina MiSeq,WGS,2021,12,16,,,False
SAMN30077609,SRR20728061,2021-11-06,2021-11-06,2021-11-06,Spain: Barcelona,SH280,feces,ILLUMINA,Illumina MiSeq,WGS,2021,11,06,,,False
SAMN30077564,SRR20728062,2020-08-14,2020-08-13,2020-08-14,Spain: Barcelona,SH217,feces,ILLUMINA,Illumina MiSeq,WGS,2020,08,14,,,False
SAMN30077578,SRR20728096,2021-08-31,2021-08-30,2021-08-31,Spain: Barcelona,SH247,feces,ILLUMINA,Illumina MiSeq,WGS,2021,08,31,,,False
SAMN30077560,SRR20728106,2020-12-17,2020-12-17,2020-12-17,Spain: Barcelona,SH212,feces,ILLUMINA,Illumina MiSeq,WGS,2020,12,17,,,False
SAMN30077559,SRR20728107,2020-12-10,2020-12-10,2020-12-10,Spain: Barcelona,SH211,feces,ILLUMINA,Illumina MiSeq,WGS,2020,12,10,,,False
SAMN30926919,SRR21628773,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1706683,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30431466,SRR21152140,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1687445,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN12995130,SRR10247325,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,818150,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN12995132,SRR10247341,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,817337,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN30661260,SRR21413046,2022-08,2022-07-31,2022-08-31,United Kingdom: United Kingdom,1695002,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,08,,,,False
SAMN30911364,SRR21616135,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1704520,other,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30964268,SRR21677806,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1708642,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30964281,SRR21677840,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1708171,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN30964285,SRR21677845,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1708660,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,09,,,,False
SAMN13021856,SRR10270574,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,818961,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31168169,SRR21910296,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1717635,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31168183,SRR21910304,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1717597,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31208971,SRR21910332,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1721302,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31208943,SRR21910336,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1721332,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31275236,SRR21910341,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1724508,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31289030,SRR21910715,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1726639,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31023579,SRR21918470,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1709979,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31095978,SRR21918475,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711833,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31220958,SRR21918483,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1722790,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31110796,SRR21918518,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711800,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31096061,SRR21918522,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711835,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31096056,SRR21918525,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711845,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31141271,SRR21918539,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1710381,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31011166,SRR21918564,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1709942,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31141387,SRR21918588,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1716812,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN13064167,SRR10313628,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,823484,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31419947,SRR22016539,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733131,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419953,SRR22016547,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733097,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419949,SRR22016548,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733138,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419964,SRR22016556,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733099,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419970,SRR22016562,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1733101,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31419972,SRR22016576,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1731601,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN13172467,SRR10380789,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,830292,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13172460,SRR10380797,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,829008,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13172492,SRR10380815,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,829009,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13172486,SRR10380828,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,829012,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13208401,SRR10397400,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,832758,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13208425,SRR10397410,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,832148,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13208471,SRR10397428,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,833389,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13223257,SRR10403899,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,833388,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13244692,SRR10419612,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,834780,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13265356,SRR10431617,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,835859,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN13265357,SRR10431627,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,835790,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN31509725,SRR22084797,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1734993,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31509757,SRR22085118,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1736787,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31509839,SRR22085124,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1734986,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31509742,SRR22085129,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1736849,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31509739,SRR22085142,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1735772,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31509860,SRR22085217,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1735036,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521631,SRR22096630,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738030,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31521634,SRR22096638,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738083,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31525872,SRR22099624,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1738593,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31560772,SRR22133371,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739150,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31560783,SRR22133386,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1739168,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN13331467,SRR10491358,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,839939,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN31592398,SRR22179387,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1740782,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31141300,SRR21910321,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1716748,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31275237,SRR21910330,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725082,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31140841,SRR21910360,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1714727,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31140863,SRR21910376,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1715850,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31275066,SRR21910579,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725070,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31208974,SRR21910657,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1721322,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31275299,SRR21910675,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725299,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31258166,SRR21910682,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1723628,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31289042,SRR21910727,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1726528,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31140846,SRR21910743,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1714735,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31220956,SRR21910778,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1722756,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31275272,SRR21910845,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1725312,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31096052,SRR21918424,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711856,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31095991,SRR21918430,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711832,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31301738,SRR21918474,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1727549,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31301747,SRR21918528,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1726658,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31095990,SRR21918529,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711844,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31011189,SRR21918566,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1709965,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31110637,SRR21918568,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1711804,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31118753,SRR21918578,2022-09,2022-08-31,2022-09-30,United Kingdom: United Kingdom,1713775,human,ILLUMINA,NextSeq 1000,WGS,2022,09,,,,False
SAMN31301751,SRR21918586,2022-10,2022-09-30,2022-10-31,United Kingdom: United Kingdom,1727586,human,ILLUMINA,NextSeq 1000,WGS,2022,10,,,,False
SAMN31671790,SRR22247562,2022-11,2022-11-01,2022-11-30,United Kingdom: United Kingdom,1747309,human,ILLUMINA,NextSeq 1000,WGS,2022,11,,,,False
