sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN13429230,SRR10559539,missing,,,USA,PNUSAE041942,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13429260,SRR10559540,missing,,,USA,PNUSAE041939,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13429266,SRR10559555,missing,,,USA,PNUSAE041943,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13429405,SRR10559585,missing,,,USA,PNUSAE041933,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13429386,SRR10559608,missing,,,USA,PNUSAE041935,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13429436,SRR10559614,missing,,,USA,PNUSAE041930,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13445859,SRR10569295,missing,,,USA,PNUSAE042012,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13445858,SRR10569299,missing,,,USA,PNUSAE042009,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13446256,SRR10569360,missing,,,USA,PNUSAE042072,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13446266,SRR10569362,missing,,,USA,PNUSAE042069,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13446739,SRR10569536,missing,,,USA,PNUSAE042079,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13446874,SRR10570847,missing,,,USA,PNUSAE041580,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17329091,SRR13443596,missing,,,USA,PNUSAE066405,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13476897,SRR10583999,missing,,,USA,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13476904,SRR10584006,missing,,,USA,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13476911,SRR10584008,missing,,,USA,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13480469,SRR10584558,missing,,,USA,PNUSAE041949,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13488569,SRR10590742,missing,,,USA,PNUSAE042226,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13492425,SRR10593906,missing,,,USA,PNUSAE042290,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13500304,SRR10598870,missing,,,USA,PNUSAE042411,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13500493,SRR10598960,missing,,,USA,PNUSAE042449,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13501133,SRR10598968,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,850317,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13501131,SRR10598972,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848977,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13501151,SRR10598980,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,850328,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13501153,SRR10598987,missing,,,USA,PNUSAE042408,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13501149,SRR10598989,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848988,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13501161,SRR10598991,missing,,,USA,PNUSAE042414,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13501147,SRR10598992,missing,,,USA,PNUSAE042410,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13502871,SRR10600462,missing,,,USA,PNUSAE042491,missing,ILLUMINA,Illumina MiniSeq,WGS
SAMN17384394,SRR13484999,missing,,,missing,PNUSAE066949,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17384402,SRR13485003,missing,,,missing,PNUSAE066950,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13505810,SRR10604386,missing,,,USA,PNUSAE042493,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13512605,SRR10607610,missing,,,USA,PNUSAE042502,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13513877,SRR10609217,missing,,,USA,PNUSAE042713,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13517282,SRR10612339,missing,,,USA,PNUSAE042804,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17530762,SRR13522403,missing,,,missing,PNUSAE067092,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17587715,SRR13536333,2021-01,2021-01-01,2021-01-31,United Kingdom: United Kingdom,1073252,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13541126,SRR10665888,missing,,,USA,PNUSAE042990,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17611499,SRR13566491,missing,,,missing,PNUSAE027201,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17611497,SRR13566492,missing,,,missing,PNUSAE027203,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17611498,SRR13566493,missing,,,missing,PNUSAE027202,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13541972,SRR10666525,missing,,,USA,PNUSAE043000,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13541956,SRR10666894,missing,,,USA,PNUSAE042992,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13541959,SRR10666895,missing,,,USA,PNUSAE042996,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13541983,SRR10666897,missing,,,USA,PNUSAE042997,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13547365,SRR10674781,missing,,,USA,PNUSAE042250,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17619835,SRR13575675,2021,2021-01-01,2021-12-31,missing,PNUSAE067206,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17699193,SRR13579886,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067267,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17698892,SRR13579891,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067257,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17698818,SRR13580893,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067266,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17698895,SRR13580895,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067260,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13551712,SRR10679471,missing,,,USA,PNUSAE043178,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13558658,SRR10688318,missing,,,USA,PNUSAE043210,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13559137,SRR10688353,missing,,,USA,PNUSAE043229,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13560649,SRR10688480,missing,,,USA,PNUSAE043333,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13560958,SRR10689394,missing,,,USA,PNUSAE043352,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13564850,SRR10693142,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,853995,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13567110,SRR10694671,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,854861,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13571030,SRR10695839,missing,,,USA,PNUSAE043476,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13575083,SRR10696111,missing,,,USA,PNUSAE042967,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13575122,SRR10696291,missing,,,USA,PNUSAE043435,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13577853,SRR10698040,missing,,,USA,PNUSAE043533,missing,ILLUMINA,NextSeq 500,WGS
SAMN13607511,SRR10699532,missing,,,USA,PNUSAE043594,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13607501,SRR10699534,missing,,,USA,PNUSAE043598,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13607509,SRR10699535,missing,,,USA,PNUSAE043593,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13607510,SRR10699536,missing,,,USA,PNUSAE043595,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13607512,SRR10699537,missing,,,USA,PNUSAE043596,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17727849,SRR13602311,missing,,,USA,PNUSAE067273,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13608632,SRR10708027,missing,,,USA,PNUSAE043620,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13613904,SRR10717605,missing,,,USA,PNUSAE043657,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13613905,SRR10717939,missing,,,USA,PNUSAE043659,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13616450,SRR10724631,missing,,,USA,PNUSAE043703,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13616306,SRR10725996,2019-12-02,2019-12-02,2019-12-02,USA:WI,PNUSAE043317,ROMAINE LETTUCE,ILLUMINA,Illumina MiSeq,WGS
SAMN13623031,SRR10728354,missing,,,USA,PNUSAE043766,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13624818,SRR10729016,missing,,,USA,PNUSAE043856,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13624820,SRR10729017,missing,,,USA,PNUSAE043854,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13624819,SRR10729018,missing,,,USA,PNUSAE043855,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17771302,SRR13620496,missing,,,USA,PNUSAE067429,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17771307,SRR13620499,missing,,,USA,PNUSAE067142,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13634642,SRR10738732,missing,,,USA,PNUSAE032268,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13649816,SRR10744652,missing,,,USA,PNUSAE043864,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13656659,SRR10747737,missing,,,USA,PNUSAE043989,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13658946,SRR10748729,missing,,,USA,PNUSAE044096,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13670655,SRR10755082,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,860068,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13670653,SRR10755083,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,859969,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13672698,SRR10759079,missing,,,USA,PNUSAE044239,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13672709,SRR10759084,missing,,,USA,PNUSAE044243,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13673444,SRR10760497,missing,,,USA,PNUSAE044273,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13673460,SRR10760742,missing,,,USA,PNUSAE044275,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13673683,SRR10761073,2019,2019-01-01,2019-12-31,USA:NJ,FSIS11927410,product-raw-intact-beef,ILLUMINA,Illumina MiSeq,WGS
SAMN17785204,SRR13630770,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067450,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17785212,SRR13630774,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067453,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17785187,SRR13630777,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067452,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN17785180,SRR13630781,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE067455,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13676355,SRR10764025,missing,,,USA,PNUSAE044307,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13676450,SRR10764365,missing,,,USA,PNUSAE044356,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13683406,SRR10769048,missing,,,USA,PNUSAE044369,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13684950,SRR10771141,missing,,,USA,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13699297,SRR10803932,missing,,,USA,PNUSAE044568,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13701485,SRR10806287,missing,,,USA,PNUSAE044576,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13701628,SRR10806379,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,862944,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13701645,SRR10806407,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,862956,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17821939,SRR13645514,missing,,,USA,PNUSAE052383,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17822361,SRR13645562,missing,,,USA,PNUSAE045989,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17845567,SRR13670709,missing,,,USA,PNUSAE038636,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17845553,SRR13670711,missing,,,USA,PNUSAE038638,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13703496,SRR10810337,2017-11-15,2017-11-15,2017-11-15,USA:CA,CFSAN077357,cattle manure,ILLUMINA,Illumina MiSeq,WGS
SAMN13703486,SRR10810356,2017-11-07,2017-11-07,2017-11-07,USA:CA,CFSAN077364,cattle manure,ILLUMINA,Illumina MiSeq,WGS
SAMN13703516,SRR10810423,missing,,,USA,PNUSAE044779,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16357488,SRR13674415,Unknown,,,USA:MD,FDAARGOS_1346,missing,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN16357495,SRR13674432,Unknown,,,USA:MD,FDAARGOS_1353,missing,PACBIO_SMRT,Sequel,WGS
SAMN16357497,SRR13674436,Unknown,,,USA:MD,FDAARGOS_1355,missing,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN16357498,SRR13674438,Unknown,,,USA:MD,FDAARGOS_1356,missing,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN17854473,SRR13676160,missing,,,USA,PNUSAE025979,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17859353,SRR13677527,2019,2019-01-01,2019-12-31,USA,PNUSAS024941,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13714851,SRR10820825,missing,,,USA,PNUSAE044995,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13719083,SRR10823742,2017-11-15,2017-11-15,2017-11-15,USA:CA,CFSAN077360,cattle manure,ILLUMINA,Illumina MiSeq,WGS
SAMN17865846,SRR13686816,missing,,,USA,PNUSAE025445,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13721893,SRR10827561,missing,,,USA,PNUSAE045046,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17866208,SRR13687377,missing,,,USA,PNUSAE024267,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13721937,SRR10827640,missing,,,USA,PNUSAE045066,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13737234,SRR10828968,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,865106,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13737232,SRR10828969,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,865061,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13737233,SRR10828970,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,865058,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17901296,SRR13700597,missing,,,USA,PNUSAE028719,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17901987,SRR13702735,missing,,,USA,PNUSAE028716,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17910439,SRR13706094,missing,,,USA,PNUSAE067672,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17923055,SRR13718000,missing,,,USA,PNUSAE067680,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17925338,SRR13721336,missing,,,USA,PNUSAE067726,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17926753,SRR13723714,missing,,,USA,PNUSAE067727,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16727675,SRR10842398,missing,,,USA,PNUSAE045270,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13746948,SRR10842873,missing,,,USA,PNUSAE045277,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13746952,SRR10842876,missing,,,USA,PNUSAE045275,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13747095,SRR10843355,missing,,,USA,PNUSAE045297,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13747080,SRR10843365,missing,,,USA,PNUSAE045298,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17963951,SRR13733106,2021,2021-01-01,2021-12-31,missing,PNUSAE067794,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17963953,SRR13733107,2020,2020-01-01,2020-12-31,missing,PNUSAE067796,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17963959,SRR13733115,2021,2021-01-01,2021-12-31,missing,PNUSAE067775,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17963891,SRR13733116,2021,2021-01-01,2021-12-31,missing,PNUSAE067776,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13769247,SRR10852490,missing,,,USA,PNUSAE045355,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13810098,SRR10858521,missing,,,USA,PNUSAE045448,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18021386,SRR13757643,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1104739,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN18026035,SRR13762673,2021,2021-01-01,2021-12-31,USA,PNUSAE067841,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18039603,SRR13771542,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068013,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13825451,SRR10870911,missing,,,USA,PNUSAE045501,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13825545,SRR10870943,missing,,,USA,PNUSAE044272,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13828743,SRR10873107,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,868396,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN18071899,SRR13791240,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068171,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18071915,SRR13791243,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068155,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18071906,SRR13791248,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068184,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18072048,SRR13791253,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068156,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18072093,SRR13791256,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068160,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18072046,SRR13791263,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068179,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13832112,SRR10875750,missing,,,USA,PNUSAE045599,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18072085,SRR13791268,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068176,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18072075,SRR13791271,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068161,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13832118,SRR10875758,missing,,,USA,PNUSAE045541,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18072083,SRR13791275,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068182,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18072070,SRR13791276,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068185,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18095175,SRR13815328,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068370,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18095272,SRR13815337,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068376,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18095276,SRR13815341,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068361,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18095271,SRR13815343,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068379,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18095277,SRR13815345,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068364,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13870390,SRR10901510,missing,,,USA,PNUSAE045980,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13870389,SRR10901513,missing,,,USA,PNUSAE045983,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN03785365,SRR10902715,2015-06,2015-05-31,2015-06-30,USA,2015C-3882,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN03785366,SRR10902719,2015-06,2015-05-31,2015-06-30,USA,2015C-3881,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN03785366,SRR10902863,2015-06,2015-05-31,2015-06-30,USA,2015C-3881,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN13877034,SRR10908133,missing,,,USA,PNUSAE046108,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13884552,SRR10915027,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,873419,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN03785368,SRR10919344,2015-06,2015-05-31,2015-06-30,USA,2015C-3883,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN13870012,SRR10947154,2013-08-20,2013-08-19,2013-08-20,Canada: High River,CAP10,Cattle feces,ILLUMINA,Illumina MiSeq,WGS
SAMN13870006,SRR10947160,2013-06-11,2013-06-10,2013-06-11,Canada: Brooks,CAP03,Cattle feces,ILLUMINA,Illumina MiSeq,WGS
SAMN13898696,SRR10947520,missing,,,USA,PNUSAE046467,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13899400,SRR10948605,2015,2015-01-01,2015-12-31,,23,feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13899396,SRR10948610,2015,2015-01-01,2015-12-31,,19,feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13910636,SRR10958855,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,875529,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13916018,SRR10960531,missing,,,USA,PNUSAE046573,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18129084,SRR13849457,missing,,,missing,PNUSAE068440,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13918650,SRR10961866,missing,,,USA,PNUSAE046698,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13920375,SRR10963134,missing,,,USA,PNUSAE046764,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18133132,SRR13853471,2021,2021-01-01,2021-12-31,missing,PNUSAE068392,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18140760,SRR13858610,2021,2021-01-01,2021-12-31,missing,PNUSAE068467,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18141434,SRR13859349,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068471,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN13929787,SRR10971444,missing,,,USA,PNUSAE046926,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13930197,SRR10971990,missing,,,USA,PNUSAE046885,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13937236,SRR10981128,missing,,,USA,PNUSAE046813,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13938486,SRR10982269,missing,,,USA,PNUSAE047088,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13941966,SRR10987331,missing,,,USA,PNUSAE047143,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13941940,SRR10987417,2020,2020-01-01,2020-12-31,USA:ID,FSIS12028194,product-raw-intact-beef,ILLUMINA,Illumina MiSeq,WGS
SAMN18200144,SRR13872981,missing,,,USA,PNUSAE068489,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18200142,SRR13872983,missing,,,USA,PNUSAE068487,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18200138,SRR13872985,missing,,,USA,PNUSAE068492,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18200139,SRR13872989,missing,,,USA,PNUSAE068494,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18200151,SRR13872990,missing,,,USA,PNUSAE068491,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18200146,SRR13872995,missing,,,USA,PNUSAE068488,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18206962,SRR13889020,missing,,,USA,PNUSAE068547,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18207932,SRR13889057,missing,,,USA,PNUSAE068589,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18208066,SRR13890420,missing,,,USA,PNUSAE068595,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13948229,SRR10992451,missing,,,USA,PNUSAE047218,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN03785368,SRR11004779,2015-06,2015-05-31,2015-06-30,USA,2015C-3883,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN03785368,SRR11004782,2015-06,2015-05-31,2015-06-30,USA,2015C-3883,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN18290033,SRR13955579,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068721,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18290024,SRR13955598,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068740,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18290022,SRR13955602,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068726,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18290025,SRR13955650,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068712,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18289834,SRR13955654,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068724,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18289991,SRR13955655,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068713,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18290021,SRR13955769,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068725,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18290602,SRR13957269,missing,,,USA,PNUSAE064251,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14002241,SRR11024720,missing,,,USA,PNUSAE047636,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14008386,SRR11029386,missing,,,USA,PNUSAE047747,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14049999,SRR11032420,missing,,,USA,PNUSAE047784,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14052747,SRR11035896,missing,,,USA,PNUSAE047791,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14057037,SRR11038988,missing,,,USA,PNUSAE047864,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18318628,SRR13976620,2021,2021-01-01,2021-12-31,USA,PNUSAE068847,missing,ILLUMINA,NextSeq 550,WGS
SAMN18321032,SRR13979421,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068897,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18321034,SRR13980446,2014,2014-01-01,2014-12-31,USA:TX,PNUSAE068895,feces bovine,ILLUMINA,Illumina MiSeq,WGS
SAMN18335904,SRR13988784,missing,,,USA,PNUSAE068903,missing,ILLUMINA,Illumina MiSeq,WGS
