sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMD00044980,DRR051045,2011,2011-01-01,2011-12-31,Viet Nam,Ec# 584,,ILLUMINA,NextSeq 500,WGS
SAMEA5613988,ERR3331269,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA5613989,ERR3331270,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052622,DRR061424,2014,2014-01-01,2014-12-31,USA,HE-CRE153,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052631,DRR061435,2014,2014-01-01,2014-12-31,USA,HE-MDREc06,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052633,DRR061437,2014,2014-01-01,2014-12-31,USA,HE-MDREc09,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052644,DRR061448,2015,2015-01-01,2015-12-31,USA,HE-MDREc24,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052646,DRR061450,2014,2014-01-01,2014-12-31,USA,HE-MDREc26,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052657,DRR061461,2010,2010-01-01,2010-12-31,USA,HE-MDREc37,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052658,DRR061462,2010,2010-01-01,2010-12-31,USA,HE-MDREc38,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052681,DRR061485,2011,2011-01-01,2011-12-31,USA,HE-MDREc62,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052688,DRR061492,2011,2011-01-01,2011-12-31,USA,HE-MDREc70,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00053087,DRR063301,missing,,,Japan,KOr022,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053087,DRR063426,missing,,,Japan,KOr022,,ILLUMINA,Illumina MiSeq,WGS
SAMD00052627,DRR061431,2014,2014-01-01,2014-12-31,USA,HE-MDREc02,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052630,DRR061434,2014,2014-01-01,2014-12-31,USA,HE-MDREc05,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052645,DRR061449,2014,2014-01-01,2014-12-31,USA,HE-MDREc25,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052647,DRR061451,2014,2014-01-01,2014-12-31,USA,HE-MDREc27,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052652,DRR061456,2010,2010-01-01,2010-12-31,USA,HE-MDREc32,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052653,DRR061457,2010,2010-01-01,2010-12-31,USA,HE-MDREc33,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052671,DRR061475,2011,2011-01-01,2011-12-31,USA,HE-MDREc51,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052677,DRR061481,2011,2011-01-01,2011-12-31,USA,HE-MDREc58,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052679,DRR061483,2011,2011-01-01,2011-12-31,USA,HE-MDREc60,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00055793,DRR065639,2013,2013-01-01,2013-12-31,Japan,SMART1132,,ILLUMINA,NextSeq 500,WGS
SAMD00053139,DRR063353,missing,,,Japan,KFu031,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053098,DRR063432,missing,,,Japan,KKa012,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053165,DRR063474,missing,,,Japan,KMi027,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053193,DRR063494,missing,,,Japan,KTa003,,ILLUMINA,Illumina MiSeq,WGS
SAMD00073795,DRR086572,2014,2014-01-01,2014-12-31,Japan:Tokyo,ST131,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076205,DRR089019,2015,2015-01-01,2015-12-31,Japan,JSWP008,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076207,DRR089021,2015,2015-01-01,2015-12-31,Japan,JSWP010,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076208,DRR089022,2015,2015-01-01,2015-12-31,Japan,JSWP011,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076223,DRR089037,2015,2015-01-01,2015-12-31,Japan,JSWP026,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076226,DRR089040,2015,2015-01-01,2015-12-31,Japan,JSWP029,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076242,DRR089056,2015,2015-01-01,2015-12-31,Japan,JKHS013,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077841,DRR089862,2005,2005-01-01,2005-12-31,Japan:Kyoto,SNEC15,,ILLUMINA,Illumina MiSeq,WGS
SAMD00074174,DRR086872,2014,2014-01-01,2014-12-31,Japan:Tokyo,ST131,,ILLUMINA,Illumina MiSeq,WGS
SAMD00073795,DRR088567,2014,2014-01-01,2014-12-31,Japan:Tokyo,ST131,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076204,DRR089018,2015,2015-01-01,2015-12-31,Japan,JSWP007,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076214,DRR089028,2015,2015-01-01,2015-12-31,Japan,JSWP017,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076235,DRR089049,2015,2015-01-01,2015-12-31,Japan,JKHS006,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076241,DRR089055,2015,2015-01-01,2015-12-31,Japan,JKHS012,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080500,DRR092862,2004,2004-01-01,2004-12-31,Japan:Kyoto,KSEC14,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080502,DRR092864,2006,2006-01-01,2006-12-31,Japan:Shiga,ONEC9,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080510,DRR092872,2010,2010-01-01,2010-12-31,Japan:Kyoto,KS17,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080512,DRR092874,2010,2010-01-01,2010-12-31,Japan:Shiga,ON28,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080513,DRR092875,2010,2010-01-01,2010-12-31,Japan:Shiga,SN38,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080514,DRR092876,2011,2011-01-01,2011-12-31,Japan:Kyoto,KP67,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080517,DRR092879,2012,2012-01-01,2012-12-31,Japan:Shiga,KK58,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080518,DRR092880,2012,2012-01-01,2012-12-31,Japan:Shiga,KK85,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080520,DRR092882,2012,2012-01-01,2012-12-31,Japan:Shiga,KN95,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080526,DRR092888,2014,2014-01-01,2014-12-31,Japan:Shiga,BRG137,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080497,DRR092859,2001,2001-01-01,2001-12-31,Japan:Kyoto,KUEC2,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080504,DRR092866,2008,2008-01-01,2008-12-31,Japan:Kyoto,KUN3897,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080505,DRR092867,2008,2008-01-01,2008-12-31,Japan:Kyoto,KUN4343,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080506,DRR092868,2009,2009-01-01,2009-12-31,Japan:Kyoto,KCH38,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080509,DRR092871,2010,2010-01-01,2010-12-31,Japan:Kyoto,KP15,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080511,DRR092873,2010,2010-01-01,2010-12-31,Japan:Kyoto,KUN6617,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080516,DRR092878,2011,2011-01-01,2011-12-31,Japan:Shiga,SI11,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080521,DRR092883,2012,2012-01-01,2012-12-31,Japan:Shiga,KS127,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080522,DRR092884,2012,2012-01-01,2012-12-31,Japan:Shiga,KT43,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080525,DRR092887,2014,2014-01-01,2014-12-31,Japan:Aichi,BRG128,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080527,DRR092889,2014,2014-01-01,2014-12-31,Japan:Shiga,BRG145,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080528,DRR092890,2014,2014-01-01,2014-12-31,Japan:Kyoto,BRG210,,ILLUMINA,Illumina MiSeq,WGS
SAMEA6864050,ERR4181856,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA6864051,ERR4181857,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076977,DRR102569,2006,2006-01-01,2006-12-31,Japan,CM31,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076995,DRR102587,2007,2007-01-01,2007-12-31,Japan,ECSC021,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077005,DRR102597,2008,2008-01-01,2008-12-31,Japan,ECSC031,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077039,DRR102631,2008,2008-01-01,2008-12-31,Japan,ECSC070,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077088,DRR102680,2009,2009-01-01,2009-12-31,Japan,HUST159,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077094,DRR102686,missing,,,Japan,HUST169,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077136,DRR102728,2015,2015-01-01,2015-12-31,Japan,JML031,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077138,DRR102730,2015,2015-01-01,2015-12-31,Japan,JML034,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077144,DRR102736,2015,2015-01-01,2015-12-31,Japan,JML041,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077034,DRR102626,2008,2008-01-01,2008-12-31,Japan,ECSC065,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077038,DRR102630,2008,2008-01-01,2008-12-31,Japan,ECSC069,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077229,DRR102821,2015,2015-01-01,2015-12-31,Japan,JML135,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077114,DRR102706,2015,2015-01-01,2015-12-31,Japan,JML006,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077271,DRR102863,2015,2015-01-01,2015-12-31,Japan,JML186,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077274,DRR102866,2015,2015-01-01,2015-12-31,Japan,JML189,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077158,DRR102750,2015,2015-01-01,2015-12-31,Japan,JML056,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077316,DRR102908,2015,2015-01-01,2015-12-31,Japan,JML242,,ILLUMINA,Illumina MiSeq,WGS
SAMEA6990783,ERR4280197,2018,2018-01-01,2018-12-31,United Kingdom,,,ILLUMINA,Illumina HiSeq 4000,WGS
SAMD00077216,DRR102808,2015,2015-01-01,2015-12-31,Japan,JML119,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077234,DRR102826,2015,2015-01-01,2015-12-31,Japan,JML141,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077248,DRR102840,2015,2015-01-01,2015-12-31,Japan,JML156,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077260,DRR102852,2015,2015-01-01,2015-12-31,Japan,JML172,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077303,DRR102895,2015,2015-01-01,2015-12-31,Japan,JML227,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077312,DRR102904,2015,2015-01-01,2015-12-31,Japan,JML237,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077337,DRR102929,2015,2015-01-01,2015-12-31,Japan,JML274,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077338,DRR102930,2015,2015-01-01,2015-12-31,Japan,JML275,,ILLUMINA,Illumina MiSeq,WGS
SAMEA7059261,ERR4342190,2018,2018-01-01,2018-12-31,Viet Nam,,blood,ILLUMINA,Illumina MiSeq,WGS
SAMEA2204460,ERR434462,2010,2010-01-01,2010-12-31,United Kingdom,ECO0243,blood,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2204622,ERR434473,2012,2012-01-01,2012-12-31,United Kingdom,ECO0411,blood,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2205178,ERR434502,2007,2007-01-01,2007-12-31,United Kingdom,eo1670,blood,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2205207,ERR434506,2007,2007-01-01,2007-12-31,United Kingdom,eo1709,blood,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00077724,DRR103316,2011,2011-01-01,2011-12-31,Japan,UPEC54,,ILLUMINA,Illumina MiSeq,WGS
SAMEA6588780,ERR6057980,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4644816,ERR7420525,2014-03,2014-03-01,2014-03-31,United Kingdom,,Caecal Content,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00127153,DRR138473,2018-02-07,2018-02-07,2018-02-07,Thailand:Bangkok,TM61,,ILLUMINA,Illumina MiSeq,WGS
SAMEA7609493,ERR9384630,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA7609490,ERR9384660,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA7608596,ERR9384697,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMD00126364,DRR148127,2016-07-29,2016-07-28,2016-07-29,missing,TUM18539,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126371,DRR148134,2016-09-12,2016-09-11,2016-09-12,missing,TUM18546,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126376,DRR148139,2016-10-07,2016-10-06,2016-10-07,missing,TUM18551,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126377,DRR148140,2016-10-21,2016-10-20,2016-10-21,missing,TUM18552,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126378,DRR148141,2016-10-21,2016-10-20,2016-10-21,missing,TUM18553,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126383,DRR148146,2016-10-21,2016-10-20,2016-10-21,missing,TUM18558,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126392,DRR148155,2016-12-15,2016-12-15,2016-12-15,missing,TUM18567,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126395,DRR148158,2017-01-06,2017-01-06,2017-01-06,missing,TUM18570,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126398,DRR148161,2017-01-12,2017-01-12,2017-01-12,missing,TUM18573,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126400,DRR148163,2017-01-12,2017-01-12,2017-01-12,missing,TUM18575,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126401,DRR148164,2017-01-12,2017-01-12,2017-01-12,missing,TUM18576,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126404,DRR148167,2017-01-17,2017-01-17,2017-01-17,missing,TUM18579,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126415,DRR148178,2017-02-03,2017-02-03,2017-02-03,missing,TUM18590,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126416,DRR148179,2017-02-07,2017-02-07,2017-02-07,missing,TUM18591,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126419,DRR148182,2017-02-07,2017-02-07,2017-02-07,missing,TUM18594,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126429,DRR148192,2017-03-17,2017-03-17,2017-03-17,missing,TUM18604,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126432,DRR148195,2017-03-17,2017-03-17,2017-03-17,missing,TUM18607,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126446,DRR148209,2017-03-28,2017-03-27,2017-03-28,missing,TUM18621,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126469,DRR148232,2016-05-24,2016-05-23,2016-05-24,missing,TUM18644,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126491,DRR148254,2016-10-24,2016-10-23,2016-10-24,missing,TUM18666,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126502,DRR148265,2016-12-09,2016-12-09,2016-12-09,missing,TUM18677,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126508,DRR148271,2016-12-15,2016-12-15,2016-12-15,missing,TUM18683,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126515,DRR148278,2017-01-12,2017-01-12,2017-01-12,missing,TUM18690,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126519,DRR148282,2017-01-17,2017-01-17,2017-01-17,missing,TUM18694,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126522,DRR148285,2017-01-17,2017-01-17,2017-01-17,missing,TUM18697,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126529,DRR148292,2017-01-24,2017-01-24,2017-01-24,missing,TUM18704,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126548,DRR148311,2017-02-16,2017-02-16,2017-02-16,missing,TUM18723,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126553,DRR148316,2017-02-24,2017-02-24,2017-02-24,missing,TUM18728,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126566,DRR148329,2017-03-17,2017-03-17,2017-03-17,missing,TUM18741,,ILLUMINA,Illumina MiSeq,WGS
