sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMEA4429161,ERR1619053,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429166,ERR1619058,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429191,ERR1619083,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429200,ERR1619092,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429207,ERR1619099,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429209,ERR1619101,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429215,ERR1619107,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429225,ERR1619117,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429229,ERR1619121,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429234,ERR1619126,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429289,ERR1619128,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429410,ERR1619133,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429431,ERR1619142,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429435,ERR1619146,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429456,ERR1619167,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429461,ERR1619172,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429465,ERR1619176,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429515,ERR1619266,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533576,ERR1718840,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429541,ERR1619299,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429561,ERR1619326,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533592,ERR1718856,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429581,ERR1619346,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429592,ERR1619357,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533695,ERR1718959,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533697,ERR1718961,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429621,ERR1619386,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429627,ERR1619392,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429633,ERR1619398,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533716,ERR1718980,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429642,ERR1619407,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429672,ERR1619451,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429673,ERR1619452,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429675,ERR1619454,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429696,ERR1619480,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429717,ERR1619501,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429725,ERR1619509,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429741,ERR1619525,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429742,ERR1619526,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429751,ERR1619535,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429780,ERR1619546,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429784,ERR1619550,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429788,ERR1619554,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4429792,ERR1619558,not available,,,Netherlands,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3981037,ERR1622201,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981051,ERR1622202,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3980915,ERR1622295,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981782,ERR1622327,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3980846,ERR1622362,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4544727,ERR1725930,2014-11,2014-11-01,2014-11-30,Saudi Arabia,ST-131,urine,ILLUMINA,Illumina MiSeq,WGS
SAMEA3981275,ERR1622601,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981328,ERR1622688,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981481,ERR1622697,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981976,ERR1622865,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3982036,ERR1622966,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981964,ERR1623035,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981972,ERR1623036,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981986,ERR1623038,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3982229,ERR1623069,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981893,ERR1623100,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981915,ERR1623104,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA3981743,ERR1623434,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3980738,ERR1623474,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3981088,ERR1623606,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA3918671,ERR1640720,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1484054,ERR164832,2008,2008-01-01,2008-12-31,Bolivia,2439sc,fecal,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA4463257,ERR1656135,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMEA3981088,ERR1681866,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1528011,ERR175719,,,,,18354,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN30113614,SRR22822902,2021-09-09,2021-09-08,2021-09-09,India,UPEC,urine,ILLUMINA,HiSeq X Ten,WGS
SAMEA4533549,ERR1718813,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533606,ERR1718870,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533617,ERR1718881,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533620,ERR1718884,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533642,ERR1718906,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533658,ERR1718922,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533671,ERR1718935,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533680,ERR1718944,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533694,ERR1718958,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4533711,ERR1718975,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00029138,DRR033788,NA,,,Japan: Yamato River,KMi004,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029172,DRR033871,2014,2014-01-01,2014-12-31,Japan: Tokyo,J0024,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029173,DRR033872,2014,2014-01-01,2014-12-31,Japan: Tokyo,J0034,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029175,DRR033874,2014,2014-01-01,2014-12-31,Japan: Tokyo,J0061,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029191,DRR033890,2014,2014-01-01,2014-12-31,Nepal,N0439,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029193,DRR033892,2014,2014-01-01,2014-12-31,Nepal,N0494-1,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029194,DRR033893,2014,2014-01-01,2014-12-31,Nepal,N0494-2,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029195,DRR033894,2014,2014-01-01,2014-12-31,Nepal,N0504,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029201,DRR033900,2014,2014-01-01,2014-12-31,Nepal,N0722,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029203,DRR033902,2014,2014-01-01,2014-12-31,Nepal,N0945,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029204,DRR033903,2014,2014-01-01,2014-12-31,Nepal,N0985-1,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029208,DRR033907,2014,2014-01-01,2014-12-31,Nepal,N1051,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029209,DRR033908,2014,2014-01-01,2014-12-31,Nepal,N1086,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029211,DRR033910,2014,2014-01-01,2014-12-31,Nepal,N1167,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029214,DRR033913,2014,2014-01-01,2014-12-31,Nepal,N1228,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029216,DRR033915,2014,2014-01-01,2014-12-31,Nepal,N1240,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029222,DRR033921,2014,2014-01-01,2014-12-31,Nepal,N1341,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029226,DRR033925,2014,2014-01-01,2014-12-31,Nepal,N1421,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029229,DRR033928,2014,2014-01-01,2014-12-31,Nepal,N1449,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029232,DRR033931,2014,2014-01-01,2014-12-31,Nepal,N1539,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044929,DRR050994,2002,2002-01-01,2002-12-31,Japan:Kyoto,KSEC7,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044935,DRR051000,2006,2006-01-01,2006-12-31,Japan:Shiga,ONEC7,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044936,DRR051001,2006,2006-01-01,2006-12-31,Japan:Shiga,ONEC14,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044938,DRR051003,2007,2007-01-01,2007-12-31,Japan:Shiga,ONEC29,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044939,DRR051004,2007,2007-01-01,2007-12-31,Japan:Kyoto,KUN2145,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044945,DRR051010,2009,2009-01-01,2009-12-31,Japan:Kyoto,KUN5191,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044947,DRR051012,2011,2011-01-01,2011-12-31,Japan:Kyoto,KUN8768,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044949,DRR051014,2010,2010-01-01,2010-12-31,Japan:Kyoto,KN1,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044951,DRR051016,2010,2010-01-01,2010-12-31,Japan:Shiga,SN37,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044953,DRR051018,2010,2010-01-01,2010-12-31,Japan:Kyoto,KP46,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044956,DRR051021,2011,2011-01-01,2011-12-31,Japan:Kyoto,KS58,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044962,DRR051027,2012,2012-01-01,2012-12-31,Japan:Shiga,SI48,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044970,DRR051035,2013,2013-01-01,2013-12-31,Japan:Kyoto,BRG221,,ILLUMINA,Illumina MiSeq,WGS
SAMD00044977,DRR051042,2008,2008-01-01,2008-12-31,Canada,Ec 24,,ILLUMINA,NextSeq 500,WGS
SAMD00044981,DRR051046,2013,2013-01-01,2013-12-31,Thailand,EcAZ 156,,ILLUMINA,NextSeq 500,WGS
SAMD00052628,DRR061432,2014,2014-01-01,2014-12-31,USA,HE-MDREc03,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052629,DRR061433,2014,2014-01-01,2014-12-31,USA,HE-MDREc04,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052632,DRR061436,2014,2014-01-01,2014-12-31,USA,HE-MDREc07,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052634,DRR061438,2014,2014-01-01,2014-12-31,USA,HE-MDREc10,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052636,DRR061440,2013,2013-01-01,2013-12-31,USA,HE-MDREc13,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052637,DRR061441,2013,2013-01-01,2013-12-31,USA,HE-MDREc16,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052639,DRR061443,2013,2013-01-01,2013-12-31,USA,HE-MDREc18,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052642,DRR061446,2014,2014-01-01,2014-12-31,USA,HE-MDREc21,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052643,DRR061447,2014,2014-01-01,2014-12-31,USA,HE-MDREc23,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052651,DRR061455,2010,2010-01-01,2010-12-31,USA,HE-MDREc31,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052654,DRR061458,2010,2010-01-01,2010-12-31,USA,HE-MDREc34,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052659,DRR061463,2010,2010-01-01,2010-12-31,USA,HE-MDREc39,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052669,DRR061473,2011,2011-01-01,2011-12-31,USA,HE-MDREc49,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052678,DRR061482,2011,2011-01-01,2011-12-31,USA,HE-MDREc59,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052680,DRR061484,2011,2011-01-01,2011-12-31,USA,HE-MDREc61,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052682,DRR061486,2011,2011-01-01,2011-12-31,USA,HE-MDREc63,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052683,DRR061487,2011,2011-01-01,2011-12-31,USA,HE-MDREc64,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052687,DRR061491,2011,2011-01-01,2011-12-31,USA,HE-MDREc68,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00052689,DRR061493,2011,2011-01-01,2011-12-31,USA,HE-MDREc71,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00053098,DRR063312,missing,,,Japan,KKa012,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4061271,ERR1789871,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMD00053165,DRR063379,missing,,,Japan,KMi027,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053193,DRR063407,missing,,,Japan,KTa003,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053139,DRR063453,missing,,,Japan,KFu031,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4061387,ERR1790052,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4061575,ERR1790096,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMD00055776,DRR065622,2012,2012-01-01,2012-12-31,Thailand,SMART640,,ILLUMINA,NextSeq 500,WGS
SAMEA4062040,ERR1790196,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062048,ERR1790197,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062219,ERR1790380,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062227,ERR1790381,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062237,ERR1790383,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4061377,ERR1790514,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4061589,ERR1790563,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4061592,ERR1790564,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4061750,ERR1790640,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062450,ERR1790898,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062123,ERR1790902,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062466,ERR1790946,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062471,ERR1790948,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062474,ERR1790949,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062517,ERR1790962,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062520,ERR1790963,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062527,ERR1790965,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA4062197,ERR1791001,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMD00076211,DRR089025,2015,2015-01-01,2015-12-31,Japan,JSWP014,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076217,DRR089031,2015,2015-01-01,2015-12-31,Japan,JSWP020,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076229,DRR089043,2015,2015-01-01,2015-12-31,Japan,JSWP032,,ILLUMINA,Illumina MiSeq,WGS
SAMD00076232,DRR089046,2015,2015-01-01,2015-12-31,Japan,JKHS003,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077842,DRR089863,2011,2011-01-01,2011-12-31,Japan:Shiga,KP63,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4062524,ERR1791135,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMD00080498,DRR092860,2003,2003-01-01,2003-12-31,Japan:Kyoto,KFEC1,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080499,DRR092861,2004,2004-01-01,2004-12-31,Japan:Kyoto,KSEC12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080501,DRR092863,2006,2006-01-01,2006-12-31,Japan:Kyoto,KUN2030,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080503,DRR092865,2007,2007-01-01,2007-12-31,Japan:Shiga,ONEC31,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080507,DRR092869,2010,2010-01-01,2010-12-31,Japan:Kyoto,KN8,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080508,DRR092870,2010,2010-01-01,2010-12-31,Japan:Kyoto,KP13,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080515,DRR092877,2011,2011-01-01,2011-12-31,Japan:Kyoto,KUN8724,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080519,DRR092881,2012,2012-01-01,2012-12-31,Japan:Shiga,KN93,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080523,DRR092885,2014,2014-01-01,2014-12-31,Japan:Osaka,BRG21,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080524,DRR092886,2014,2014-01-01,2014-12-31,Japan:Hyogo,BRG77,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080530,DRR092891,2014,2014-01-01,2014-12-31,Japan:Kyoto,BRG247,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080531,DRR092892,2014,2014-01-01,2014-12-31,Japan:Kyoto,BRG322,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080532,DRR092893,2014,2014-01-01,2014-12-31,Japan:Kyoto,BRG342,,ILLUMINA,Illumina MiSeq,WGS
SAMD00080529,DRR092894,2014,2014-01-01,2014-12-31,Japan:Kyoto,BRG214,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077033,DRR102625,missing,,,Japan,ECSC064,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077041,DRR102633,2008,2008-01-01,2008-12-31,Japan,ECSC072,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077120,DRR102712,2015,2015-01-01,2015-12-31,Japan,JML014,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077131,DRR102723,2015,2015-01-01,2015-12-31,Japan,JML025,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077151,DRR102743,2015,2015-01-01,2015-12-31,Japan,JML049,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077162,DRR102754,2015,2015-01-01,2015-12-31,Japan,JML060,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077201,DRR102793,2015,2015-01-01,2015-12-31,Japan,JML101,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077209,DRR102801,2015,2015-01-01,2015-12-31,Japan,JML110,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077227,DRR102819,2015,2015-01-01,2015-12-31,Japan,JML133,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077259,DRR102851,2015,2015-01-01,2015-12-31,Japan,JML171,,ILLUMINA,Illumina MiSeq,WGS
SAMD00077721,DRR103313,2011,2011-01-01,2011-12-31,Japan,UPEC119,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4469895,ERR1822262,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469897,ERR1822264,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469898,ERR1822265,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469912,ERR1822278,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469916,ERR1822282,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469918,ERR1822284,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469931,ERR1822297,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469959,ERR1822324,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4469979,ERR1822344,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470012,ERR1822377,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470025,ERR1822390,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470073,ERR1822437,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470084,ERR1822448,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470098,ERR1822462,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470104,ERR1822468,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470113,ERR1822477,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470117,ERR1822481,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470129,ERR1822493,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470180,ERR1822544,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470232,ERR1822595,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470236,ERR1822599,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470243,ERR1822606,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4470255,ERR1822618,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00126365,DRR148128,2016-07-29,2016-07-28,2016-07-29,missing,TUM18540,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126366,DRR148129,2016-08-08,2016-08-07,2016-08-08,missing,TUM18541,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126369,DRR148132,2016-08-23,2016-08-22,2016-08-23,missing,TUM18544,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126370,DRR148133,2016-09-06,2016-09-05,2016-09-06,missing,TUM18545,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126373,DRR148136,2016-09-12,2016-09-11,2016-09-12,missing,TUM18548,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126375,DRR148138,2016-10-07,2016-10-06,2016-10-07,missing,TUM18550,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126380,DRR148143,2016-10-21,2016-10-20,2016-10-21,missing,TUM18555,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126385,DRR148148,2016-10-24,2016-10-23,2016-10-24,missing,TUM18560,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126399,DRR148162,2017-01-12,2017-01-12,2017-01-12,missing,TUM18574,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126403,DRR148166,2017-01-17,2017-01-17,2017-01-17,missing,TUM18578,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126407,DRR148170,2017-01-24,2017-01-24,2017-01-24,missing,TUM18582,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126408,DRR148171,2017-01-24,2017-01-24,2017-01-24,missing,TUM18583,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126411,DRR148174,2017-01-31,2017-01-31,2017-01-31,missing,TUM18586,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126420,DRR148183,2017-02-10,2017-02-10,2017-02-10,missing,TUM18595,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126427,DRR148190,2017-03-17,2017-03-17,2017-03-17,missing,TUM18602,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126433,DRR148196,2017-03-22,2017-03-22,2017-03-22,missing,TUM18608,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4370221,ERR1878179,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370223,ERR1878181,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00126439,DRR148202,2017-03-24,2017-03-24,2017-03-24,missing,TUM18614,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126441,DRR148204,2017-03-24,2017-03-24,2017-03-24,missing,TUM18616,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4370225,ERR1878183,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00126445,DRR148208,2017-03-28,2017-03-27,2017-03-28,missing,TUM18620,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4370226,ERR1878184,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370229,ERR1878187,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370231,ERR1878189,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370234,ERR1878192,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00126454,DRR148217,2017-04-05,2017-04-04,2017-04-05,missing,TUM18629,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4370236,ERR1878194,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370238,ERR1878196,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA4370246,ERR1878204,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00126456,DRR148219,2017-04-05,2017-04-04,2017-04-05,missing,TUM18631,,ILLUMINA,Illumina MiSeq,WGS
SAMD00126470,DRR148233,2016-05-24,2016-05-23,2016-05-24,missing,TUM18645,,ILLUMINA,Illumina MiSeq,WGS
