sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN28679391,SRR19415514,missing,,,USA,PNUSAE102045,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28685956,SRR19420568,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1636407,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28687087,SRR19423486,missing,,,USA,PNUSAE102165,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14406974,SRR11351724,missing,,,USA,PNUSAE050510,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14417655,SRR11361731,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,898814,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN14417756,SRR11361744,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,903379,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN14417872,SRR11361838,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,898868,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28702410,SRR19432295,missing,,,missing,PNUSAE102241,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28703737,SRR19433017,missing,,,USA,PNUSAE102056,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20523289,SRR15328332,2021,2021-01-01,2021-12-31,USA,PNUSAE079026,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20523492,SRR15328390,missing,,,USA,PNUSAE079033,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20523748,SRR15328844,missing,,,USA,PNUSAE079040,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20523751,SRR15328845,missing,,,USA,PNUSAE079036,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20665841,SRR15369527,2018-11,2018-11-01,2018-11-30,United Kingdom: United Kingdom,640341,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20665777,SRR15371364,2019-02,2019-02-01,2019-02-28,United Kingdom: United Kingdom,699265,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20669287,SRR15372861,missing,,,USA,PNUSAE079409,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20676071,SRR15376346,2021,2021-01-01,2021-12-31,USA,PNUSAE079552,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20676072,SRR15376349,2021,2021-01-01,2021-12-31,USA,PNUSAE079554,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20678781,SRR15377986,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1293999,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698402,SRR15406789,2019-04,2019-03-31,2019-04-30,United Kingdom: United Kingdom,737246,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698865,SRR15408965,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1306757,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20700341,SRR15409865,2017-12,2017-12-01,2017-12-31,United Kingdom: United Kingdom,463617,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20700949,SRR15411154,2021,2021-01-01,2021-12-31,missing,PNUSAE079720,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20745934,SRR15427760,2021,2021-01-01,2021-12-31,missing,PNUSAE079913,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20742901,SRR15431504,missing,,,USA,PNUSAE079908,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14479750,SRR11442291,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,914489,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28815150,SRR19509789,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638554,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28815156,SRR19509790,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638571,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28815092,SRR19509791,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638620,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28815367,SRR19511026,missing,,,USA,PNUSAE102509,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28815381,SRR19511057,missing,,,USA,PNUSAE102504,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28815378,SRR19511058,missing,,,USA,PNUSAE102507,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28815405,SRR19511087,missing,,,USA,PNUSAE102493,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28815377,SRR19511092,missing,,,USA,PNUSAE102511,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28815374,SRR19511094,missing,,,USA,PNUSAE102502,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14482768,SRR11445088,missing,,,USA,PNUSAE050872,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28816998,SRR19512961,missing,,,USA,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28818182,SRR19514076,missing,,,missing,PNUSAE102652,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20797306,SRR15460180,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1312536,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28838675,SRR19521928,2022,2022-01-01,2022-12-31,missing,PNUSAE102522,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14488586,SRR11451552,missing,,,USA,PNUSAE050960,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14488676,SRR11451757,missing,,,USA,PNUSAE050938,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28857458,SRR19537165,missing,,,missing,PNUSAE102740,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20802059,SRR15462106,2021,2021-01-01,2021-12-31,USA,PNUSAE080038,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28860894,SRR19539173,missing,,,missing,PNUSAE102794,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28860897,SRR19539174,missing,,,missing,PNUSAE102798,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28861225,SRR19539326,missing,,,USA,PNUSAE102843,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28861564,SRR19540039,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1641022,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN28871151,SRR19544901,2022,2022-01-01,2022-12-31,missing,PNUSAE102803,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28871150,SRR19545293,2022,2022-01-01,2022-12-31,missing,PNUSAE102804,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28874892,SRR19546461,2022,2022-01-01,2022-12-31,missing,PNUSAE102744,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28874910,SRR19546903,missing,,,USA,PNUSAE103051,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28885320,SRR19552119,missing,,,missing,PNUSAE103203,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28884902,SRR19553108,missing,,,USA,PNUSAE103125,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20846935,SRR15508380,missing,,,USA,PNUSAE080391,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20849367,SRR15512784,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1324220,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20860895,SRR15526532,missing,,,USA,PNUSAE080622,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28898660,SRR19571036,missing,,,missing,PNUSAE102927,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN14502396,SRR11456507,missing,,,USA,PNUSAE051033,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28905359,SRR19575854,2022,2022-01-01,2022-12-31,missing,PNUSAE103299,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28905367,SRR19575856,2022,2022-01-01,2022-12-31,missing,PNUSAE103305,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28905365,SRR19575863,2022,2022-01-01,2022-12-31,missing,PNUSAE103304,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28905363,SRR19575864,2022,2022-01-01,2022-12-31,missing,PNUSAE103307,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20934515,SRR15571334,missing,,,USA,PNUSAE081272,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21217472,SRR15714174,missing,,,USA,PNUSAE082458,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922598,SRR19582269,2022,2022-01-01,2022-12-31,missing,PNUSAE103356,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922594,SRR19582273,2022,2022-01-01,2022-12-31,missing,PNUSAE103352,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922600,SRR19582284,2022,2022-01-01,2022-12-31,missing,PNUSAE103358,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922596,SRR19582288,2022,2022-01-01,2022-12-31,missing,PNUSAE103354,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922597,SRR19582291,2022,2022-01-01,2022-12-31,missing,PNUSAE103355,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28922599,SRR19582341,2022,2022-01-01,2022-12-31,missing,PNUSAE103357,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21900572,SRR16118481,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1449441,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20934513,SRR15571338,missing,,,USA,PNUSAE081267,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20960565,SRR15598535,missing,,,USA,PNUSAE081368,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28936904,SRR19594802,missing,,,USA,PNUSAE103408,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20964347,SRR15601578,2021,2021-01-01,2021-12-31,missing,PNUSAE081388,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20964346,SRR15601579,2021,2021-01-01,2021-12-31,missing,PNUSAE081393,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21976013,SRR16155209,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1478422,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20970677,SRR15607373,2021,2021-01-01,2021-12-31,missing,PNUSAE081394,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20971701,SRR15610373,missing,,,USA,PNUSAE081436,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20972895,SRR15611828,missing,,,USA,PNUSAE081461,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21013368,SRR15636344,2021,2021-01-01,2021-12-31,USA,PNUSAE081613,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22841549,SRR16704068,missing,,,USA,PNUSAE088174,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21023702,SRR15654528,2021,2021-01-01,2021-12-31,USA,PNUSAE081698,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21024479,SRR15655665,2021,2021-01-01,2021-12-31,USA,PNUSAE081757,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22962682,SRR16842837,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1519720,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23010510,SRR16892788,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1521286,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23707713,SRR17144126,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1540556,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29043832,SRR19653423,2022,2022-01-01,2022-12-31,missing,PNUSAE103932,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29043827,SRR19653427,2022,2022-01-01,2022-12-31,missing,PNUSAE103930,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29043826,SRR19653863,2022,2022-01-01,2022-12-31,missing,PNUSAE103934,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29044053,SRR19654188,missing,,,USA,PNUSAE103947,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29044100,SRR19654194,2022,2022-01-01,2022-12-31,missing,PNUSAE103978,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29044054,SRR19654203,missing,,,USA,PNUSAE103944,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN25276605,SRR17762131,missing,,,missing,PNUSAE093506,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN02991212,SRR1569981,2008-06,2008-05-31,2008-06-30,Missing,,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN21199349,SRR15699839,missing,,,USA,PNUSAE082237,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26199617,SRR18114329,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1582643,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN03358419,SRR1816492,not collected,,,missing,BCW_4883,missing,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26419942,SRR18214409,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587754,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29094734,SRR19663068,missing,,,USA,PNUSAE104041,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29094735,SRR19663071,missing,,,USA,PNUSAE104034,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29096726,SRR19664356,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646643,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29096721,SRR19664359,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646644,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29111602,SRR19664708,missing,,,USA,PNUSAE104084,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29111599,SRR19664711,missing,,,USA,PNUSAE104083,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26878634,SRR18438233,2022,2022-01-01,2022-12-31,missing,PNUSAE097047,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26878619,SRR18438237,2022,2022-01-01,2022-12-31,missing,PNUSAE097075,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27020452,SRR18503546,2022,2022-01-01,2022-12-31,USA,PNUSAE097321,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27293567,SRR18605040,missing,,,USA,PNUSAE097867,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27009864,SRR18753331,2005,2005-01-01,2005-12-31,China: Henan,WLS_W3108.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009862,SRR18753333,2010,2010-01-01,2010-12-31,China: Zhejiang,WLS_W3106.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009857,SRR18753371,2004,2004-01-01,2004-12-31,China: Shanghai,WLS_W3101.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009853,SRR18753375,2011,2011-01-01,2011-12-31,China: Shanxi,WLS_W3097.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009842,SRR18753387,2007,2007-01-01,2007-12-31,China: Shanxi,WLS_W3086.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009839,SRR18753391,2006,2006-01-01,2006-12-31,China: Shanxi,WLS_W3083.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009822,SRR18753455,2005,2005-01-01,2005-12-31,China: Liaoning,WLS_W3066.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009815,SRR18753463,2008,2008-01-01,2008-12-31,China: Jiangsu,WLS_W3059.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009802,SRR18753477,2005,2005-01-01,2005-12-31,China: Heilongjiang,WLS_W3046.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009801,SRR18753478,2005,2005-01-01,2005-12-31,China: Heilongjiang,WLS_W3045.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009895,SRR18753502,2017,2017-01-01,2017-12-31,China: Gansu,Sbovis_F33.fasta,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN27009888,SRR18753510,2017,2017-01-01,2017-12-31,China: Gansu,Sbovis_F26.fasta,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN27009799,SRR18753513,2003,2003-01-01,2003-12-31,China: Heilongjiang,WLS_W3043.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009797,SRR18753515,2003,2003-01-01,2003-12-31,China: Heilongjiang,WLS_W3041.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009786,SRR18753527,2008,2008-01-01,2008-12-31,China: Henan,WLS_W3030.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27009782,SRR18753531,2007,2007-01-01,2007-12-31,China: Henan,WLS_W3026.fasta,,ILLUMINA,Illumina Genome Analyzer IIx,WGS
SAMN27589177,SRR18759927,missing,,,USA,PNUSAE098426,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27589189,SRR18759929,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1612149,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN27589179,SRR18760009,missing,,,USA,PNUSAE098428,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27629996,SRR18809835,missing,,,missing,PNUSAE098650,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN27987936,SRR18972470,2022,2022-01-01,2022-12-31,missing,PNUSAE099734,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28194024,SRR19170194,missing,,,missing,PNUSAE100707,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28194022,SRR19170196,missing,,,missing,PNUSAE100700,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29151360,SRR19691574,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646759,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21383849,SRR15837074,missing,,,USA,PNUSAE082899,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21386343,SRR15841258,missing,,,USA,PNUSAE081526,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21386366,SRR15841306,missing,,,USA,PNUSAE081523,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21386342,SRR15841381,missing,,,USA,PNUSAE082229,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21386955,SRR15842470,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1323898,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386822,SRR15842500,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1373066,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386871,SRR15842575,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1363085,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386928,SRR15842793,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1426314,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386863,SRR15842797,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1363087,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386939,SRR15842836,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1337803,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386895,SRR15842904,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1373859,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21386713,SRR15843113,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1363127,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21392285,SRR15845136,missing,,,USA,PNUSAE082981,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29152252,SRR19697430,missing,,,USA,PNUSAE104192,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28551618,SRR19316994,missing,,,missing,PNUSAE101543,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28626160,SRR19372185,missing,,,missing,PNUSAE101948,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29198550,SRR19744297,missing,,,USA,PNUSAE103405,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN28685950,SRR19420564,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1636408,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21396880,SRR15858128,2021,2021-01-01,2021-12-31,missing,PNUSAE083015,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29203240,SRR19749630,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1649206,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29209148,SRR19754562,missing,,,USA,PNUSAE104376,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21417455,SRR15877884,2021,2021-01-01,2021-12-31,USA,PNUSAE083115,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226673,SRR19771091,2022,2022-01-01,2022-12-31,missing,PNUSAE104827,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226661,SRR19771103,2022,2022-01-01,2022-12-31,missing,PNUSAE104813,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211061,SRR19757332,2021,2021-01-01,2021-12-31,missing,PNUSAE104503,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211056,SRR19757333,2021,2021-01-01,2021-12-31,missing,PNUSAE104474,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211062,SRR19757345,2021,2021-01-01,2021-12-31,missing,PNUSAE104479,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211065,SRR19757348,2021,2021-01-01,2021-12-31,missing,PNUSAE104488,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211064,SRR19757350,2021,2021-01-01,2021-12-31,missing,PNUSAE104478,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211066,SRR19757351,2021,2021-01-01,2021-12-31,missing,PNUSAE104497,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29402221,SRR19884265,missing,,,USA,PNUSAE105657,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29211049,SRR19757352,2021,2021-01-01,2021-12-31,missing,PNUSAE104482,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29402590,SRR19886657,2022,2022-01-01,2022-12-31,missing,PNUSAE105675,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405690,SRR19888909,2022,2022-01-01,2022-12-31,missing,PNUSAE105738,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405896,SRR19889889,2021,2021-01-01,2021-12-31,missing,PNUSAE105278,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405886,SRR19889890,2021,2021-01-01,2021-12-31,missing,PNUSAE105294,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405895,SRR19889891,2022,2022-01-01,2022-12-31,missing,PNUSAE105290,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405894,SRR19889895,2021,2021-01-01,2021-12-31,missing,PNUSAE105291,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405883,SRR19889902,2022,2022-01-01,2022-12-31,missing,PNUSAE105279,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29405882,SRR19889903,2022,2022-01-01,2022-12-31,missing,PNUSAE105287,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29224645,SRR19769828,missing,,,USA,PNUSAE104732,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226660,SRR19770866,2022,2022-01-01,2022-12-31,missing,PNUSAE104818,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226672,SRR19771071,2022,2022-01-01,2022-12-31,missing,PNUSAE104825,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226664,SRR19771090,2022,2022-01-01,2022-12-31,missing,PNUSAE104823,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226656,SRR19771096,2022,2022-01-01,2022-12-31,missing,PNUSAE104826,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29226657,SRR19771099,2022,2022-01-01,2022-12-31,missing,PNUSAE104812,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29417879,SRR19897622,2022,2022-01-01,2022-12-31,missing,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29420034,SRR19901281,missing,,,USA,PNUSAE105756,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29420032,SRR19901283,missing,,,USA,PNUSAE105762,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29420033,SRR19901284,missing,,,USA,PNUSAE105755,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29420792,SRR19902789,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1653277,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21465324,SRR15926883,missing,,,USA,PNUSAE083414,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29248538,SRR19782194,missing,,,USA,PNUSAE104890,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251597,SRR19784949,2022,2022-01-01,2022-12-31,missing,PNUSAE104981,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23100582,SRR16936302,missing,,,USA,PNUSAE089004,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251602,SRR19785130,2022,2022-01-01,2022-12-31,missing,PNUSAE104974,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251617,SRR19785187,2022,2022-01-01,2022-12-31,missing,PNUSAE104970,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251615,SRR19785188,2022,2022-01-01,2022-12-31,missing,PNUSAE104978,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251607,SRR19785194,2022,2022-01-01,2022-12-31,missing,PNUSAE104964,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251611,SRR19785198,2022,2022-01-01,2022-12-31,missing,PNUSAE104960,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29251659,SRR19785204,2022,2022-01-01,2022-12-31,missing,PNUSAE105002,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23135605,SRR16941045,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1527522,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23135609,SRR16941055,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1525908,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29251710,SRR19785326,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1650189,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23309438,SRR16987662,missing,,,USA,PNUSAE089477,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN23429255,SRR17035193,missing,,,USA,PNUSAE090074,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26367841,SRR18207953,missing,,,USA,PNUSAE095491,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26419940,SRR18214412,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1588368,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN21523785,SRR15972967,2021,2021-01-01,2021-12-31,USA,PNUSAE083671,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26419990,SRR18214736,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1588398,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN29264318,SRR19794572,2022,2022-01-01,2022-12-31,USA,PNUSAE105044,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN29269627,SRR19806079,2022,2022-01-01,2022-12-31,USA,PNUSAE105058,missing,ILLUMINA,Illumina MiSeq,WGS
