sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMD00013048,DRR015998,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00009116,DRR015999,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00012948,DRR016000,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00006378,DRR016006,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA5615265,ERR3330632,2016,2016-01-01,2016-12-31,Netherlands,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5615333,ERR3330980,2016,2016-01-01,2016-12-31,Netherlands,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5615431,ERR3331085,2016,2016-01-01,2016-12-31,Netherlands,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5615525,ERR3331174,2017,2017-01-01,2017-12-31,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA8796538,ERR5951579,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMN16351982,SRR12765138,missing,,,USA,PNUSAE061532,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16917616,SRR13147427,2020,2020-01-01,2020-12-31,USA,PNUSAE064764,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17487044,SRR13500288,missing,,,USA,PNUSAE067034,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17730375,SRR13605962,missing,,,USA,PNUSAE067330,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN19227895,SRR14559767,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176765,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN19516084,SRR14720239,2021,2021-01-01,2021-12-31,missing,PNUSAE073558,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN19650924,SRR14773641,missing,,,USA,PNUSAE074280,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN19713244,SRR14821308,missing,,,USA,PNUSAE074561,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN19904578,SRR14928991,2021-06,2021-05-31,2021-06-30,United Kingdom: United Kingdom,1229711,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN19905439,SRR14930128,missing,,,USA,PNUSAE075410,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20010192,SRR15030688,2021,2021-01-01,2021-12-31,USA,PNUSAE075993,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20023863,SRR15031297,missing,,,missing,PNUSAE075925,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20550623,SRR15338036,2021-01,2021-01-01,2021-01-31,United Kingdom: United Kingdom,1070647,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550988,SRR15338055,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1180044,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550515,SRR15338061,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112458,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550558,SRR15338075,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112455,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550908,SRR15338088,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1180018,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550471,SRR15338090,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1005388,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550419,SRR15338096,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176737,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550646,SRR15338097,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1180041,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550974,SRR15338098,2020-12,2020-12-01,2020-12-31,United Kingdom: United Kingdom,1051381,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550573,SRR15338114,2021-01,2021-01-01,2021-01-31,United Kingdom: United Kingdom,1070630,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550422,SRR15338128,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1181259,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20551396,SRR15338135,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1030467,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550709,SRR15338163,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1175462,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20551002,SRR15338172,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112456,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550476,SRR15338176,2021-03,2021-03-01,2021-03-31,United Kingdom: United Kingdom,1128342,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550721,SRR15338188,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112454,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550724,SRR15338192,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176627,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550576,SRR15338218,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1175506,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20555489,SRR15338594,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176715,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20555818,SRR15339678,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1180097,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603209,SRR15361632,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848993,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603060,SRR15361763,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,882786,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603215,SRR15361809,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,882757,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20606630,SRR15365952,2019-01,2019-01-01,2019-01-31,United Kingdom: United Kingdom,681373,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20606682,SRR15366056,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1293992,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20606693,SRR15366064,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1294006,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550402,SRR15366934,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1184627,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550156,SRR15366936,2021-04,2021-03-31,2021-04-30,United Kingdom: United Kingdom,1164833,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550142,SRR15367465,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1104758,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20748624,SRR15429014,2017-06,2017-05-31,2017-06-30,United Kingdom: United Kingdom,379420,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20742915,SRR15431003,2021,2021-01-01,2021-12-31,USA,PNUSAE079867,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20859658,SRR15526127,missing,,,USA,PNUSAE080560,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20862116,SRR15526880,2021,2021-01-01,2021-12-31,missing,PNUSAE080613,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20985683,SRR15622285,missing,,,USA,PNUSAE081504,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21220172,SRR15718884,2021,2021-01-01,2021-12-31,missing,PNUSAE082500,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21541119,SRR15998486,missing,,,USA,PNUSAE083955,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21541142,SRR15998487,missing,,,USA,PNUSAE083956,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21541147,SRR15998494,missing,,,USA,PNUSAE083957,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21554126,SRR16011962,missing,,,USA,PNUSAE083999,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21572755,SRR16025802,missing,,,USA,PNUSAE083368,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21582147,SRR16028418,missing,,,USA,PNUSAE084172,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22605382,SRR16598662,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512066,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22605046,SRR16598666,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512065,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22605383,SRR16598668,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512062,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22605039,SRR16598670,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1507414,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22656243,SRR16612458,missing,,,USA,PNUSAE087706,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22657140,SRR16612620,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1502236,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN23706775,SRR17144125,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1540496,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24107039,SRR17242366,missing,,,USA,PNUSAE091428,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24118990,SRR17248078,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545946,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24281593,SRR17295826,2021,2021-01-01,2021-12-31,missing,PNUSAE091917,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24337839,SRR17313954,2020-09-14,2020-09-13,2020-09-14,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337787,SRR17313962,2019-02-22,2019-02-22,2019-02-22,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337831,SRR17313963,2020-12-02,2020-12-02,2020-12-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337823,SRR17313971,2021-07-13,2021-07-12,2021-07-13,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337822,SRR17313972,2021-05-07,2021-05-06,2021-05-07,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337815,SRR17313980,2021-01-19,2021-01-19,2021-01-19,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337813,SRR17313982,2021-02-26,2021-02-26,2021-02-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337812,SRR17313983,2018-03-02,2018-03-02,2018-03-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337791,SRR17314000,2020-12-18,2020-12-18,2020-12-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337863,SRR17314009,2020-12-18,2020-12-18,2020-12-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337861,SRR17314012,2020-12-20,2020-12-20,2020-12-20,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337857,SRR17314016,2021-01-18,2021-01-18,2021-01-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337789,SRR17314022,2020-07-10,2020-07-09,2020-07-10,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337851,SRR17314023,2019-11-05,2019-11-05,2019-11-05,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337847,SRR17314027,2021-07-13,2021-07-12,2021-07-13,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337842,SRR17314032,2020-02-10,2020-02-10,2020-02-10,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337840,SRR17314035,2021-02-23,2021-02-23,2021-02-23,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337796,SRR17314047,2017-05-26,2017-05-25,2017-05-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337903,SRR17314049,2021-04-11,2021-04-10,2021-04-11,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337897,SRR17314056,2019-10-08,2019-10-07,2019-10-08,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24337793,SRR17314062,2021-01-02,2021-01-02,2021-01-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS
SAMN24369411,SRR17322488,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1551486,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA954642,ERR024623,,,,,56.0,,ILLUMINA,Illumina Genome Analyzer II,WGS
SAMN24386976,SRR17327783,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552517,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24386975,SRR17327786,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552556,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24424375,SRR17332618,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1553649,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24424381,SRR17332626,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1553645,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN24434698,SRR17334300,2021,2021-01-01,2021-12-31,missing,PNUSAE092040,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24439758,SRR17335830,missing,,,USA,PNUSAE092082,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24439762,SRR17335834,missing,,,USA,PNUSAE092077,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24440813,SRR17335862,missing,,,USA,PNUSAE092117,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24440904,SRR17335889,missing,,,USA,PNUSAE092141,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24442190,SRR17336145,missing,,,USA,PNUSAE092167,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24466030,SRR17348817,missing,,,USA,PNUSAE092184,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24540110,SRR17398471,2021,2021-01-01,2021-12-31,missing,PNUSAE092305,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN24903179,SRR17591812,missing,,,USA,PNUSAE092895,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN25045942,SRR17646506,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1561239,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN25276600,SRR17762124,missing,,,missing,PNUSAE093511,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN25941505,SRR18017698,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576279,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN25941584,SRR18017704,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576326,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN25941576,SRR18017819,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576304,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN25965842,SRR18036319,2021,2021-01-01,2021-12-31,missing,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN25965844,SRR18036326,2022,2022-01-01,2022-12-31,missing,,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN25976687,SRR18038509,missing,,,USA,PNUSAE094717,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1027699,ERR042799,,,,,Sh02-3648,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027660,ERR042802,,,,,Sh03-0850,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027651,ERR042803,,,,,Sh03-1034,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027720,ERR042809,,,,,Sh04-9300,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027738,ERR042811,1800/2014,1800-01-01,2014-12-31,France,Sh05-0787,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027655,ERR042812,,,,,Sh05-1382,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027710,ERR042818,,,,,Sh05-5540,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027645,ERR042821,,,,,Sh05-7137,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027687,ERR042822,1800/2014,1800-01-01,2014-12-31,France,Sh05-8094,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027741,ERR042831,,,,,Sh06-8628,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027705,ERR042835,,,,,Sh07-3008,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027677,ERR042837,1800/2014,1800-01-01,2014-12-31,France,Sh07-4943,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027667,ERR042839,,,,,Sh07-5876,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027689,ERR042841,,,,,Sh07-7606,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN26027240,SRR18061740,2022,2022-01-01,2022-12-31,USA,PNUSAE094772,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1027657,ERR042848,2008,2008-01-01,2008-12-31,French Guiana,Sh08-3483,Human,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027656,ERR042849,,,,,Sh08-4122,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027697,ERR042853,,,,,Sh09-1985,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027708,ERR042854,,,,,Sh09-2087,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027682,ERR042860,,,,,Sh09-6787,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN26084135,SRR18072034,missing,,,USA,PNUSAE094797,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26085412,SRR18073167,2022,2022-01-01,2022-12-31,missing,PNUSAE094827,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26135429,SRR18087875,missing,,,USA,PNUSAE094850,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26137392,SRR18089759,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1581628,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26176680,SRR18101030,missing,,,USA,PNUSAE095005,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26177326,SRR18104384,missing,,,USA,PNUSAE095094,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26177327,SRR18104385,missing,,,USA,PNUSAE095095,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26177505,SRR18104404,missing,,,USA,PNUSAE095093,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1029954,ERR047292,,,,,MS0012,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029865,ERR047294,,,,,MS0019,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029908,ERR047295,,,,,MS0020,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029889,ERR047296,,,,,MS0021,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030131,ERR047299,,,,,MS0026,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029984,ERR047303,,,,,MS0041,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029970,ERR047353,,,,,DE0174,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029939,ERR047355,,,,,DE0184,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030057,ERR047357,,,,,DE0195,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029989,ERR047358,,,,,DE0213,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029869,ERR047365,,,,,DE0569,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029946,ERR047369,,,,,DE0692,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030053,ERR047373,,,,,DE0807,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030071,ERR047383,,,,,DE1342,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027683,ERR042801,,,,,Sh02-8484,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029867,ERR047390,,,,,EG0055,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027740,ERR042805,,,,,Sh04-1706,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029886,ERR047391,,,,,EG0059,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027715,ERR042807,,,,,Sh04-4915,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027727,ERR042810,,,,,Sh04-9462,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027658,ERR042813,,,,,Sh05-1396,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029991,ERR047399,,,,,EG0329,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027676,ERR042814,,,,,Sh05-1631,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027685,ERR042815,,,,,Sh05-2089,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029887,ERR047406,,,,,EG0449,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027692,ERR042816,,,,,Sh05-4557,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027721,ERR042824,,,,,Sh05-9228,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027735,ERR042825,,,,,Sh05-9277,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027716,ERR042828,,,,,Sh06-2028,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027653,ERR042840,,,,,Sh07-6497,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029868,ERR047435,,,,,HUE09,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027681,ERR042842,,,,,Sh07-7746,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029883,ERR047436,,,,,HUE10,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1027661,ERR042850,,,,,Sh08-5585,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN26186913,SRR18108953,2022,2022-01-01,2022-12-31,USA:SC,PNUSAE095111,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA1030093,ERR048235,,,,,MS0085,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029929,ERR048245,,,,,MS0118,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029956,ERR048248,,,,,MS0130,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030031,ERR048251,,,,,MS0135,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030457,ERR048279,,,,,IB2490,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030449,ERR048283,,,,,IB1788,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030454,ERR048284,,,,,IB1789,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030376,ERR048286,,,,,IB1885,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030435,ERR048290,,,,,IB3328,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030416,ERR048301,,,,,IB0709,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030448,ERR048303,,,,,IB0712,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030429,ERR048304,,,,,IB0714,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030419,ERR048306,,,,,IB0737,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030456,ERR048320,,,,,IB0036,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030401,ERR048323,,,,,IB0043,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030394,ERR048324,,,,,IB0045,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030432,ERR048326,,,,,IB0047,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030420,ERR048337,,,,,IB3325,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030415,ERR048339,,,,,IB0064,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN03291508,SRR1811646,1998,1998-01-01,1998-12-31,USA:MD,DMB SH123,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN03291500,SRR1811701,2002,2002-01-01,2002-12-31,USA:MD,DMB SH107,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN26234303,SRR18131581,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583386,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26234491,SRR18131628,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583346,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26234301,SRR18131890,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583385,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26263347,SRR18143655,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583163,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN26263373,SRR18143713,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583110,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1030126,ERR047282,,,,,KH52,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN26263371,SRR18143715,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583103,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA1030074,ERR047298,,,,,MS0025,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029944,ERR047306,,,,,MS0050,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029849,ERR047309,,,,,MS0059,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030000,ERR047359,,,,,DE0224,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030108,ERR047360,,,,,DE0319,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029890,ERR047366,,,,,DE0578,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030122,ERR047378,,,,,DE1179,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030050,ERR047382,,,,,DE1279,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030127,ERR047387,,,,,DE1512,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029899,ERR047392,,,,,EG0085,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030129,ERR047401,,,,,EG0387,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030111,ERR047403,,,,,EG0412,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1030068,ERR047405,,,,,EG0435,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029856,ERR047408,,,,,EG0469,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029861,ERR047409,,,,,EG0471,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029959,ERR047430,,,,,HUE04,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029930,ERR047432,,,,,HUE06,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA1029862,ERR047437,,,,,HUE12,,ILLUMINA,Illumina HiSeq 2000,WGS
