sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMN02840699,SRR1363206,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840700,SRR1363207,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840702,SRR1363209,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840707,SRR1363214,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840708,SRR1363215,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840709,SRR1363216,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840711,SRR1363218,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840712,SRR1363219,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840715,SRR1363222,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840716,SRR1363223,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840721,SRR1363228,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840723,SRR1363230,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840724,SRR1363231,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840726,SRR1363233,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840728,SRR1363235,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840729,SRR1363236,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840731,SRR1363238,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840738,SRR1363245,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840743,SRR1363250,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840745,SRR1363252,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840746,SRR1363253,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840752,SRR1363259,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840755,SRR1363262,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840756,SRR1363263,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN02840760,SRR1363267,2013,2013-01-01,2013-12-31,Turkey: Istanbul,K12 MG1655,Lab Evolved,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA5698492,ERR4504265,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5694353,ERR4504566,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA7232781,ERR4507408,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMEA7232820,ERR4507462,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMEA2396243,ERR454494,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2396244,ERR454495,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2396245,ERR454496,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN17814213,SRR13642958,2020,2020-01-01,2020-12-31,USA:MI,FSIS12035593,Animal-Cattle-Dairy Cow (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN17814206,SRR13642966,2020,2020-01-01,2020-12-31,USA:IA,FSIS12035430,Animal-Swine-Market Swine (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN13701630,SRR10806405,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,862952,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7281074,ERR4554551,2013,2013-01-01,2013-12-31,Netherlands,isol128,Feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7282182,ERR4556438,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7281132,ERR4557050,2013,2013-01-01,2013-12-31,Netherlands,isol202,Feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7281133,ERR4557051,2013,2013-01-01,2013-12-31,Netherlands,isol203,Feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7281137,ERR4557055,2013,2013-01-01,2013-12-31,Netherlands,isol207,Feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17834676,SRR13652312,missing,,,USA,PNUSAE065880,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17836196,SRR13665556,2020,2020-01-01,2020-12-31,USA:NJ,FSIS12036482,Animal-Calf-Formula-fed Veal (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN17846544,SRR13673778,2021,2021-01-01,2021-12-31,USA:OH,FSIS12137449,Animal-Calf-Bob Veal (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMEA5741085,ERR4578481,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741112,ERR4578498,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741135,ERR4578549,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN17813334,SRR13674843,2014,2014-01-01,2014-12-31,Spain,C6842,feces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA5740803,ERR4578561,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741021,ERR4578567,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741170,ERR4578585,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN13708357,SRR10814973,2017-11-07,2017-11-07,2017-11-07,USA:CA,CFSAN077363,cattle manure,ILLUMINA,Illumina MiSeq,WGS
SAMN13712150,SRR10820465,2018-02-06,2018-02-06,2018-02-06,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712183,SRR10820529,2018-02-04,2018-02-04,2018-02-04,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712182,SRR10820530,2018-02-03,2018-02-03,2018-02-03,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712202,SRR10820532,2018-02-05,2018-02-05,2018-02-05,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712201,SRR10820533,2018-02-04,2018-02-04,2018-02-04,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712194,SRR10820541,2018-02-03,2018-02-03,2018-02-03,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712339,SRR10820560,2017-10-02,2017-10-01,2017-10-02,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712329,SRR10820571,2017-10-02,2017-10-01,2017-10-02,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13712328,SRR10820572,2017-10-02,2017-10-01,2017-10-02,USA: LaJolla,Escherichia coli BW25113,,ILLUMINA,HiSeq X Ten,WGS
SAMN13714098,SRR10820697,2001,2001-01-01,2001-12-31,USA:MN,1.3228,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN17882581,SRR13691900,2020-02,2020-02-01,2020-02-29,USA:CA,20CA02PC05UCD-EC,pork chop,ILLUMINA,Illumina MiSeq,WGS
SAMEA5741068,ERR4578724,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741128,ERR4578754,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741131,ERR4578758,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN17898428,SRR13699044,2021,2021-01-01,2021-12-31,USA:NJ,FSIS12137639,Animal-Calf-Bob Veal (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMEA5740883,ERR4578815,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5740981,ERR4578832,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5741175,ERR4578842,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN17899902,SRR13700260,2020,2020-01-01,2020-12-31,USA:GA,FSIS12036463,Animal-Chicken-Young Chicken (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMEA5747440,ERR4596449,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747442,ERR4596451,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747443,ERR4596452,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747418,ERR4596467,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747419,ERR4596468,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747365,ERR4596482,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747366,ERR4596483,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747367,ERR4596484,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747368,ERR4596485,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747374,ERR4596491,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747375,ERR4596492,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747379,ERR4596496,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747384,ERR4596501,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747387,ERR4596504,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747392,ERR4596507,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747394,ERR4596509,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747395,ERR4596510,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747397,ERR4596511,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747398,ERR4596512,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747403,ERR4596514,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747413,ERR4596524,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA5747426,ERR4596533,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN13613892,SRR10834217,2016/2017,2016-01-01,2017-12-31,Canada,154AHL.1,,ILLUMINA,NextSeq 500,WGS
SAMN13613890,SRR10834219,2016/2017,2016-01-01,2017-12-31,Canada,101.3,,ILLUMINA,NextSeq 500,WGS
SAMN13747102,SRR10843366,2006,2006-01-01,2006-12-31,USA:IA,6.205,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA7335885,ERR4619844,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335888,ERR4619847,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335893,ERR4619852,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335894,ERR4619853,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335896,ERR4619855,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335899,ERR4619858,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335900,ERR4619859,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335902,ERR4619861,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335907,ERR4619866,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335909,ERR4619868,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335910,ERR4619869,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335911,ERR4619870,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335914,ERR4619873,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335915,ERR4619874,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335917,ERR4619876,,,,Switzerland,,,ILLUMINA,Illumina HiSeq 3000,WGS
SAMEA7335921,ERR4619880,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA7335945,ERR4619904,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA7335948,ERR4619907,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA7335953,ERR4619912,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA7335954,ERR4619913,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA7335955,ERR4619914,,,,Switzerland,,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA5734418,ERR4634449,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN18007627,SRR13748589,2021,2021-01-01,2021-12-31,USA:ID,FSIS12137961,Animal-Cattle-Dairy Cow (cecal),ILLUMINA,Illumina MiSeq,WGS
SAMN13810298,SRR10858743,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,866428,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN17807572,SRR13766713,2019-02,2019-02-01,2019-02-28,Singapore,30EC,feces,ILLUMINA,HiSeq X Ten,WGS
SAMN18059291,SRR13785589,2021-01,2021-01-01,2021-01-31,USA:CT,21CT01GT02-EC,turkey,ILLUMINA,Illumina MiSeq,WGS
SAMEA7354307,ERR4658847,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354309,ERR4658849,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354312,ERR4658852,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354315,ERR4658855,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354316,ERR4658856,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354317,ERR4658857,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354318,ERR4658858,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354319,ERR4658859,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354321,ERR4658861,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354322,ERR4658862,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354324,ERR4658864,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354328,ERR4658868,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354329,ERR4658869,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354331,ERR4658871,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354336,ERR4658876,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354339,ERR4658879,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354341,ERR4658881,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354342,ERR4658882,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354343,ERR4658883,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354349,ERR4658889,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354352,ERR4658892,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354354,ERR4658894,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354356,ERR4658896,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354361,ERR4658901,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354365,ERR4658905,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354381,ERR4658921,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA7354382,ERR4658922,,,,,,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13836999,SRR10878367,2014-04-04,2014-04-03,2014-04-04,Guadeloupe,microbial,feces,ILLUMINA,NextSeq 500,WGS
SAMEA7483587,ERR4706366,2012,2012-01-01,2012-12-31,Norway,,Broiler meat,ILLUMINA,NextSeq 500,WGS
SAMEA7483649,ERR4706408,2014,2014-01-01,2014-12-31,Norway,,Broiler meat,ILLUMINA,NextSeq 500,WGS
SAMN13871282,SRR10902705,2013-12-09,2013-12-09,2013-12-09,Sweden,K-12 substr. MG1655,Experimental evolution,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2272992,ERR474160,,,,,eo2702,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2272994,ERR474162,,,,,eo2712,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2273048,ERR474215,,,,,eo3217,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN13884530,SRR10915004,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,872136,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN13895496,SRR10918361,missing,,,USA,PNUSAE046286,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13896391,SRR10919334,missing,,,USA,PNUSAE046127,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13898646,SRR10947611,2006,2006-01-01,2006-12-31,USA:PA,6.0475,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18120979,SRR13839279,2018/2019,2018-01-01,2019-12-31,Lebanon,53483,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18120963,SRR13839297,2018/2019,2018-01-01,2019-12-31,Lebanon,53416,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18120962,SRR13839298,2018/2019,2018-01-01,2019-12-31,Lebanon,50969,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18120934,SRR13839319,2018/2019,2018-01-01,2019-12-31,Lebanon,50117,,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN13870042,SRR10958931,2014-12-09,2014-12-09,2014-12-09,Canada: High River,CAP40,Cattle feces,ILLUMINA,Illumina MiSeq,WGS
SAMN13870037,SRR10958936,2014-09-23,2014-09-22,2014-09-23,Canada: High River,CAP35,Cattle feces,ILLUMINA,Illumina MiSeq,WGS
SAMN18128795,SRR13848094,2020,2020-01-01,2020-12-31,Germany,20-MO00059-0,Process water/wastewater (poultry slaughterhouse),ILLUMINA,NextSeq 550,WGS
SAMN18128762,SRR13848130,2020,2020-01-01,2020-12-31,Germany,20-MO00019-0,Process water/wastewater (pig slaughterhouse),ILLUMINA,NextSeq 550,WGS
SAMN13928813,SRR10970586,2008,2008-01-01,2008-12-31,USA:MO,8.0594,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13928812,SRR10970587,2013,2013-01-01,2013-12-31,USA:CO,13.1358,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13928823,SRR10970593,1998,1998-01-01,1998-12-31,USA:ND,98.1585,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18144652,SRR13865161,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144650,SRR13865163,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144648,SRR13865166,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144645,SRR13865169,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144644,SRR13865170,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144640,SRR13865174,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144585,SRR13865176,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144636,SRR13865179,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144635,SRR13865180,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144633,SRR13865182,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144630,SRR13865185,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144626,SRR13865190,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144622,SRR13865194,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144617,SRR13865200,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144615,SRR13865202,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144612,SRR13865205,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144609,SRR13865208,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144602,SRR13865216,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144601,SRR13865217,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144599,SRR13865219,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144597,SRR13865222,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144595,SRR13865224,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144594,SRR13865225,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144593,SRR13865226,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144592,SRR13865227,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144591,SRR13865228,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18144589,SRR13865230,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN13945442,SRR10990221,2009,2009-01-01,2009-12-31,USA:MN,9.1631,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN13945476,SRR10990336,2009,2009-01-01,2009-12-31,USA:MN,9.0947,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18191279,SRR13870709,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN13945473,SRR10990348,2009,2009-01-01,2009-12-31,USA:MN,9.0939,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN18191304,SRR13870800,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18191155,SRR13870906,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA6155734,ERR4783165,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN18191167,SRR13871037,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18191156,SRR13871049,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18191521,SRR13871116,2019,2019-01-01,2019-12-31,Thailand,,stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18191452,SRR13871196,2019,2019-01-01,2019-12-31,Thailand,,stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18191104,SRR13871270,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA6422720,ERR4783495,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMN18191072,SRR13871316,2019,2019-01-01,2019-12-31,Thailand,,rectal swab,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN18087617,SRR13871551,2016-01,2016-01-01,2016-01-31,"Thailand:Central, Pathum_Thani",,Pork,ILLUMINA,Illumina MiSeq,WGS
SAMEA6422325,ERR4783626,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA6422326,ERR4783627,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA6422365,ERR4783684,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA6422372,ERR4783692,,,,,,,ILLUMINA,HiSeq X Ten,WGS
SAMEA6422418,ERR4783704,,,,,,,ILLUMINA,HiSeq X Ten,WGS
