sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMD00018742,DRR021636,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018731,DRR021638,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018733,DRR021641,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018718,DRR021645,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018720,DRR021650,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00013352,DRR018445,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMD00018478,DRR021340,NA,,,,P,,ILLUMINA,Illumina MiSeq,WGS
SAMD00018481,DRR021345,NA,,,,C,,ABI_SOLID,AB SOLiD System 3.0,WGS
SAMD00018482,DRR021348,NA,,,,D,,ILLUMINA,Illumina MiSeq,WGS
SAMD00018730,DRR021571,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018730,DRR021572,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018723,DRR021576,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018724,DRR021577,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018724,DRR021578,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018710,DRR021582,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018711,DRR021584,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018713,DRR021588,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018703,DRR021591,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018703,DRR021592,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018704,DRR021594,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018705,DRR021595,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018735,DRR021597,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018735,DRR021598,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018736,DRR021599,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018738,DRR021603,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018738,DRR021604,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018726,DRR021605,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018728,DRR021609,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018729,DRR021611,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018729,DRR021612,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018717,DRR021620,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018706,DRR021621,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018739,DRR021629,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018740,DRR021632,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018741,DRR021633,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018731,DRR021637,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018733,DRR021642,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMD00018734,DRR021643,missing,,,missing,K-12;missing,,LS454,454 GS FLX+,WGS
SAMD00018734,DRR021644,missing,,,missing,K-12;missing,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA104151476,ERR2025915,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMEA104151477,ERR2025916,,,,,,,ILLUMINA,NextSeq 500,WGS
SAMD00029125,DRR033775,2011,2011-01-01,2011-12-31,Japan,KH011,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029130,DRR033780,2011,2011-01-01,2011-12-31,Japan,KH016,,ILLUMINA,Illumina MiSeq,WGS
SAMD00027194,DRR031242,NA,,,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00029126,DRR033776,2011,2011-01-01,2011-12-31,Japan,KH012,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821604,ERR2730413,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821616,ERR2730425,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821645,ERR2730454,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821656,ERR2730465,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821660,ERR2730469,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821664,ERR2730473,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA4821673,ERR2730482,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMD00031464,DRR035999,2014-01-27,2014-01-27,2014-01-27,,K-12,,ILLUMINA,Illumina MiSeq,WGA
SAMD00031466,DRR036005,2014-01-27,2014-01-27,2014-01-27,,K-12,,ILLUMINA,Illumina MiSeq,WGA
SAMD00031464,DRR036001,2014-01-27,2014-01-27,2014-01-27,,K-12,,ILLUMINA,Illumina MiSeq,WGA
SAMEA5612036,ERR3330531,2016-06-07,2016-06-06,2016-06-07,Kenya,,human,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA5612046,ERR3330541,2016-06-08,2016-06-07,2016-06-08,Kenya,,household environment,ILLUMINA,Illumina HiSeq 4000,WGS
SAMD00049928,DRR058061,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00049923,DRR058066,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00049924,DRR058065,2015-10,2015-09-30,2015-10-31,Japan,missing,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5618974,ERR3333480,2004-01-14,2004-01-14,2004-01-14,France,,Diarrhea,ILLUMINA,Illumina MiSeq,WGS
SAMEA5619032,ERR3333538,2004-01-22,2004-01-22,2004-01-22,France,,Mastitis,ILLUMINA,Illumina MiSeq,WGS
SAMEA5619068,ERR3333574,2007-06-01,2007-05-31,2007-06-01,Germany,,Mastitis,ILLUMINA,Illumina MiSeq,WGS
SAMD00056879,DRR066618,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056880,DRR066619,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056881,DRR066620,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056895,DRR066634,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056896,DRR066635,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056899,DRR066638,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056900,DRR066639,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053162,DRR063376,missing,,,Japan,KMi024,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5732417,ERR3393386,2017,2017-01-01,2017-12-31,Spain,171062,meat,ILLUMINA,NextSeq 500,WGS
SAMEA5719431,ERR3393474,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMEA5719430,ERR3393480,,,,,,,ILLUMINA,Illumina MiSeq,WGS
SAMD00053162,DRR063471,missing,,,Japan,KMi024,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056882,DRR066621,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056887,DRR066626,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056890,DRR066629,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056893,DRR066632,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056894,DRR066633,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056897,DRR066636,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056898,DRR066637,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00056902,DRR066641,2011/2012,2011-01-01,2012-12-31,,MDS42,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065691,DRR075676,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065696,DRR075681,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065699,DRR075684,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065700,DRR075685,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065701,DRR075686,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065704,DRR075689,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065707,DRR075692,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065708,DRR075693,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065709,DRR075694,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065710,DRR075695,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065712,DRR075697,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065713,DRR075698,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065714,DRR075699,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065715,DRR075700,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065716,DRR075701,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065718,DRR075703,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065724,DRR075709,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065730,DRR075715,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065731,DRR075716,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065733,DRR075718,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065737,DRR075722,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065741,DRR075726,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065742,DRR075727,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065746,DRR075731,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065748,DRR075733,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065756,DRR075741,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065758,DRR075743,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065759,DRR075744,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065760,DRR075745,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065960,DRR075928,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065965,DRR075933,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065969,DRR075937,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065971,DRR075939,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065975,DRR075943,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065980,DRR075948,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065981,DRR075949,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065984,DRR075952,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065985,DRR075953,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065989,DRR075957,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065990,DRR075958,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065991,DRR075959,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065993,DRR075961,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065995,DRR075963,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065999,DRR075967,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00066000,DRR075968,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065694,DRR075679,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065695,DRR075680,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065698,DRR075683,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065703,DRR075688,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065717,DRR075702,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065721,DRR075706,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065723,DRR075708,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065725,DRR075710,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065727,DRR075712,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065728,DRR075713,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065729,DRR075714,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065732,DRR075717,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065739,DRR075724,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065744,DRR075729,2014-03-11,2014-03-11,2014-03-11,missing,MDS42,,ILLUMINA,Illumina HiSeq 2500,WGS
SAMD00065754,DRR075739,2016-03-14,2016-03-14,2016-03-14,missing,K-12;missing,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065959,DRR075927,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065961,DRR075929,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065966,DRR075934,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065967,DRR075935,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065968,DRR075936,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065972,DRR075940,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065973,DRR075941,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065978,DRR075946,2015-03-06,2015-03-06,2015-03-06,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065982,DRR075950,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065987,DRR075955,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065994,DRR075962,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00065996,DRR075964,2015-01-23,2015-01-23,2015-01-23,missing,K-12,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071286,DRR084146,2015-12-21,2015-12-21,2015-12-21,Japan,G2b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071288,DRR084148,2015-12-21,2015-12-21,2015-12-21,Japan,G3b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071291,DRR084151,2015-12-21,2015-12-21,2015-12-21,Japan,G5a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071296,DRR084156,2015-12-21,2015-12-21,2015-12-21,Japan,G15a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071299,DRR084159,2015-12-21,2015-12-21,2015-12-21,Japan,G20a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071305,DRR084165,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G4a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071306,DRR084166,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G4b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071308,DRR084168,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071309,DRR084169,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071311,DRR084171,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G6d,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071314,DRR084174,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G15a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071317,DRR084177,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G20b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071319,DRR084179,2014-04-04,2014-04-03,2014-04-04,Japan,HV10,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071290,DRR084150,2015-12-21,2015-12-21,2015-12-21,Japan,G4b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071293,DRR084153,2015-12-21,2015-12-21,2015-12-21,Japan,G6a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071294,DRR084154,2015-12-21,2015-12-21,2015-12-21,Japan,G6b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071295,DRR084155,2015-12-21,2015-12-21,2015-12-21,Japan,G10,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071302,DRR084162,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G1,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071304,DRR084164,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G3,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071312,DRR084172,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G10a,,ILLUMINA,Illumina MiSeq,WGS
SAMD00071315,DRR084175,2015-12-21,2015-12-21,2015-12-21,Japan,HV10-G15b,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078321,DRR090520,2016-06-24,2016-06-23,2016-06-24,Japan,P3478,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078323,DRR090522,2016-06-24,2016-06-23,2016-06-24,Japan,MC1061,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078325,DRR090524,2017-02-10,2017-02-10,2017-02-10,Japan,DF44zwf27,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078327,DRR090526,2017-02-07,2017-02-07,2017-02-07,Japan,DGF-327w879,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078328,DRR090527,2017-02-07,2017-02-07,2017-02-07,Japan,MGF-02ws878,,ILLUMINA,Illumina MiSeq,WGS
SAMD00078334,DRR090533,2016-06-24,2016-06-23,2016-06-24,Japan,A055,,ILLUMINA,Illumina MiSeq,WGS
SAMEA6813674,ERR4095075,2018,2018-01-01,2018-12-31,Viet Nam,,pig feces,ILLUMINA,Illumina MiSeq,WGS
SAMD00089730,DRR099821,2016-01-09,2016-01-09,2016-01-09,,BW25113,,ILLUMINA,Illumina MiSeq,WGA
SAMD00089732,DRR099823,2016-01-09,2016-01-09,2016-01-09,,BW25113,,ILLUMINA,Illumina MiSeq,WGA
