sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy
SAMEA8900635,ERR6005564,2009-08-15,2009-08-14,2009-08-15,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900653,ERR6005567,2009-09-12,2009-09-11,2009-09-12,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900700,ERR6005588,2009-12-19,2009-12-19,2009-12-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900190,ERR6005590,2009-05-12,2009-05-11,2009-05-12,India,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899822,ERR6005601,2009-05-03,2009-05-02,2009-05-03,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899859,ERR6005610,2009-12-31,2009-12-31,2009-12-31,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900068,ERR6005611,2009-07-03,2009-07-02,2009-07-03,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900752,ERR6005638,2010-05-01,2010-04-30,2010-05-01,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900766,ERR6005644,2010-05-09,2010-05-08,2010-05-09,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900227,ERR6005662,2010-07-30,2010-07-29,2010-07-30,India,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899908,ERR6005663,2008-07-08,2008-07-07,2008-07-08,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899916,ERR6005664,2009-01-29,2009-01-29,2009-01-29,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899928,ERR6005665,2009-04-22,2009-04-21,2009-04-22,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899936,ERR6005669,2010-06-02,2010-06-01,2010-06-02,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8899927,ERR6005672,2009-04-21,2009-04-20,2009-04-21,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900972,ERR6005685,2010-04-01,2010-03-31,2010-04-01,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900801,ERR6005692,2010-06-19,2010-06-18,2010-06-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900804,ERR6005693,2010-06-25,2010-06-24,2010-06-25,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900818,ERR6005700,2010-07-12,2010-07-11,2010-07-12,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8900233,ERR6005732,2010-09-20,2010-09-19,2010-09-20,India,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS
SAMEA8903657,ERR6006187,2009-06-10,2009-06-09,2009-06-10,Gambia,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA8903673,ERR6006202,2008-06-29,2008-06-28,2008-06-29,Mali,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA8903708,ERR6006237,2010-05-19,2010-05-18,2010-05-19,Kenya,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA8903746,ERR6006275,2008-06-29,2008-06-28,2008-06-29,Bangladesh,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA8903747,ERR6006276,2008-07-03,2008-07-02,2008-07-03,Bangladesh,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMEA8903753,ERR6006282,2008-07-29,2008-07-28,2008-07-29,Bangladesh,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS
SAMN20343685,SRR15210139,2020,2020-01-01,2020-12-31,missing,PNUSAE077715,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20349575,SRR15216077,2021,2021-01-01,2021-12-31,missing,PNUSAE077763,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20349576,SRR15216078,2021,2021-01-01,2021-12-31,missing,PNUSAE077764,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20349570,SRR15216079,2021,2021-01-01,2021-12-31,missing,PNUSAE077758,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20353392,SRR15219566,2021,2021-01-01,2021-12-31,missing,PNUSAE077905,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20353389,SRR15219569,2021,2021-01-01,2021-12-31,missing,PNUSAE077911,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15282571,SRR12026539,missing,,,USA,PNUSAE053969,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15282566,SRR12026542,missing,,,USA,PNUSAE053970,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15282565,SRR12026543,missing,,,USA,PNUSAE053966,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20396916,SRR15245990,2021,2021-01-01,2021-12-31,USA,PNUSAE078010,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15300357,SRR12072365,2017-12,2017-12-01,2017-12-31,Canada: Montreal,SS042476,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN15300364,SRR12072366,2018-04,2018-03-31,2018-04-30,Canada: Montreal,SS062969,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN15300353,SRR12072377,2017-11,2017-11-01,2017-11-30,Canada: Montreal,SS032217,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN15300346,SRR12072382,2017-08,2017-07-31,2017-08-31,Canada: Montreal,SS014202,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN15300352,SRR12072384,2017-10,2017-09-30,2017-10-31,Canada: Montreal,SS031329,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN15300351,SRR12072385,2017-10,2017-09-30,2017-10-31,Canada: Montreal,SS026165,stool,ILLUMINA,Illumina MiSeq,WGS
SAMN20462115,SRR15289432,2020,2020-01-01,2020-12-31,missing,PNUSAE078432,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15369432,SRR12091565,missing,,,USA,PNUSAE054398,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15372330,SRR12094702,missing,,,USA,PNUSAE054409,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15395014,SRR12103267,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,957427,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN15421038,SRR12131981,2020,2020-01-01,2020-12-31,Australia,AUSMDU00044076,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421034,SRR12131985,2020,2020-01-01,2020-12-31,Australia,AUSMDU00040740,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421069,SRR12131992,2020,2020-01-01,2020-12-31,Australia,AUSMDU00043747,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421033,SRR12131993,2020,2020-01-01,2020-12-31,Australia,AUSMDU00041708,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421068,SRR12131994,2020,2020-01-01,2020-12-31,Australia,AUSMDU00044805,missing,ILLUMINA,NextSeq 500,WGS
SAMN15421067,SRR12131995,2020,2020-01-01,2020-12-31,Australia,AUSMDU00042568,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421064,SRR12131998,2019,2019-01-01,2019-12-31,Australia,AUSMDU00039565,missing,ILLUMINA,NextSeq 500,WGS
SAMN15421063,SRR12131999,2019,2019-01-01,2019-12-31,Australia,AUSMDU00032220,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421061,SRR12132001,2019,2019-01-01,2019-12-31,Australia,AUSMDU00039816,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421058,SRR12132005,2020,2020-01-01,2020-12-31,Australia,AUSMDU00041672,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421050,SRR12132013,2020,2020-01-01,2020-12-31,Australia,AUSMDU00044248,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421047,SRR12132017,2019,2019-01-01,2019-12-31,Australia,AUSMDU00033923,missing,ILLUMINA,NextSeq 500,WGS
SAMN15421045,SRR12132019,2020,2020-01-01,2020-12-31,Australia,AUSMDU00041484,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421044,SRR12132020,2020,2020-01-01,2020-12-31,Australia,AUSMDU00042640,missing,ILLUMINA,NextSeq 550,WGS
SAMN15421041,SRR12132023,2020,2020-01-01,2020-12-31,Australia,AUSMDU00041579,missing,ILLUMINA,NextSeq 500,WGS
SAMN15421030,SRR12132026,2019,2019-01-01,2019-12-31,Australia,AUSMDU00039582,missing,ILLUMINA,NextSeq 500,WGS
SAMN15438776,SRR12143844,missing,,,USA,PNUSAE054822,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15438778,SRR12143850,missing,,,USA,PNUSAE054824,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15446097,SRR12144664,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,958623,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN15437744,SRR12145303,2018-06,2018-05-31,2018-06-30,Malaysia,UKMCC_1015,missing,OXFORD_NANOPORE,MinION,WGS
SAMN20550735,SRR15338041,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176631,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550523,SRR15338049,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176772,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20551364,SRR15338071,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1173550,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550716,SRR15338119,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1175447,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550898,SRR15338186,2021-06,2021-05-31,2021-06-30,United Kingdom: United Kingdom,1207941,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20550649,SRR15338200,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1181220,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20602988,SRR15361494,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,882729,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603274,SRR15361694,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,882804,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603169,SRR15361720,2019-06,2019-05-31,2019-06-30,United Kingdom: United Kingdom,767709,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20603059,SRR15361786,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,882807,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20606740,SRR15365995,2019-02,2019-02-01,2019-02-28,United Kingdom: United Kingdom,704306,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20606661,SRR15366059,2019-01,2019-01-01,2019-01-31,United Kingdom: United Kingdom,681371,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20665753,SRR15369638,2018-11,2018-11-01,2018-11-30,United Kingdom: United Kingdom,647925,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20665897,SRR15369675,2018-12,2018-12-01,2018-12-31,United Kingdom: United Kingdom,652977,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20666132,SRR15370206,2021,2021-01-01,2021-12-31,missing,PNUSAE079402,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20676067,SRR15376528,2021,2021-01-01,2021-12-31,USA,PNUSAE079555,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN07795422,SRR15403669,missing,,,USA,2017C-3457,missing,ILLUMINA,Illumina iSeq 100,WGS
SAMN20698470,SRR15408603,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,565044,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698711,SRR15408744,2018-04,2018-03-31,2018-04-30,United Kingdom: United Kingdom,518080,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698786,SRR15408758,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,554417,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698821,SRR15408764,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,444130,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698873,SRR15408950,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,508271,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20698883,SRR15408969,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,561134,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20700365,SRR15409816,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,549529,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20710571,SRR15416324,missing,,,USA,PNUSAE079795,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20712996,SRR15416790,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,400289,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20713025,SRR15417340,2017-02,2017-02-01,2017-02-28,United Kingdom: United Kingdom,342525,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20713165,SRR15419069,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,436065,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20713114,SRR15419071,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,418211,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN20799525,SRR15461292,2021,2021-01-01,2021-12-31,missing,PNUSAE080034,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20811662,SRR15488683,2021,2021-01-01,2021-12-31,USA,PNUSAE080105,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15579327,SRR12264807,missing,,,USA,PNUSAE055712,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA2626903,ERR708285,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMEA2626912,ERR708294,,,,,,,ILLUMINA,Illumina HiSeq 2000,WGS
SAMN20931128,SRR15566076,missing,,,USA,PNUSAE080982,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN20995968,SRR15633560,missing,,,USA,PNUSAE081367,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15663527,SRR12341412,missing,,,USA,PNUSAE056454,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15663506,SRR12341413,missing,,,USA,PNUSAE056444,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15663529,SRR12341416,missing,,,USA,PNUSAE056445,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21023753,SRR15654656,2021,2021-01-01,2021-12-31,USA,PNUSAE081701,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21040544,SRR15670104,2021,2021-01-01,2021-12-31,missing,PNUSAE081608,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21154361,SRR15673686,missing,,,USA,PNUSAE082027,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21154360,SRR15673687,missing,,,USA,PNUSAE082030,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15686829,SRR12358813,2018,2018-01-01,2018-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686850,SRR12358815,2017,2017-01-01,2017-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686848,SRR12358818,2017,2017-01-01,2017-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686828,SRR12358835,2018,2018-01-01,2018-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686843,SRR12358836,2016,2016-01-01,2016-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686842,SRR12358842,2019,2019-01-01,2019-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686837,SRR12358867,2018,2018-01-01,2018-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686826,SRR12358868,2018,2018-01-01,2018-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN15686834,SRR12358874,2018,2018-01-01,2018-12-31,Spain: Barcelona,,feces,ILLUMINA,Illumina MiSeq,WGS
SAMN21210676,SRR15707218,missing,,,USA,PNUSAE082289,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21210675,SRR15707219,missing,,,USA,PNUSAE082290,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21217330,SRR15713873,missing,,,USA,PNUSAE082352,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21312803,SRR15741149,2021,2021-01-01,2021-12-31,USA,PNUSAE082577,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21358422,SRR15811985,2021,2021-01-01,2021-12-31,missing,PNUSAE082729,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21363777,SRR15826274,missing,,,USA,PNUSAE082772,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15742127,SRR12396708,missing,,,USA,PNUSAE057007,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21386740,SRR15843080,2021-08,2021-07-31,2021-08-31,United Kingdom: United Kingdom,1363110,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN15759722,SRR12412593,missing,,,USA,PNUSAE057069,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15437744,SRR12425839,2018-06,2018-05-31,2018-06-30,Malaysia,UKMCC_1015,missing,OXFORD_NANOPORE,MinION,WGS
SAMN21396875,SRR15858122,2021,2021-01-01,2021-12-31,missing,PNUSAE083010,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21396876,SRR15858124,2021,2021-01-01,2021-12-31,missing,PNUSAE083011,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15802381,SRR12436116,missing,,,USA,PNUSAE057610,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21412618,SRR15877295,missing,,,missing,PNUSAE083064,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15812680,SRR12447070,missing,,,USA,PNUSAE057625,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15823400,SRR12455169,missing,,,USA,PNUSAE057770,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21445679,SRR15909547,missing,,,USA,PNUSAE083396,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15832950,SRR12462987,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,974564,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN15848037,SRR12466533,missing,,,USA,PNUSAE057989,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21469416,SRR15929432,2021,2021-01-01,2021-12-31,USA,PNUSAE083424,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15851501,SRR12473114,missing,,,USA,PNUSAE058104,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21528617,SRR15988202,missing,,,USA,PNUSAE083854,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21528875,SRR15988287,2021,2021-01-01,2021-12-31,missing,PNUSAE083880,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21529181,SRR15988947,missing,,,USA,PNUSAE083906,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15894623,SRR12508150,missing,,,USA,PNUSAE058388,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15894977,SRR12508556,missing,,,USA,PNUSAE058416,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21857495,SRR16089657,missing,,,USA,PNUSAE084532,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21857529,SRR16089663,missing,,,USA,PNUSAE084527,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15901732,SRR12515122,missing,,,USA,PNUSAE058576,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15901947,SRR12515377,missing,,,USA,PNUSAE058666,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15901946,SRR12515385,missing,,,USA,PNUSAE058665,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21885045,SRR16101199,missing,,,USA,PNUSAE084688,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN21885043,SRR16101228,missing,,,USA,PNUSAE084687,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15932720,SRR12540392,missing,,,USA,PNUSAE058811,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15949819,SRR12554977,missing,,,USA,PNUSAE059029,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15950778,SRR12558892,missing,,,USA,PNUSAE059037,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15967439,SRR12571020,missing,,,USA,PNUSAE059085,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN15967440,SRR12571021,missing,,,USA,PNUSAE059095,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16053370,SRR12582192,missing,,,USA,PNUSAE059259,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22020332,SRR16173106,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1486336,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA12121313,ERR7916770,2021,2021-01-01,2021-12-31,Denmark,,,ILLUMINA,NextSeq 500,WGS
SAMN22044340,SRR16194391,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1480897,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22067375,SRR16212069,missing,,,USA,PNUSAE085491,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16088758,SRR12616866,missing,,,USA,PNUSAE059561,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16100316,SRR12623539,missing,,,USA,PNUSAE059698,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16100325,SRR12623618,missing,,,USA,PNUSAE059694,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16100318,SRR12623832,missing,,,USA,PNUSAE059693,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22184132,SRR16278187,2021,2021-01-01,2021-12-31,missing,PNUSAE085878,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16122024,SRR12630737,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,985930,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN16124952,SRR12633886,missing,,,USA,PNUSAE059822,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22214555,SRR16291011,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1489878,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22214558,SRR16291012,2021-09,2021-08-31,2021-09-30,United Kingdom: United Kingdom,1497163,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN16127816,SRR12634814,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,986952,human,ILLUMINA,Illumina HiSeq 2500,WGS
SAMN22328366,SRR16355537,2021,2021-01-01,2021-12-31,USA,PNUSAE086278,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22328883,SRR16355815,2021,2021-01-01,2021-12-31,missing,PNUSAE086325,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22328884,SRR16355817,2021,2021-01-01,2021-12-31,missing,PNUSAE086324,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN22328893,SRR16355820,2021,2021-01-01,2021-12-31,missing,PNUSAE086321,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16212788,SRR12672033,missing,,,USA,PNUSAE060334,missing,ILLUMINA,Illumina MiSeq,WGS
SAMN16213375,SRR12672530,missing,,,USA,PNUSAE060378,missing,ILLUMINA,Illumina MiSeq,WGS
SAMEA3345014,ERR861594,2014-01-30,2014-01-30,2014-01-30,United Kingdom,15001ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345016,ERR861596,2014-03-11,2014-03-11,2014-03-11,United Kingdom,24701ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345017,ERR861597,2014-03-11,2014-03-11,2014-03-11,United Kingdom,24801ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345021,ERR861601,2014-03-18,2014-03-18,2014-03-18,United Kingdom,25601ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345106,ERR861603,2014-01-29,2014-01-29,2014-01-29,United Kingdom,26101A_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345023,ERR861605,2014-03-09,2014-03-09,2014-03-09,United Kingdom,26501ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345026,ERR861608,2014-02-14,2014-02-14,2014-02-14,United Kingdom,31401ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345033,ERR861615,2014-03-12,2014-03-12,2014-03-12,United Kingdom,35901ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345035,ERR861617,2014-03-06,2014-03-06,2014-03-06,United Kingdom,36101ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345036,ERR861618,2014-03-06,2014-03-06,2014-03-06,United Kingdom,36201ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345039,ERR861623,2014-02-13,2014-02-13,2014-02-13,United Kingdom,38001ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345041,ERR861625,2014-03-17,2014-03-17,2014-03-17,United Kingdom,42501ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345048,ERR861632,2014-03-14,2014-03-14,2014-03-14,United Kingdom,51401ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345050,ERR861634,2014-03-08,2014-03-08,2014-03-08,United Kingdom,53701ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345057,ERR861641,2014-03-15,2014-03-15,2014-03-15,United Kingdom,70601ss_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345065,ERR861649,2013-12-21,2013-12-21,2013-12-21,France,201312542_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345066,ERR861650,2013-12-20,2013-12-20,2013-12-20,France,201312549_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345068,ERR861652,2013-12-28,2013-12-28,2013-12-28,France,201400029_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345069,ERR861653,2013-12-26,2013-12-26,2013-12-26,France,201400046_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345071,ERR861655,2013-12-21,2013-12-21,2013-12-21,France,201400063_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345072,ERR861656,2014-01-16,2014-01-16,2014-01-16,France,201400526_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345075,ERR861659,2014-01-23,2014-01-23,2014-01-23,France,201400752_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345077,ERR861661,2014-02-04,2014-02-04,2014-02-04,France,201400893_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345080,ERR861664,2014-02-10,2014-02-10,2014-02-10,France,201401124_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
SAMEA3345083,ERR861667,2014-01-29,2014-01-29,2014-01-29,France,201401463_1,Faeces,ILLUMINA,Illumina HiSeq 2500,WGS
