sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN09268773,SRR7223056,2017-02,2017-02-01,2017-02-28,United Kingdom: United Kingdom,341248,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,02,,,,False
SAMN09268789,SRR7223063,2016-06,2016-05-31,2016-06-30,United Kingdom: United Kingdom,266951,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,06,,,,False
SAMN09268831,SRR7223099,2016-09,2016-08-31,2016-09-30,United Kingdom: United Kingdom,304585,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,,,,False
SAMN09268832,SRR7223105,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,388808,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,07,,,,False
SAMN09395175,SRR7290922,2018-04,2018-03-31,2018-04-30,United Kingdom: United Kingdom,531212,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,04,,,,False
SAMN09395165,SRR7290926,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,435496,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,10,,,,False
SAMN09395168,SRR7290928,2014-11,2014-11-01,2014-11-30,United Kingdom: United Kingdom,315285,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,11,,,,False
SAMN09395184,SRR7290969,2018-04,2018-03-31,2018-04-30,United Kingdom: United Kingdom,526808,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,04,,,,False
SAMN09395208,SRR7290982,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550803,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09395209,SRR7290984,2016-07,2016-06-30,2016-07-31,United Kingdom: United Kingdom,279358,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,07,,,,False
SAMN09395211,SRR7290985,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550754,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09395281,SRR7290992,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,399994,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,07,,,,False
SAMN09395305,SRR7291017,2016-11,2016-11-01,2016-11-30,United Kingdom: United Kingdom,321001,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,11,,,,False
SAMN09395441,SRR7291549,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,453202,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09395519,SRR7291578,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,427604,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09395520,SRR7291579,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,418875,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09395532,SRR7291587,2014-12,2014-12-01,2014-12-31,United Kingdom: United Kingdom,328711,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,12,,,,False
SAMN09395561,SRR7291614,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,509945,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,03,,,,False
SAMN09395883,SRR7291643,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,549090,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09396471,SRR7291839,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,511658,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,03,,,,False
SAMN09276303,SRR7230294,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,542164,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09283102,SRR7235201,2013-07-08,2013-07-07,2013-07-08,"Canada: Lethbridge, Alberta",,Cattle faeces,ILLUMINA,Illumina MiSeq,WGS,2013,07,08,,,False
SAMN09710665,SRR7588581,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,573637,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710667,SRR7588683,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,572150,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710704,SRR7588684,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,573158,animal,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710740,SRR7588704,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,573162,animal,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710715,SRR7588713,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,572168,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710749,SRR7588720,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,574303,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09710699,SRR7588725,2018-07,2018-06-30,2018-07-31,United Kingdom: United Kingdom,572494,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,07,,,,False
SAMN09284873,SRR7236632,2015-09,2015-08-31,2015-09-30,United Kingdom: United Kingdom,161926,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN09284880,SRR7236637,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,418198,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09715183,SRR7592218,2016-07,2016-06-30,2016-07-31,New Zealand: Manawatu,AGR2954,bovine faeces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,07,,,,False
SAMN09715181,SRR7592220,2016-07,2016-06-30,2016-07-31,New Zealand: Manawatu,AGR2942,bovine faeces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,07,,,,False
SAMN09715189,SRR7592222,2016-07,2016-06-30,2016-07-31,New Zealand: Manawatu,AGR3124,bovine faeces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,07,,,,False
SAMN09290369,SRR7244288,2017-08,2017-07-31,2017-08-31,United Kingdom: United Kingdom,408516,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,08,,,,False
SAMN08797243,SRR7612242,2013-02-16,2013-02-16,2013-02-16,"Canada: British Columbia,Surrey",FWSEC0371,irrigation ditch water,ILLUMINA,Illumina MiSeq,WGS,2013,02,16,,,False
SAMN09294947,SRR7249500,2018-04,2018-03-31,2018-04-30,United Kingdom: United Kingdom,524811,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,04,,,,False
SAMN09295018,SRR7249711,2016-10,2016-09-30,2016-10-31,United Kingdom: United Kingdom,307190,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,10,,,,False
SAMN09295104,SRR7249774,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,421709,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09298276,SRR7250951,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,447612,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09298288,SRR7250961,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,390053,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,07,,,,False
SAMN09302385,SRR7251412,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,448157,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09302393,SRR7251416,2018-01,2018-01-01,2018-01-31,United Kingdom: United Kingdom,478517,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,01,,,,False
SAMN09302425,SRR7251452,2017-08,2017-07-31,2017-08-31,United Kingdom: United Kingdom,408531,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,08,,,,False
SAMN09302434,SRR7251454,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,423925,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09344876,SRR7256970,2014-10,2014-09-30,2014-10-31,United Kingdom: United Kingdom,315249,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,,,,False
SAMN09215339,SRR7261975,2007-01,2007-01-01,2007-01-31,USA:CA,CDPHFDLB-F07M00052-4,soil,ILLUMINA,Illumina MiSeq,WGS,2007,01,,CA,9.0,False
SAMN09216563,SRR7262142,2006-12,2006-12-01,2006-12-31,USA:CA,CDPHFDLB-F06M01252-3,water,ILLUMINA,Illumina MiSeq,WGS,2006,12,,CA,9.0,False
SAMN09464505,SRR7262824,2007-01,2007-01-01,2007-01-31,USA:CA,CDPHFDLB-F07M00020-4,environmental swab,ILLUMINA,Illumina MiSeq,WGS,2007,01,,CA,9.0,False
SAMN09668394,SRR7629285,2012-09-02,2012-09-01,2012-09-02,Canada,CAL-FD-2012-MI-0489-0001,beef,ILLUMINA,Illumina MiSeq,WGS,2012,09,02,,,False
SAMN09668421,SRR7629296,2013-03-03,2013-03-03,2013-03-03,Canada,DAR-FD-2012-MI-01405-5,beef,ILLUMINA,Illumina MiSeq,WGS,2013,03,03,,,False
SAMN09668381,SRR7629297,2012-02-17,2012-02-17,2012-02-17,Canada,CAL-FD-2011-MI-1357-2,beef,ILLUMINA,Illumina MiSeq,WGS,2012,02,17,,,False
SAMN09668407,SRR7629306,2012-12-16,2012-12-16,2012-12-16,Canada,CAL-FD-2012-MI-1230-2,beef,ILLUMINA,Illumina MiSeq,WGS,2012,12,16,,,False
SAMN09668391,SRR7629307,2012-03-13,2012-03-13,2012-03-13,Canada,GTA-FD-2011-MI-01673-#2MHC2,beef,ILLUMINA,Illumina MiSeq,WGS,2012,03,13,,,False
SAMN09668397,SRR7629310,2012-10-15,2012-10-14,2012-10-15,Canada,GTA-FD-2012-MI-01234,beef,ILLUMINA,Illumina MiSeq,WGS,2012,10,15,,,False
SAMN09668386,SRR7629311,2012-02-25,2012-02-25,2012-02-25,Canada,CAL-FD-2011-MI-1396-6,beef,ILLUMINA,Illumina MiSeq,WGS,2012,02,25,,,False
SAMN09668409,SRR7629314,2012-12-14,2012-12-14,2012-12-14,Canada,GTA-FD-2012-MI-01620-2,beef,ILLUMINA,Illumina MiSeq,WGS,2012,12,14,,,False
SAMN09668408,SRR7629318,2012-12-16,2012-12-16,2012-12-16,Canada,GTA-FD-2012-MI-01620-1,beef,ILLUMINA,Illumina MiSeq,WGS,2012,12,16,,,False
SAMN09668406,SRR7629319,2012-12-16,2012-12-16,2012-12-16,Canada,CAL-FD-2012-MI-1223-1,beef,ILLUMINA,Illumina MiSeq,WGS,2012,12,16,,,False
SAMN09668415,SRR7629327,2013-02-19,2013-02-19,2013-02-19,Canada,CAL-FD-2012-MI-1554-1,beef,ILLUMINA,Illumina MiSeq,WGS,2013,02,19,,,False
SAMN09668420,SRR7629330,2013-03-03,2013-03-03,2013-03-03,Canada,DAR-FD-2012-MI-01405-4,beef,ILLUMINA,Illumina MiSeq,WGS,2013,03,03,,,False
SAMN09668382,SRR7629331,2012-02-17,2012-02-17,2012-02-17,Canada,CAL-FD-2011-MI-1357-3,beef,ILLUMINA,Illumina MiSeq,WGS,2012,02,17,,,False
SAMN09371635,SRR7265736,2018-01,2018-01-01,2018-01-31,United Kingdom: United Kingdom,471594,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,01,,,,False
SAMN09371728,SRR7265839,2017-02,2017-02-01,2017-02-28,United Kingdom: United Kingdom,345728,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,02,,,,False
SAMN09371778,SRR7265860,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,389639,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,07,,,,False
SAMN09371762,SRR7265866,2017-09,2017-08-31,2017-09-30,United Kingdom: United Kingdom,421203,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,09,,,,False
SAMN09372334,SRR7265979,2017-06,2017-05-31,2017-06-30,United Kingdom: United Kingdom,385898,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,06,,,,False
SAMN09372332,SRR7266382,2014-10,2014-09-30,2014-10-31,United Kingdom: United Kingdom,315264,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,,,,False
SAMN09372474,SRR7266812,2015-03,2015-03-01,2015-03-31,United Kingdom: United Kingdom,328742,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,03,,,,False
SAMN09375832,SRR7274800,2015-02,2015-02-01,2015-02-28,United Kingdom: United Kingdom,328753,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,02,,,,False
SAMN09376655,SRR7274821,2014-09,2014-08-31,2014-09-30,United Kingdom: United Kingdom,315162,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,09,,,,False
SAMN09380287,SRR7276910,2014-10,2014-09-30,2014-10-31,United Kingdom: United Kingdom,315270,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,,,,False
SAMN09380302,SRR7276947,2014-10,2014-09-30,2014-10-31,United Kingdom: United Kingdom,315220,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,,,,False
SAMN09380323,SRR7277698,2017-03,2017-03-01,2017-03-31,United Kingdom: United Kingdom,352099,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,03,,,,False
SAMN09380374,SRR7277744,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,508387,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,03,,,,False
SAMN09380433,SRR7278083,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,543907,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09738497,SRR7640600,2011-11-07,2011-11-07,2011-11-07,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,11,07,,,False
SAMN09738469,SRR7640601,2011-03-08,2011-03-08,2011-03-08,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,03,08,,,False
SAMN09738512,SRR7640609,2012-02-08,2012-02-08,2012-02-08,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,02,08,,,False
SAMN09738467,SRR7640611,2011-02-18,2011-02-18,2011-02-18,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,02,18,,,False
SAMN09738482,SRR7640612,2011-05-17,2011-05-16,2011-05-17,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,05,17,,,False
SAMN09738476,SRR7640616,2011-03-28,2011-03-27,2011-03-28,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,03,28,,,False
SAMN09738473,SRR7640617,2011-03-03,2011-03-03,2011-03-03,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,03,03,,,False
SAMN09738492,SRR7640619,2011-09-14,2011-09-13,2011-09-14,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2011,09,14,,,False
SAMN09738498,SRR7640622,2011-11-08,2011-11-08,2011-11-08,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,11,08,,,False
SAMN09738486,SRR7640623,2011-08-18,2011-08-17,2011-08-18,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2011,08,18,,,False
SAMN09738491,SRR7640627,2011-07-17,2011-07-16,2011-07-17,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,07,17,,,False
SAMN09738485,SRR7640628,2011-08-05,2011-08-04,2011-08-05,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2011,08,05,,,False
SAMN09738501,SRR7640631,2011-12-01,2011-12-01,2011-12-01,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2011,12,01,,,False
SAMN09738464,SRR7640635,2011-02-08,2011-02-08,2011-02-08,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,02,08,,,False
SAMN09738510,SRR7640643,2012-01-15,2012-01-15,2012-01-15,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,01,15,,,False
SAMN09738466,SRR7640649,2011-02-09,2011-02-09,2011-02-09,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2011,02,09,,,False
SAMN09443949,SRR7358002,2018-01,2018-01-01,2018-01-31,United Kingdom: United Kingdom,471574,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,01,,,,False
SAMN09444022,SRR7358043,2018-04,2018-03-31,2018-04-30,United Kingdom: United Kingdom,529829,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,04,,,,False
SAMN09444185,SRR7358266,2018-01,2018-01-01,2018-01-31,United Kingdom: United Kingdom,480688,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,01,,,,False
SAMN09444047,SRR7358278,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,541393,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09444207,SRR7358287,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550117,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09385682,SRR7282650,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,509958,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,03,,,,False
SAMN09384678,SRR7282651,2017-01,2017-01-01,2017-01-31,United Kingdom: United Kingdom,336995,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,01,,,,False
SAMN09385690,SRR7282657,2016-12,2016-12-01,2016-12-31,United Kingdom: United Kingdom,325690,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,12,,,,False
SAMN09385683,SRR7282660,2018-01,2018-01-01,2018-01-31,United Kingdom: United Kingdom,476599,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,01,,,,False
SAMN09385701,SRR7283675,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,444074,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09385742,SRR7283721,2018-03,2018-03-01,2018-03-31,United Kingdom: United Kingdom,509947,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,03,,,,False
SAMN09385836,SRR7283722,2015-02,2015-02-01,2015-02-28,United Kingdom: United Kingdom,328755,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,02,,,,False
SAMN09385840,SRR7283749,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,436032,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,10,,,,False
SAMN09385873,SRR7283800,2014-11,2014-11-01,2014-11-30,United Kingdom: United Kingdom,315287,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,11,,,,False
SAMN09457227,SRR7367218,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,549087,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09457674,SRR7367385,2017-04,2017-03-31,2017-04-30,United Kingdom: United Kingdom,366335,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,04,,,,False
SAMN09457916,SRR7367528,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,433605,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,10,,,,False
SAMN09462758,SRR7401610,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,476476,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09462847,SRR7401635,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,539916,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09462862,SRR7401651,2017-04,2017-03-31,2017-04-30,United Kingdom: United Kingdom,365315,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,04,,,,False
SAMN09462863,SRR7401653,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550806,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09387368,SRR7285406,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550807,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09387370,SRR7285409,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,550824,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,06,,,,False
SAMN09387393,SRR7285437,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,448201,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09387400,SRR7285439,2017-02,2017-02-01,2017-02-28,United Kingdom: United Kingdom,340187,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,02,,,,False
SAMN09387418,SRR7285444,2017-01,2017-01-01,2017-01-31,United Kingdom: United Kingdom,338399,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,01,,,,False
SAMN09387417,SRR7285445,2016-08,2016-07-31,2016-08-31,United Kingdom: United Kingdom,285512,human,ILLUMINA,Illumina HiSeq 2500,WGS,2016,08,,,,False
SAMN09387409,SRR7285456,2014-10,2014-09-30,2014-10-31,United Kingdom: United Kingdom,315252,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,10,,,,False
SAMN09387433,SRR7285472,2017-04,2017-03-31,2017-04-30,United Kingdom: United Kingdom,366331,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,04,,,,False
SAMN09387438,SRR7285478,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,550682,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,06,,,,False
SAMN09387434,SRR7285482,2017-08,2017-07-31,2017-08-31,United Kingdom: United Kingdom,408534,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,08,,,,False
SAMN09387668,SRR7285508,2017-06,2017-05-31,2017-06-30,United Kingdom: United Kingdom,383846,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,06,,,,False
SAMN09387723,SRR7285571,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,431301,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,10,,,,False
SAMN09387877,SRR7285752,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,548844,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09388408,SRR7286255,2017-11,2017-11-01,2017-11-30,United Kingdom: United Kingdom,452002,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,11,,,,False
SAMN09388432,SRR7286385,2017-07,2017-06-30,2017-07-31,United Kingdom: United Kingdom,389703,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,07,,,,False
SAMN09388443,SRR7286397,2014-11,2014-11-01,2014-11-30,United Kingdom: United Kingdom,328774,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,11,,,,False
SAMN09466972,SRR7407915,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,555323,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,06,,,,False
SAMN09388563,SRR7286552,2015-05,2015-04-30,2015-05-31,United Kingdom: United Kingdom,328747,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,05,,,,False
SAMN09467004,SRR7407945,2017-10,2017-09-30,2017-10-31,United Kingdom: United Kingdom,434328,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,10,,,,False
SAMN09467022,SRR7407947,2015-09,2015-08-31,2015-09-30,United Kingdom: United Kingdom,155723,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,09,,,,False
SAMN09388584,SRR7286571,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,550800,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09388583,SRR7286575,2018-02,2018-02-01,2018-02-28,United Kingdom: United Kingdom,492570,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,02,,,,False
SAMN09467072,SRR7407982,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,554376,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,06,,,,False
SAMN09467073,SRR7407984,2018-05,2018-04-30,2018-05-31,United Kingdom: United Kingdom,539912,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,05,,,,False
SAMN09467032,SRR7407986,2018-06,2018-05-31,2018-06-30,United Kingdom: United Kingdom,555395,human,ILLUMINA,Illumina HiSeq 2500,WGS,2018,06,,,,False
SAMN09738527,SRR7658161,2012-05-04,2012-05-03,2012-05-04,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,04,,,False
SAMN09738534,SRR7658163,2012-04-29,2012-04-28,2012-04-29,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,04,29,,,False
SAMN09738520,SRR7658165,2012-05-03,2012-05-02,2012-05-03,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,03,,,False
SAMN09388631,SRR7286620,2015-08,2015-07-31,2015-08-31,United Kingdom: United Kingdom,155679,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,08,,,,False
SAMN09738514,SRR7658168,2012-03-15,2012-03-15,2012-03-15,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2012,03,15,,,False
SAMN09738555,SRR7658170,2012-09-22,2012-09-21,2012-09-22,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,09,22,,,False
SAMN09388636,SRR7286624,2014-11,2014-11-01,2014-11-30,United Kingdom: United Kingdom,328739,human,ILLUMINA,Illumina HiSeq 2500,WGS,2014,11,,,,False
SAMN09738530,SRR7658172,2012-04-28,2012-04-27,2012-04-28,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,04,28,,,False
SAMN09738540,SRR7658178,2012-07-04,2012-07-03,2012-07-04,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,07,04,,,False
SAMN09738522,SRR7658180,2012-04-30,2012-04-29,2012-04-30,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,04,30,,,False
SAMN09738551,SRR7658181,2012-09-26,2012-09-25,2012-09-26,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,09,26,,,False
SAMN09738515,SRR7658184,2012-04-25,2012-04-24,2012-04-25,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,04,25,,,False
SAMN09738450,SRR7658187,2012-09-19,2012-09-18,2012-09-19,Canada,,beef,ILLUMINA,Illumina MiSeq,WGS,2012,09,19,,,False
SAMN09738541,SRR7658191,2012-08-16,2012-08-15,2012-08-16,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,08,16,,,False
SAMN09388649,SRR7286639,2017-06,2017-05-31,2017-06-30,United Kingdom: United Kingdom,382657,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,06,,,,False
SAMN09738538,SRR7658192,2012-05-16,2012-05-15,2012-05-16,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,16,,,False
SAMN09738526,SRR7658193,2012-05-03,2012-05-02,2012-05-03,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,03,,,False
SAMN09738519,SRR7658194,2012-05-02,2012-05-01,2012-05-02,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,02,,,False
SAMN09738533,SRR7658201,2012-04-28,2012-04-27,2012-04-28,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,04,28,,,False
SAMN09388655,SRR7286646,2015-03,2015-03-01,2015-03-31,United Kingdom: United Kingdom,328704,human,ILLUMINA,Illumina HiSeq 2500,WGS,2015,03,,,,False
SAMN09738448,SRR7658204,2012-05-02,2012-05-01,2012-05-02,Canada,,Missing,ILLUMINA,Illumina MiSeq,WGS,2012,05,02,,,False
SAMN09738525,SRR7658208,2012-05-03,2012-05-02,2012-05-03,Canada,,stool,ILLUMINA,Illumina MiSeq,WGS,2012,05,03,,,False
