sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN20550422,SRR15338128,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1181259,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20551396,SRR15338135,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1030467,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN20550709,SRR15338163,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1175462,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20551002,SRR15338172,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112456,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,02,,,,False
SAMN20550476,SRR15338176,2021-03,2021-03-01,2021-03-31,United Kingdom: United Kingdom,1128342,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,03,,,,False
SAMN20550721,SRR15338188,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1112454,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,02,,,,False
SAMN20550724,SRR15338192,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176627,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20550576,SRR15338218,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1175506,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20555489,SRR15338594,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1176715,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20555818,SRR15339678,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1180097,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20603209,SRR15361632,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,848993,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN20603060,SRR15361763,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,882786,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN20603215,SRR15361809,2019-11,2019-11-01,2019-11-30,United Kingdom: United Kingdom,882757,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN20606630,SRR15365952,2019-01,2019-01-01,2019-01-31,United Kingdom: United Kingdom,681373,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,01,,,,False
SAMN20606682,SRR15366056,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1293992,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,07,,,,False
SAMN20606693,SRR15366064,2021-07,2021-06-30,2021-07-31,United Kingdom: United Kingdom,1294006,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,07,,,,False
SAMN20550402,SRR15366934,2021-05,2021-04-30,2021-05-31,United Kingdom: United Kingdom,1184627,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,05,,,,False
SAMN20550156,SRR15366936,2021-04,2021-03-31,2021-04-30,United Kingdom: United Kingdom,1164833,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,04,,,,False
SAMN20550142,SRR15367465,2021-02,2021-02-01,2021-02-28,United Kingdom: United Kingdom,1104758,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,02,,,,False
SAMN20748624,SRR15429014,2017-06,2017-05-31,2017-06-30,United Kingdom: United Kingdom,379420,human,ILLUMINA,Illumina HiSeq 2500,WGS,2017,06,,,,False
SAMN22605382,SRR16598662,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512066,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22605046,SRR16598666,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512065,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22605383,SRR16598668,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1512062,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22605039,SRR16598670,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1507414,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN22657140,SRR16612620,2021-10,2021-09-30,2021-10-31,United Kingdom: United Kingdom,1502236,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,10,,,,False
SAMN23706775,SRR17144125,2021-11,2021-11-01,2021-11-30,United Kingdom: United Kingdom,1540496,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,11,,,,False
SAMN24118990,SRR17248078,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1545946,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24337839,SRR17313954,2020-09-14,2020-09-13,2020-09-14,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,09,14,WA,10.0,False
SAMN24337787,SRR17313962,2019-02-22,2019-02-22,2019-02-22,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,02,22,WA,10.0,False
SAMN24337831,SRR17313963,2020-12-02,2020-12-02,2020-12-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,12,02,WA,10.0,False
SAMN24337823,SRR17313971,2021-07-13,2021-07-12,2021-07-13,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,07,13,WA,10.0,False
SAMN24337822,SRR17313972,2021-05-07,2021-05-06,2021-05-07,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,05,07,WA,10.0,False
SAMN24337815,SRR17313980,2021-01-19,2021-01-19,2021-01-19,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,01,19,WA,10.0,False
SAMN24337813,SRR17313982,2021-02-26,2021-02-26,2021-02-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,02,26,WA,10.0,False
SAMN24337812,SRR17313983,2018-03-02,2018-03-02,2018-03-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2018,03,02,WA,10.0,False
SAMN24337791,SRR17314000,2020-12-18,2020-12-18,2020-12-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,12,18,WA,10.0,False
SAMN24337863,SRR17314009,2020-12-18,2020-12-18,2020-12-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,12,18,WA,10.0,False
SAMN24337861,SRR17314012,2020-12-20,2020-12-20,2020-12-20,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,12,20,WA,10.0,False
SAMN24337857,SRR17314016,2021-01-18,2021-01-18,2021-01-18,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,01,18,WA,10.0,False
SAMN24337789,SRR17314022,2020-07-10,2020-07-09,2020-07-10,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,07,10,WA,10.0,False
SAMN24337851,SRR17314023,2019-11-05,2019-11-05,2019-11-05,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,11,05,WA,10.0,False
SAMN24337847,SRR17314027,2021-07-13,2021-07-12,2021-07-13,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,07,13,WA,10.0,False
SAMN24337842,SRR17314032,2020-02-10,2020-02-10,2020-02-10,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2020,02,10,WA,10.0,False
SAMN24337840,SRR17314035,2021-02-23,2021-02-23,2021-02-23,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,02,23,WA,10.0,False
SAMN24337796,SRR17314047,2017-05-26,2017-05-25,2017-05-26,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2017,05,26,WA,10.0,False
SAMN24337903,SRR17314049,2021-04-11,2021-04-10,2021-04-11,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,04,11,WA,10.0,False
SAMN24337897,SRR17314056,2019-10-08,2019-10-07,2019-10-08,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2019,10,08,WA,10.0,False
SAMN24337793,SRR17314062,2021-01-02,2021-01-02,2021-01-02,USA: Seattle,,stool,ILLUMINA,NextSeq 500,WGS,2021,01,02,WA,10.0,False
SAMN24369411,SRR17322488,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1551486,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24386976,SRR17327783,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552517,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24386975,SRR17327786,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1552556,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24424375,SRR17332618,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1553649,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN24424381,SRR17332626,2021-12,2021-12-01,2021-12-31,United Kingdom: United Kingdom,1553645,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,12,,,,False
SAMN25045942,SRR17646506,2022-01,2022-01-01,2022-01-31,United Kingdom: United Kingdom,1561239,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,01,,,,False
SAMN25941505,SRR18017698,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576279,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN25941584,SRR18017704,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576326,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN25941576,SRR18017819,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1576304,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26137392,SRR18089759,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1581628,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26234303,SRR18131581,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583386,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26234491,SRR18131628,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583346,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26234301,SRR18131890,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583385,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26263347,SRR18143655,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583163,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26263373,SRR18143713,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583110,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26263371,SRR18143715,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1583103,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26366888,SRR18207351,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587067,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26420004,SRR18214920,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1588386,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26420005,SRR18214924,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1588369,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26440662,SRR18230015,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1587826,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26508560,SRR18259061,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1590312,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False
SAMN26508752,SRR18259084,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1591292,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679723,SRR18333587,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594610,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679923,SRR18333709,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1595768,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26679917,SRR18333984,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1595769,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26798186,SRR18351046,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1597391,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26855372,SRR18401501,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1600143,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26855463,SRR18401510,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1599363,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26855449,SRR18402548,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1598286,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26855438,SRR18402581,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1599358,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26977442,SRR18487736,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602603,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26977469,SRR18487741,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602554,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27023981,SRR18506912,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1604733,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27024007,SRR18506939,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1603929,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27182112,SRR18568423,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1607257,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27182111,SRR18568454,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1606966,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27255970,SRR18583944,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1607784,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27278852,SRR18589146,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1609547,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27488922,SRR18693844,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1610373,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27488928,SRR18693847,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1610375,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27488931,SRR18693851,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1610413,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27589144,SRR18758933,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1612143,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642623,SRR18820666,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1614992,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642631,SRR18820669,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1615086,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642639,SRR18820671,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1614972,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642634,SRR18820673,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1615023,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642695,SRR18820686,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1614953,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27642636,SRR18820699,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1615012,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27740092,SRR18893214,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1616354,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27959623,SRR18964870,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1617988,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27959629,SRR18964944,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1618011,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN27992936,SRR19010564,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1619753,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28014568,SRR19019315,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1619873,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28014557,SRR19019346,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1619815,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28017504,SRR19023133,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1621249,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28017549,SRR19023173,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1621229,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28017546,SRR19023384,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1621275,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28093661,SRR19086858,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1623455,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28156133,SRR19139211,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1625366,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28156147,SRR19139255,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1625329,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28156114,SRR19139259,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1624530,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28156122,SRR19139395,2022-04,2022-03-31,2022-04-30,United Kingdom: United Kingdom,1624498,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,04,,,,False
SAMN28194748,SRR19171310,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1626484,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28194745,SRR19171663,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1626443,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28553423,SRR19324846,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1628366,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28565442,SRR19333075,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1632459,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28577698,SRR19347559,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1632828,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28606428,SRR19363226,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1634513,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28662141,SRR19403684,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1635724,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28662178,SRR19405227,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1635720,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28662196,SRR19405238,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1635721,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28815163,SRR19509756,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1638572,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28843304,SRR19534951,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1639498,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28861562,SRR19540046,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1641016,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN28885507,SRR19551956,2018-05-30,2018-05-29,2018-05-30,Belgium,,,ILLUMINA,Illumina MiSeq,WGS,2018,05,30,,,False
SAMN28885445,SRR19552045,2015-03-28,2015-03-28,2015-03-28,Belgium,S14BD05406,,OXFORD_NANOPORE,MinION,WGS,2015,03,28,,,True
SAMN28968095,SRR19621261,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1643317,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29012297,SRR19638813,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1644808,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29012394,SRR19638815,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1644747,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29096718,SRR19664357,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646922,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29096723,SRR19664360,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1646957,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29151368,SRR19691555,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1647574,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29151346,SRR19691581,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1647599,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29151338,SRR19691582,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1647583,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29358475,SRR19854695,2022-05,2022-04-30,2022-05-31,United Kingdom: United Kingdom,1651200,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,05,,,,False
SAMN29378504,SRR19868402,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1652454,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29420796,SRR19902684,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1654049,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29542787,SRR20002753,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1656595,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29542819,SRR20002761,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1656532,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29542838,SRR20002769,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1656558,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29603382,SRR20052722,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1657502,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29603722,SRR20053046,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1658390,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29603716,SRR20053058,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1658409,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29603742,SRR20053061,2022-06,2022-05-31,2022-06-30,United Kingdom: United Kingdom,1658439,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,06,,,,False
SAMN29661930,SRR20106667,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1659089,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
SAMN29756192,SRR20210208,2022-07,2022-06-30,2022-07-31,United Kingdom: United Kingdom,1662444,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,07,,,,False
