sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMEA8900393,ERR6004785,2008-06-10,2008-06-09,2008-06-10,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,06,10,,,False
SAMEA8900401,ERR6004786,2008-06-14,2008-06-13,2008-06-14,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,06,14,,,False
SAMEA8900402,ERR6004788,2008-06-15,2008-06-14,2008-06-15,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,06,15,,,False
SAMEA8900385,ERR6004789,2008-05-31,2008-05-30,2008-05-31,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,05,31,,,False
SAMEA8900387,ERR6004793,2008-06-02,2008-06-01,2008-06-02,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,06,02,,,False
SAMEA8900431,ERR6004813,2008-07-08,2008-07-07,2008-07-08,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,07,08,,,False
SAMEA8900447,ERR6004820,2008-08-19,2008-08-18,2008-08-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,08,19,,,False
SAMEA8900455,ERR6004824,2008-09-16,2008-09-15,2008-09-16,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,09,16,,,False
SAMEA8900460,ERR6004828,2008-10-02,2008-10-01,2008-10-02,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,10,02,,,False
SAMEA8900474,ERR6004840,2008-11-05,2008-11-05,2008-11-05,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,11,05,,,False
SAMEA8900493,ERR6004855,2008-12-16,2008-12-16,2008-12-16,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,12,16,,,False
SAMEA8900502,ERR6004862,2009-01-10,2009-01-10,2009-01-10,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,01,10,,,False
SAMEA8900504,ERR6004864,2009-01-13,2009-01-13,2009-01-13,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,01,13,,,False
SAMEA8900174,ERR6004893,2009-02-08,2009-02-08,2009-02-08,India,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,02,08,,,False
SAMEA8900926,ERR6004902,2009-02-04,2009-02-04,2009-02-04,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,02,04,,,False
SAMEA8900033,ERR6004915,2008-10-21,2008-10-20,2008-10-21,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,10,21,,,False
SAMEA8900037,ERR6004918,2008-11-21,2008-11-21,2008-11-21,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,11,21,,,False
SAMEA8900010,ERR6004919,2009-02-03,2009-02-03,2009-02-03,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,02,03,,,False
SAMEA8900538,ERR6004949,2009-03-22,2009-03-22,2009-03-22,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,03,22,,,False
SAMEA8900582,ERR6004981,2009-05-05,2009-05-04,2009-05-05,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,05,05,,,False
SAMEA8900592,ERR6004993,2009-05-19,2009-05-18,2009-05-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,05,19,,,False
SAMEA8900617,ERR6005004,2009-06-25,2009-06-24,2009-06-25,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,06,25,,,False
SAMEA8900637,ERR6005021,2009-08-20,2009-08-19,2009-08-20,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,08,20,,,False
SAMEA8900640,ERR6005024,2009-08-24,2009-08-23,2009-08-24,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,08,24,,,False
SAMEA8900663,ERR6005031,2009-09-26,2009-09-25,2009-09-26,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,09,26,,,False
SAMEA8900658,ERR6005034,2009-09-16,2009-09-15,2009-09-16,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,09,16,,,False
SAMEA8900661,ERR6005037,2009-09-22,2009-09-21,2009-09-22,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,09,22,,,False
SAMEA8900691,ERR6005051,2009-11-18,2009-11-18,2009-11-18,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,11,18,,,False
SAMEA8899831,ERR6005094,2009-07-07,2009-07-06,2009-07-07,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,07,07,,,False
SAMEA8899846,ERR6005098,2009-10-07,2009-10-06,2009-10-07,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,10,07,,,False
SAMEA8899850,ERR6005102,2009-10-20,2009-10-19,2009-10-20,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,10,20,,,False
SAMEA8899852,ERR6005104,2009-11-17,2009-11-17,2009-11-17,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,11,17,,,False
SAMEA8900087,ERR6005132,2010-02-10,2010-02-10,2010-02-10,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,02,10,,,False
SAMEA8900947,ERR6005145,2009-10-09,2009-10-08,2009-10-09,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,10,09,,,False
SAMEA8900956,ERR6005150,2009-11-21,2009-11-21,2009-11-21,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,11,21,,,False
SAMEA8900971,ERR6005161,2010-03-02,2010-03-02,2010-03-02,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,03,02,,,False
SAMEA8901078,ERR6005190,2010-04-18,2010-04-17,2010-04-18,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,04,18,,,False
SAMEA8900740,ERR6005196,2010-04-19,2010-04-18,2010-04-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,04,19,,,False
SAMEA8900743,ERR6005199,2010-04-20,2010-04-19,2010-04-20,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,04,20,,,False
SAMEA8900772,ERR6005214,2010-05-19,2010-05-18,2010-05-19,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,05,19,,,False
SAMEA8900791,ERR6005226,2010-06-11,2010-06-10,2010-06-11,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,06,11,,,False
SAMEA8899919,ERR6005248,2009-02-20,2009-02-20,2009-02-20,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2009,02,20,,,False
SAMEA8900036,ERR6005271,2008-11-19,2008-11-19,2008-11-19,Kenya,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2008,11,19,,,False
SAMEA8899888,ERR6005280,2010-08-11,2010-08-10,2010-08-11,Gambia,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,08,11,,,False
SAMEA8900820,ERR6005325,2010-07-14,2010-07-13,2010-07-14,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,07,14,,,False
SAMEA8900848,ERR6005336,2010-09-27,2010-09-26,2010-09-27,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,09,27,,,False
SAMEA8901016,ERR6005367,2010-10-14,2010-10-13,2010-10-14,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,10,14,,,False
SAMEA8901018,ERR6005369,2010-10-26,2010-10-25,2010-10-26,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,10,26,,,False
SAMEA8901008,ERR6005371,2010-10-29,2010-10-28,2010-10-29,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,10,29,,,False
SAMEA8901020,ERR6005373,2010-11-05,2010-11-05,2010-11-05,Pakistan,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,11,05,,,False
SAMEA8900720,ERR6005388,2010-03-16,2010-03-16,2010-03-16,Bangladesh,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,03,16,,,False
SAMEA8899947,ERR6005407,2010-11-30,2010-11-30,2010-11-30,Mali,,Stool,ILLUMINA,Illumina HiSeq 4000,WGS,2010,11,30,,,False
SAMEA8903671,ERR6006200,2008-05-03,2008-05-02,2008-05-03,Mali,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS,2008,05,03,,,False
SAMEA8903686,ERR6006215,2009-10-26,2009-10-26,2009-10-26,Mozambique,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS,2009,10,26,,,False
SAMEA8903692,ERR6006221,2008-03-14,2008-03-14,2008-03-14,Kenya,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS,2008,03,14,,,False
SAMEA8903856,ERR6006385,2010-09-20,2010-09-19,2010-09-20,Pakistan,,Stool,ILLUMINA,Illumina NovaSeq 6000,WGS,2010,09,20,,,False
SAMN12717779,SRR10088455,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,800731,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12909623,SRR10228122,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808887,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909638,SRR10228132,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808075,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909647,SRR10228155,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808880,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN13637765,SRR10741827,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,856335,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13637078,SRR10741918,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,856388,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13658861,SRR10748680,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,857209,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13658931,SRR10748692,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,857171,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673612,SRR10760845,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,859996,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673608,SRR10760847,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,860073,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673618,SRR10760855,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,859993,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673624,SRR10760856,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,860072,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13673622,SRR10760861,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,860012,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN13696331,SRR10799750,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,862383,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN14064785,SRR11041452,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,882879,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN14230581,SRR11195320,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,892701,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14230658,SRR11195327,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,892705,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN14479752,SRR11442292,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,914483,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14544802,SRR11488047,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,913759,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14544803,SRR11488769,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,912590,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14544821,SRR11488772,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,918369,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14569631,SRR11514732,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,920096,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14771348,SRR11646427,2020-04,2020-03-31,2020-04-30,United Kingdom: United Kingdom,940264,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,04,,,,False
SAMN14783345,SRR11657089,2020-04,2020-03-31,2020-04-30,United Kingdom: United Kingdom,941474,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,04,,,,False
SAMN14857942,SRR11741246,2020-04,2020-03-31,2020-04-30,United Kingdom: United Kingdom,942789,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,04,,,,False
SAMN14857955,SRR11741248,2020-04,2020-03-31,2020-04-30,United Kingdom: United Kingdom,942782,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,04,,,,False
SAMN14891540,SRR11772691,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,913721,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14973516,SRR11812397,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,944720,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN14999149,SRR11832244,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,945062,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN15037312,SRR11856667,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,946587,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN15037313,SRR11856686,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,946653,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN15103397,SRR11927468,2020-05,2020-04-30,2020-05-31,United Kingdom: United Kingdom,950385,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,05,,,,False
SAMN15225424,SRR12005309,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,952267,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,06,,,,False
SAMN15233456,SRR12010343,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,953234,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,06,,,,False
SAMN15317117,SRR12046608,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,953797,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,06,,,,False
SAMN15337446,SRR12062819,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,954408,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,06,,,,False
SAMN15484361,SRR12175415,2020-06,2020-05-31,2020-06-30,United Kingdom: United Kingdom,959839,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,06,,,,False
SAMN15569418,SRR12251262,2020-07,2020-06-30,2020-07-31,United Kingdom: United Kingdom,962779,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,07,,,,False
SAMN15751005,SRR12403570,2020-07,2020-06-30,2020-07-31,United Kingdom: United Kingdom,969571,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,07,,,,False
SAMN15814257,SRR12450161,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,972340,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN15823588,SRR12455219,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,972937,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN15823594,SRR12455220,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,972957,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN15823599,SRR12455227,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,972968,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN15888962,SRR12503047,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,976231,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN15894976,SRR12508552,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,977137,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN16068138,SRR12598696,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,981787,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN16212990,SRR12672118,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,987725,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16233587,SRR12683895,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,989382,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16233566,SRR12683901,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,989401,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16233567,SRR12683907,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,988779,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN12610475,SRR10006310,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,790507,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16259258,SRR12707441,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,990330,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16259257,SRR12707451,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,990354,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16259274,SRR12707461,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,990314,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN12658582,SRR10036496,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,795130,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12658550,SRR10036504,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,795133,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16293279,SRR12743009,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,993074,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16293282,SRR12743036,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,993131,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN12637339,SRR10037532,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,795371,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16337356,SRR12762079,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,993653,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN12669466,SRR10053433,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,797727,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16363711,SRR12769687,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,989447,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16363743,SRR12769713,2020-08,2020-07-31,2020-08-31,United Kingdom: United Kingdom,973486,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,08,,,,False
SAMN16363744,SRR12769718,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,872153,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN16363967,SRR12769792,2020-04,2020-03-31,2020-04-30,United Kingdom: United Kingdom,924862,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,04,,,,False
SAMN16363975,SRR12769820,2020-01,2020-01-01,2020-01-31,United Kingdom: United Kingdom,872154,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,01,,,,False
SAMN16363988,SRR12769853,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,886651,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN12670441,SRR10054174,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,798448,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16408212,SRR12803179,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,998506,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16422601,SRR12813855,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,999712,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN12717897,SRR10088465,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,801174,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN12717900,SRR10088472,2019-08,2019-07-31,2019-08-31,United Kingdom: United Kingdom,801161,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,08,,,,False
SAMN16452410,SRR12826298,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1003395,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN16451143,SRR12827950,2020-09,2020-08-31,2020-09-30,United Kingdom: United Kingdom,1004070,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,09,,,,False
SAMN16476495,SRR12840963,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1005380,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN16476497,SRR12840971,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1005344,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN16476492,SRR12840978,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1005422,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN12751020,SRR10120193,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,802854,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12751027,SRR10120196,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,802858,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12775139,SRR10133042,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,804380,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN16621713,SRR12963005,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1014611,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN16621712,SRR12963020,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1014554,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN12868774,SRR10198861,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,806244,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12899543,SRR10219445,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808299,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909624,SRR10228114,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,806343,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN12909642,SRR10228143,2019-09,2019-08-31,2019-09-30,United Kingdom: United Kingdom,808883,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,09,,,,False
SAMN16710319,SRR13012054,2020-10,2020-09-30,2020-10-31,United Kingdom: United Kingdom,1021684,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,10,,,,False
SAMN16793779,SRR13057903,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1021197,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16848566,SRR13092448,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1029783,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16848642,SRR13092450,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1028486,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16865095,SRR13092455,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1029856,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN13021874,SRR10270582,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,818963,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN16885743,SRR13128420,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1030413,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16930255,SRR13153584,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1032322,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16930260,SRR13153587,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1032299,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16930272,SRR13153594,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1034858,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN13059420,SRR10312195,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,822587,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN16961267,SRR13168757,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1036616,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16961265,SRR13168759,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1037593,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN16961272,SRR13168778,2020-11,2020-11-01,2020-11-30,United Kingdom: United Kingdom,1037633,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,11,,,,False
SAMN13134326,SRR10352152,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,828219,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13134325,SRR10352155,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,828288,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13134327,SRR10352156,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,828289,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN13172481,SRR10380830,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,829011,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
