,sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read,clade
2313,SAMN13024597,SRR10272305,2014-02-05,2014-02-05,2014-02-05,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,02,05,,,False,Clade C1
2314,SAMN13024142,SRR10272326,2014-09-05,2014-09-04,2014-09-05,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,09,05,,,False,Clade C1
2315,SAMN13024522,SRR10272342,2014-01-12,2014-01-12,2014-01-12,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2014,01,12,,,False,Clade A
2316,SAMN13024530,SRR10272350,2015-06-24,2015-06-23,2015-06-24,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 2500,WGS,2015,06,24,,,False,Clade C1
2317,SAMN12731281,SRR10276306,2007-04-06,2007-04-05,2007-04-06,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2007,04,06,,,False,Clade C1
2318,SAMN12731312,SRR10279499,2007-11-07,2007-11-07,2007-11-07,Canada: British Columbia,,blood,ILLUMINA,Illumina MiSeq,WGS,2007,11,07,,,False,Clade C1
2319,SAMN25076688,SRR17657233,2021-08,2021-07-31,2021-08-31,USA:TX,21TX08GT03-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2021,08,,TX,6.0,False,Clade B
2320,SAMN25233001,SRR17729841,2020-12-22,2020-12-22,2020-12-22,USA: IA,,Not collected,ILLUMINA,Illumina MiSeq,WGS,2020,12,22,IA,7.0,False,Clade C1
2321,SAMN25289106,SRR17774243,2020-06-09,2020-06-08,2020-06-09,USA: TN,,Not collected,ILLUMINA,Illumina MiSeq,WGS,2020,06,09,TN,4.0,False,Clade B
2322,SAMN25289083,SRR17774269,2020-01-02,2020-01-02,2020-01-02,USA: MO,,Not collected,ILLUMINA,Illumina MiSeq,WGS,2020,01,02,MO,7.0,False,Clade C0
2323,SAMN25289136,SRR17774330,2020-06-17,2020-06-16,2020-06-17,USA: KY,,Not collected,ILLUMINA,Illumina MiSeq,WGS,2020,06,17,KY,4.0,False,Clade B
2324,SAMN13108288,SRR10340860,2019-07-18,2019-07-17,2019-07-18,USA:CO,19CO07GT11-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2019,07,18,CO,8.0,False,Clade B
2325,SAMN25413094,SRR17830822,2019-11-25,2019-11-25,2019-11-25,China:Suzhou,SZ_MD91,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2019,11,25,,,False,Clade A
2326,SAMN25413041,SRR17830848,2019-06-23,2019-06-22,2019-06-23,China:Suzhou,SZ_MD41,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2019,06,23,,,False,Clade A
2327,SAMN25413039,SRR17830850,2018-08-03,2018-08-02,2018-08-03,China:Suzhou,SZ_MD3,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2018,08,03,,,False,Clade A
2328,SAMN25413010,SRR17830863,2018-12-26,2018-12-26,2018-12-26,China:Suzhou,SZ_MD12,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2018,12,26,,,False,Clade A
2329,SAMN25413027,SRR17830864,2019-03-21,2019-03-21,2019-03-21,China:Suzhou,SZ_MD28,sputum,ILLUMINA,Illumina HiSeq 4000,WGS,2019,03,21,,,False,Clade C1
2330,SAMN25413079,SRR17830870,2019-09-04,2019-09-03,2019-09-04,China:Suzhou,SZ_MD78,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2019,09,04,,,False,Clade A
2331,SAMN25413077,SRR17830873,2019-08-16,2019-08-15,2019-08-16,China:Suzhou,SZ_MD76,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2019,08,16,,,False,Clade C1
2332,SAMN25413023,SRR17830900,2019-02-11,2019-02-11,2019-02-11,China:Suzhou,SZ_MD24,urine,ILLUMINA,Illumina HiSeq 4000,WGS,2019,02,11,,,False,Clade C1
2333,SAMN25351662,SRR17831388,2019-02-01,2019-02-01,2019-02-01,Japan,TC_INF9,wastewater,ILLUMINA,Illumina MiSeq,WGS,2019,02,01,,,False,Clade C1
2334,SAMN25353526,SRR17845112,2021-11-01,2021-11-01,2021-11-01,USA:KS,,Chicken Wings,ILLUMINA,Illumina MiSeq,WGS,2021,11,01,KS,7.0,False,Clade B
2335,SAMN25351565,SRR17854509,2019-02-01,2019-02-01,2019-02-01,Japan,AMP__EFF27,wastewater,ILLUMINA,Illumina MiSeq,WGS,2019,02,01,,,False,Clade A
2336,SAMN25351644,SRR17854592,2019-02-01,2019-02-01,2019-02-01,Japan,TC_EFF3,wastewater,ILLUMINA,Illumina MiSeq,WGS,2019,02,01,,,False,Clade A
2337,SAMN25649677,SRR17883846,2014-03-04/2016-03-31,2014-03-04,2016-03-31,Spain,PF_EC04,Gut,ILLUMINA,Illumina HiSeq 4000,WGS,2014,03,04/2016,,,False,Clade C1
2338,SAMN25649676,SRR17883857,2014-03-04/2016-03-31,2014-03-04,2016-03-31,Spain,PF_EC03,Gut,ILLUMINA,Illumina HiSeq 4000,WGS,2014,03,04/2016,,,False,Clade A
2339,SAMN25649693,SRR17883858,2014-03-04/2016-03-31,2014-03-04,2016-03-31,Spain,PF_EC20,Gut,ILLUMINA,Illumina HiSeq 4000,WGS,2014,03,04/2016,,,False,Clade C1
2340,SAMN13176243,SRR10383453,2017-09-03,2017-09-02,2017-09-03,USA:Cincinnati,unkown,urine,ILLUMINA,NextSeq 500,WGS,2017,09,03,OH,5.0,False,Clade A
2341,SAMN18321726,SRR14098005,2020-02,2020-02-01,2020-02-29,USA:PA,CVM N20EC1617,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2020,02,,PA,3.0,False,Clade B
2342,SAMN18634029,SRR14154150,2019-12,2019-12-01,2019-12-31,USA:WA,ECOL-19-VL-OH-WA-0043,BCB (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2019,12,,WA,10.0,False,Clade A
2343,SAMN12731370,SRR10420680,2009-01-09,2009-01-09,2009-01-09,Canada: Quebec,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2009,01,09,,,False,Clade C1
2344,SAMN12731419,SRR10425137,2010-01-19,2010-01-19,2010-01-19,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2010,01,19,,,False,Clade C1
2345,SAMN12731399,SRR10425143,2009-05-12,2009-05-11,2009-05-12,Canada: British Columbia,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2009,05,12,,,False,Clade A
2346,SAMN12731466,SRR10425175,2011-01-04,2011-01-04,2011-01-04,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2011,01,04,,,False,Clade C1
2347,SAMN12731463,SRR10425176,2011-01-04,2011-01-04,2011-01-04,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2011,01,04,,,False,Clade C1
2348,SAMN12731446,SRR10425177,2011-02-23,2011-02-23,2011-02-23,Canada: Quebec,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2011,02,23,,,False,Clade C1
2349,SAMN12731484,SRR10426961,2011-10-02,2011-10-01,2011-10-02,Canada: British Columbia,,blood,ILLUMINA,Illumina MiSeq,WGS,2011,10,02,,,False,Clade C1
2350,SAMN12731518,SRR10426962,2012-04-04,2012-04-03,2012-04-04,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2012,04,04,,,False,Clade C1
2351,SAMN12731476,SRR10426963,2011-06-11,2011-06-10,2011-06-11,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2011,06,11,,,False,Clade C1
2352,SAMN12731539,SRR10428141,2013-03-05,2013-03-05,2013-03-05,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2013,03,05,,,False,Clade A
2353,SAMN12731545,SRR10428143,2013-01-02,2013-01-02,2013-01-02,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2013,01,02,,,False,Clade C1
2354,SAMN12731524,SRR10428144,2012-08-01,2012-07-31,2012-08-01,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2012,08,01,,,False,Clade C1
2355,SAMN12731571,SRR10428503,2013-01-31,2013-01-31,2013-01-31,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2013,01,31,,,False,Clade C1
2356,SAMN12731613,SRR10430281,2014-03-20,2014-03-20,2014-03-20,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2014,03,20,,,False,Clade C1
2357,SAMN12731615,SRR10430283,2014-03-24,2014-03-24,2014-03-24,Canada: Ontario,,urine,ILLUMINA,Illumina MiSeq,WGS,2014,03,24,,,False,Clade C1
2358,SAMN12731619,SRR10430287,2014-01-14,2014-01-14,2014-01-14,Canada: Ontario,,respiratory,ILLUMINA,Illumina MiSeq,WGS,2014,01,14,,,False,Clade C1
2359,SAMN12731603,SRR10430288,2014-01-03,2014-01-03,2014-01-03,Canada: Alberta,,urine,ILLUMINA,Illumina MiSeq,WGS,2014,01,03,,,False,Clade C1
2360,SAMN12731642,SRR10432015,2014-02-01,2014-02-01,2014-02-01,Canada: Alberta,,blood,ILLUMINA,Illumina MiSeq,WGS,2014,02,01,,,False,Clade C1
2361,SAMN12731637,SRR10432016,2014-08-01,2014-07-31,2014-08-01,Canada: Ontario,,blood,ILLUMINA,Illumina MiSeq,WGS,2014,08,01,,,False,Clade C1
2362,SAMN18718210,SRR14219251,2019-01-01,2019-01-01,2019-01-01,USA:GA,19.0018,urine,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,GA,4.0,False,Clade C1
2363,SAMN13267967,SRR10438131,2010-02-08,2010-02-08,2010-02-08,Canada: Calgary,A111-E91,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2010,02,08,,,False,Clade C1
2364,SAMN13267965,SRR10438132,2009-06-08,2009-06-07,2009-06-08,Canada: Calgary,A111-E09,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2009,06,08,,,False,Clade C1
2365,SAMN13267992,SRR10438137,2012-12-19,2012-12-19,2012-12-19,Canada: Calgary,A308-E46,CF Sputum,ILLUMINA,Illumina HiSeq 2500,WGS,2012,12,19,,,False,Clade C1
2366,SAMN13267963,SRR10438143,2014-09-03,2014-09-02,2014-09-03,Canada: Calgary,A058-E98,CF Sputum,ILLUMINA,Illumina MiSeq,WGS,2014,09,03,,,False,Clade C1
2367,SAMN13267983,SRR10438147,2016-10-05,2016-10-04,2016-10-05,Canada: Calgary,A013-E114,CF Sputum,ILLUMINA,Illumina HiSeq 2500,WGS,2016,10,05,,,False,Clade C1
2368,SAMN18719823,SRR14229536,2009-08-03,2009-08-02,2009-08-03,Australia: Sydney,,catheter urine,ILLUMINA,Illumina HiSeq 2500,WGS,2009,08,03,,,False,Clade C1
2369,SAMN18719822,SRR14229537,2009-06-04,2009-06-03,2009-06-04,Australia: Sydney,,urine,ILLUMINA,Illumina HiSeq 2500,WGS,2009,06,04,,,False,Clade C1
2370,SAMN13327278,SRR10490537,2019-02,2019-02-01,2019-02-28,USA: Boston,,,ILLUMINA,Illumina iSeq 100,WGS,2019,02,,MA,1.0,False,Clade C1
2371,SAMN13327277,SRR10490538,2019-02,2019-02-01,2019-02-28,USA: Boston,,,ILLUMINA,Illumina iSeq 100,WGS,2019,02,,MA,1.0,False,Clade C1
2372,SAMN26199610,SRR18114330,2022-02,2022-02-01,2022-02-28,United Kingdom: United Kingdom,1582679,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,02,,,,False,Clade A
2373,SAMN26199646,SRR18114584,2022-01,2022-01-01,2022-01-31,missing,22CT01CB04-EC,chicken,ILLUMINA,Illumina MiSeq,WGS,2022,01,,,,False,Clade B
2374,SAMN12731736,SRR10505779,2016-01-06,2016-01-06,2016-01-06,Canada: Ontario,,wound,ILLUMINA,Illumina MiSeq,WGS,2016,01,06,,,False,Clade C1
2375,SAMN12731733,SRR10505781,2016-01-07,2016-01-07,2016-01-07,Canada: British Columbia,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,01,07,,,False,Clade C1
2376,SAMN18827186,SRR14298481,2019-01-01,2019-01-01,2019-01-01,USA:GA,19.0104,missing,ILLUMINA,Illumina MiSeq,WGS,2019,01,01,GA,4.0,False,Clade B
2377,SAMN12731753,SRR10512962,2016-01-17,2016-01-17,2016-01-17,Canada: Quebec,,urine,ILLUMINA,Illumina MiSeq,WGS,2016,01,17,,,False,Clade C1
2378,SAMN18914383,SRR14351967,2021-03-18,2021-03-18,2021-03-18,USA:IA,21IA03GT01-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2021,03,18,IA,7.0,False,Clade B
2379,SAMN26329888,SRR18178391,2015-07-03,2015-07-02,2015-07-03,United Kingdom,1583690,,ILLUMINA,Illumina HiSeq 2500,WGS,2015,07,03,,,False,Clade B
2380,SAMN19049102,SRR14458822,2006-01-01,2006-01-01,2006-01-01,USA:KS,6.2635,chicken,ILLUMINA,Illumina MiSeq,WGS,2006,01,01,KS,7.0,False,Clade B
2381,SAMN19094640,SRR14483455,2020-09,2020-08-31,2020-09-30,USA: NY,ECOL-20-VL-WA-NY-0033,Urine (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2020,09,,NY,2.0,False,Clade A
2382,SAMN19101992,SRR14491946,2020-11,2020-11-01,2020-11-30,USA: MO,ECOL-20-VL-WA-MO-0042,urine (Canis lupus familiaris ),ILLUMINA,Illumina MiSeq,WGS,2020,11,,MO,7.0,False,Clade C0
2383,SAMN19314202,SRR14630021,2021-01,2021-01-01,2021-01-31,USA:TX,21TX01GT01-EC,ground turkey,ILLUMINA,Illumina NovaSeq 6000,WGS,2021,01,,TX,6.0,False,Clade B
2384,SAMN13268570,SRR10736389,2012-12/2013-07,2012-12-01,2013-07-31,Nigeria: Lagos,TYBEAR H45,urine,ILLUMINA,Illumina MiniSeq,WGS,2012,12/2013,07,,,False,Clade C1
2385,SAMN13268568,SRR10752475,2012-12/2013-07,2012-12-01,2013-07-31,Nigeria: Lagos,H43iii,urine,ILLUMINA,Illumina MiniSeq,WGS,2012,12/2013,07,,,False,Clade C1
2386,SAMN27293542,SRR18605000,2022-03-11,2022-03-11,2022-03-11,USA,PNUSAE097863,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2022,03,11,,,False,Clade B
2387,SAMN19595188,SRR14766729,2021-04,2021-03-31,2021-04-30,USA:SD,21SD04GT01-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2021,04,,SD,8.0,False,Clade B
2388,SAMN11637047,SRR10859145,2017-09-07,2017-09-06,2017-09-07,Sri Lanka,B130XC1,stool,ILLUMINA,Illumina MiSeq,WGS,2017,09,07,,,False,Clade A
2389,SAMN11637040,SRR10859147,2017-08-09,2017-08-08,2017-08-09,Sri Lanka,B012X,stool,ILLUMINA,Illumina MiSeq,WGS,2017,08,09,,,False,Clade A
2390,SAMN27404394,SRR18678987,2019-05-16,2019-05-15,2019-05-16,USA: St. Louis,GD02968_ECOL_HY_85,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,05,16,MO,7.0,False,Unassigned
2391,SAMN27404320,SRR18678990,2018-11-08,2018-11-08,2018-11-08,USA: St. Louis,GD02894_ECOL_HY_9,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,11,08,MO,7.0,False,Clade C1
2392,SAMN27404371,SRR18679013,2018-10-28,2018-10-27,2018-10-28,USA: St. Louis,GD02945_ECOL_HY_62,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,10,28,MO,7.0,False,Unassigned
2393,SAMN27404368,SRR18679016,2019-01-24,2019-01-24,2019-01-24,USA: St. Louis,GD02942_ECOL_HY_59,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,01,24,MO,7.0,False,Clade C1
2394,SAMN27404361,SRR18679024,2018-05-27,2018-05-26,2018-05-27,USA: St. Louis,GD02935_ECOL_HY_52,blood,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,05,27,MO,7.0,False,Clade C1
2395,SAMN27404323,SRR18679082,2018-08-15,2018-08-14,2018-08-15,USA: St. Louis,GD02897_ECOL_HY_12,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,08,15,MO,7.0,False,Clade C1
2396,SAMN27404339,SRR18679110,2018-08-11,2018-08-10,2018-08-11,USA: St. Louis,GD02913_ECOL_HY_28,urine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,08,11,MO,7.0,False,Clade C1
2397,SAMN28190207,SRR18714538,2020-12-26,2020-12-26,2020-12-26,Ecuador:Cotopaxi,LSI_158,river water,ILLUMINA,Illumina MiSeq,WGS,2020,12,26,,,False,Clade B
2398,SAMN13836992,SRR10878359,2014-02-18,2014-02-18,2014-02-18,Guadeloupe,microbial,blood,ILLUMINA,NextSeq 500,WGS,2014,02,18,,,False,Clade A
2399,SAMN13836988,SRR10878363,2013-09-30,2013-09-29,2013-09-30,Guadeloupe,microbial,blood,ILLUMINA,NextSeq 500,WGS,2013,09,30,,,False,Clade C1
2400,SAMN13837008,SRR10878368,2014-05-19,2014-05-18,2014-05-19,Guadeloupe,microbial,blood,ILLUMINA,NextSeq 500,WGS,2014,05,19,,,False,Clade C1
2401,SAMN13837007,SRR10878369,2014-04-20,2014-04-19,2014-04-20,Guadeloupe,microbial,blood,ILLUMINA,NextSeq 500,WGS,2014,04,20,,,False,Clade C1
2402,SAMN13836998,SRR10878379,2014-08-04,2014-08-03,2014-08-04,Guadeloupe,microbial,blood,ILLUMINA,NextSeq 500,WGS,2014,08,04,,,False,Clade C1
2403,SAMN13837110,SRR10878799,2016-05-07,2016-05-06,2016-05-07,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,07,,,False,Clade C1
2404,SAMN13837109,SRR10878800,2016-05-07,2016-05-06,2016-05-07,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,07,,,False,Clade C1
2405,SAMN13837104,SRR10878805,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2406,SAMN13837102,SRR10878808,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2407,SAMN13837089,SRR10878822,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2408,SAMN13837085,SRR10878826,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2409,SAMN13837083,SRR10878829,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2410,SAMN13837082,SRR10878830,2016-05-06,2016-05-05,2016-05-06,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,06,,,False,Clade C1
2411,SAMN13837069,SRR10878844,2016-03-11,2016-03-11,2016-03-11,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,03,11,,,False,Clade C1
2412,SAMN13837067,SRR10878846,2016-03-11,2016-03-11,2016-03-11,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,03,11,,,False,Clade C1
2413,SAMN13837116,SRR10878881,2016-05-07,2016-05-06,2016-05-07,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,07,,,False,Clade C1
2414,SAMN13837115,SRR10878882,2016-05-07,2016-05-06,2016-05-07,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2016,05,07,,,False,Clade C1
2415,SAMN13837145,SRR10878908,2017-01-14,2017-01-14,2017-01-14,New Zealand: Auckland,,feces,ILLUMINA,Illumina HiSeq 2500,WGS,2017,01,14,,,False,Clade A
2416,SAMN12250810,SRR10905602,2016-05-02,2016-05-01,2016-05-02,USA,AS012491,lung,ILLUMINA,NextSeq 500,WGS,2016,05,02,,,False,Clade C1
2417,SAMN19783287,SRR14866757,2012-07-21,2012-07-20,2012-07-21,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2012,07,21,,,False,Clade A
2418,SAMN19783326,SRR14866881,2013-03-10,2013-03-10,2013-03-10,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2013,03,10,,,False,Clade C1
2419,SAMN19783310,SRR14866898,2012-10-13,2012-10-12,2012-10-13,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2012,10,13,,,False,Clade A
2420,SAMN19783491,SRR14867173,2017-12-18,2017-12-18,2017-12-18,United Kingdom,missing,feces,ILLUMINA,Illumina MiSeq,WGS,2017,12,18,,,False,Clade A
2421,SAMN19783489,SRR14867175,2017-12-18,2017-12-18,2017-12-18,United Kingdom,missing,feces,ILLUMINA,Illumina MiSeq,WGS,2017,12,18,,,False,Clade C1
2422,SAMN19783475,SRR14867191,2017-12-18,2017-12-18,2017-12-18,United Kingdom,missing,feces,ILLUMINA,Illumina MiSeq,WGS,2017,12,18,,,False,Clade C0
2423,SAMN19783442,SRR14867227,2017-10-05,2017-10-04,2017-10-05,United Kingdom,missing,urine,ILLUMINA,Illumina MiSeq,WGS,2017,10,05,,,False,Clade C1
2424,SAMN19783437,SRR14867233,2017-09-25,2017-09-24,2017-09-25,United Kingdom,missing,urine,ILLUMINA,Illumina MiSeq,WGS,2017,09,25,,,False,Clade C1
2425,SAMN19783434,SRR14867236,2017-05-04,2017-05-03,2017-05-04,United Kingdom,missing,urine,ILLUMINA,Illumina MiSeq,WGS,2017,05,04,,,False,Clade C1
2426,SAMN19783431,SRR14867239,2017-05-11,2017-05-10,2017-05-11,United Kingdom,missing,urine,ILLUMINA,Illumina MiSeq,WGS,2017,05,11,,,False,Clade C1
2427,SAMN19783424,SRR14867247,2017-07-19,2017-07-18,2017-07-19,United Kingdom,missing,urine,ILLUMINA,Illumina MiSeq,WGS,2017,07,19,,,False,Clade C1
2428,SAMN19783406,SRR14867267,2017-10-06,2017-10-05,2017-10-06,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2017,10,06,,,False,Clade C1
2429,SAMN19783400,SRR14867273,2017-09-12,2017-09-11,2017-09-12,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2017,09,12,,,False,Clade A
2430,SAMN19783384,SRR14867292,2017-06-21,2017-06-20,2017-06-21,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2017,06,21,,,False,Unassigned
2431,SAMN19783383,SRR14867293,2017-06-19,2017-06-18,2017-06-19,Viet Nam,missing,missing,ILLUMINA,Illumina HiSeq 4000,WGS,2017,06,19,,,False,Clade A
2432,SAMN12250585,SRR10905641,2016-02-24,2016-02-24,2016-02-24,USA,AS012266,lung,ILLUMINA,NextSeq 500,WGS,2016,02,24,,,False,Clade C1
2433,SAMN27568158,SRR18769279,2018-10-14,2018-10-13,2018-10-14,USA: Utah,,feces,ILLUMINA,Illumina MiSeq,WGS,2018,10,14,CO,8.0,False,Clade C1
2434,SAMN27568182,SRR18769324,2019-12-10,2019-12-10,2019-12-10,USA: Utah,,feces,ILLUMINA,Illumina MiSeq,WGS,2019,12,10,CO,8.0,False,Clade C1
2435,SAMN27568181,SRR18769326,2020-04-28,2020-04-27,2020-04-28,USA: Utah,,blood,ILLUMINA,Illumina MiSeq,WGS,2020,04,28,CO,8.0,False,Clade C1
2436,SAMN13898776,SRR10947409,2019-04-01,2019-03-31,2019-04-01,USA:NJ,ECOL-19-VL-LA-PA-Ryan-0013,tissue (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2019,04,01,NJ,2.0,False,Clade C1
2437,SAMN13898771,SRR10947416,2019-05-02,2019-05-01,2019-05-02,USA:MA,ECOL-19-VL-LA-PA-Ryan-0019,ear (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2019,05,02,MA,1.0,False,Clade B
2438,SAMN27615982,SRR18849464,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,sputum,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade C1
2439,SAMN27652295,SRR18850300,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,urine,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade C1
2440,SAMN27512423,SRR18856267,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,urine,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade C1
2441,SAMN27652523,SRR18863664,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,urine,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade A
2442,SAMN27652406,SRR18863667,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,Abdominal,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade A
2443,SAMN27738902,SRR18889128,2021-02-03,2021-02-03,2021-02-03,USA:OH,ECOL-21-VL-OH-GA-0008,urine (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2021,02,03,OH,5.0,False,Clade B
2444,SAMN19855172,SRR14935936,2018-07-23,2018-07-22,2018-07-23,USA,131,Blood_Blood,ILLUMINA,NextSeq 500,WGS,2018,07,23,,,False,Clade C1
2445,SAMN19855570,SRR14936046,2018-01-17,2018-01-17,2018-01-17,USA,131,ST3_Stool_Organism_3,ILLUMINA,NextSeq 500,WGS,2018,01,17,,,False,Clade C1
2446,SAMN19855569,SRR14936047,2018-01-17,2018-01-17,2018-01-17,USA,131,ST3_Stool_Organism_2,ILLUMINA,NextSeq 500,WGS,2018,01,17,,,False,Clade C1
2447,SAMN19855568,SRR14936048,2018-01-17,2018-01-17,2018-01-17,USA,131,ST3_Stool_Organism_1,ILLUMINA,NextSeq 500,WGS,2018,01,17,,,False,Clade C1
2448,SAMN19855525,SRR14936095,2018-03-06,2018-03-06,2018-03-06,USA,131,ST3_Stool_Organism_1,ILLUMINA,NextSeq 500,WGS,2018,03,06,,,False,Clade C1
2449,SAMN19658621,SRR14982116,2019-04-10,2019-04-09,2019-04-10,Canada: Ontario,,wound,ILLUMINA,Illumina HiSeq 1000,WGS,2019,04,10,,,False,Clade C1
2450,SAMN27773134,SRR18919284,2017-04-15,2017-04-14,2017-04-15,Thailand: Chonburi,Microbial,Tip,ILLUMINA,Illumina MiSeq,WGS,2017,04,15,,,False,Clade C1
2451,SAMN14048688,SRR11046291,2017-04-13,2017-04-12,2017-04-13,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 4000,WGS,2017,04,13,,,False,Unassigned
2452,SAMN14048935,SRR11046532,2017-04-01,2017-03-31,2017-04-01,United Kingdom: Oxford,,clinical sample,ILLUMINA,Illumina HiSeq 4000,WGS,2017,04,01,,,False,Clade C1
2453,SAMN20085902,SRR15055290,2020-02-18,2020-02-18,2020-02-18,Canada:Manitoba,ECOL-20-VL-ON-MB-0007,Urine (Canis lupus familiaris),ILLUMINA,Illumina MiSeq,WGS,2020,02,18,,,False,Clade C1
2454,SAMN19658419,SRR15097550,2009-07-14,2009-07-13,2009-07-14,Canada: Nova Scotia,,wound,ILLUMINA,Illumina HiSeq 1000,WGS,2009,07,14,,,False,Clade C1
