name,date
SAMEA8899919,2009-02-20
SAMEA8900036,2008-11-19
SAMEA8899888,2010-08-11
SAMEA8900820,2010-07-14
SAMEA8900848,2010-09-27
SAMEA8901016,2010-10-14
SAMEA8901018,2010-10-26
SAMEA8901008,2010-10-29
SAMEA8901020,2010-11-05
SAMEA8900720,2010-03-16
SAMEA8899947,2010-11-30
SAMEA8903671,2008-05-03
SAMEA8903686,2009-10-26
SAMEA8903692,2008-03-14
SAMEA8903856,2010-09-20
SAMN12717779,2019-08
SAMN12909623,2019-09
SAMN12909638,2019-09
SAMN12909647,2019-09
SAMN13637765,2019-12
SAMN13637078,2019-12
SAMN13658861,2019-12
SAMN13658931,2019-12
SAMN13673612,2019-12
SAMN13673608,2019-12
SAMN13673618,2019-12
SAMN13673624,2019-12
SAMN13673622,2019-12
SAMN13696331,2019-12
SAMN14064785,2020-01
SAMN14230581,2020-02
SAMN14230658,2020-02
SAMN14479752,2020-03
SAMN14544802,2020-03
SAMN14544803,2020-03
SAMN14544821,2020-03
SAMN14569631,2020-03
SAMN14771348,2020-04
SAMN14783345,2020-04
SAMN14857942,2020-04
SAMN14857955,2020-04
SAMN14891540,2020-03
SAMN14973516,2020-05
SAMN14999149,2020-05
SAMN15037312,2020-05
SAMN15037313,2020-05
SAMN15103397,2020-05
SAMN15225424,2020-06
SAMN15233456,2020-06
SAMN15317117,2020-06
SAMN15337446,2020-06
SAMN15484361,2020-06
SAMN15569418,2020-07
SAMN15751005,2020-07
SAMN15814257,2020-08
SAMN15823588,2020-08
SAMN15823594,2020-08
SAMN15823599,2020-08
SAMN15888962,2020-08
SAMN15894976,2020-08
SAMN16068138,2020-08
SAMN16212990,2020-09
SAMN16233587,2020-09
SAMN16233566,2020-09
SAMN16233567,2020-09
SAMN12610475,2019-08
SAMN16259258,2020-09
SAMN16259257,2020-09
SAMN16259274,2020-09
SAMN12658582,2019-08
SAMN12658550,2019-08
SAMN16293279,2020-09
SAMN16293282,2020-09
SAMN12637339,2019-08
SAMN16337356,2020-09
SAMN12669466,2019-08
SAMN16363711,2020-09
SAMN16363743,2020-08
SAMN16363744,2020-01
SAMN16363967,2020-04
SAMN16363975,2020-01
SAMN16363988,2020-02
SAMN12670441,2019-08
SAMN16408212,2020-09
SAMN16422601,2020-10
SAMN12717897,2019-08
SAMN12717900,2019-08
SAMN16452410,2020-10
SAMN16451143,2020-09
SAMN16476495,2020-10
SAMN16476497,2020-10
SAMN16476492,2020-10
SAMN12751020,2019-09
SAMN12751027,2019-09
SAMN12775139,2019-09
SAMN16621713,2020-10
SAMN16621712,2020-10
SAMN12868774,2019-09
SAMN12899543,2019-09
SAMN12909624,2019-09
SAMN12909642,2019-09
SAMN16710319,2020-10
SAMN16793779,2020-11
SAMN16848566,2020-11
SAMN16848642,2020-11
SAMN16865095,2020-11
SAMN13021874,2019-10
SAMN16885743,2020-11
SAMN16930255,2020-11
SAMN16930260,2020-11
SAMN16930272,2020-11
SAMN13059420,2019-10
SAMN16961267,2020-11
SAMN16961265,2020-11
SAMN16961272,2020-11
SAMN13134326,2019-10
SAMN13134325,2019-10
SAMN13134327,2019-10
SAMN13172481,2019-10
SAMN17053546,2020-12
SAMN13208403,2019-10
SAMN13208411,2019-10
SAMN13208440,2019-10
SAMN13208428,2019-10
SAMN13208444,2019-10
SAMN17079191,2020-12
SAMN16951207,2018-01-01
SAMN13253818,2019-10
SAMN13268926,2015-04
SAMN13268906,2015-04
SAMN13268848,2015-04
SAMN13293253,2019-11
SAMN13293249,2019-11
SAMN17153529,2020-12
SAMN13331466,2019-11
SAMN13331679,2019-11
SAMN17168492,2020-12
SAMN17129046,2019-08
SAMN17129054,2019-08
SAMN17129036,2019-08
SAMN17269166,2020-12
SAMN13378976,2019-11
SAMN13380424,2019-11
SAMN13380434,2019-11
SAMN13385546,2019-11
SAMN13385567,2019-11
SAMN13429232,2019-11
SAMN13429245,2019-11
SAMN13429299,2019-11
SAMN17358697,2021-01
SAMN17358702,2021-01
SAMN17358703,2021-01
SAMN17358705,2021-01
SAMN13501141,2019-11
SAMN13501148,2019-11
SAMN13501146,2019-11
SAMN13501884,2019-11
SAMN13501779,2019-11
SAMN13501890,2019-11
SAMN13508304,2019-11
SAMN13508329,2019-11
SAMN17497728,2021-01
SAMN17516808,2019-09
SAMN17516801,2019-06
SAMN17516781,2019-05
SAMN17516826,2020-06
SAMN17516829,2020-02
SAMN17587706,2021-01
SAMN13564836,2019-12
SAMN17715054,2021-01
SAMN13577949,2019-12
SAMN13637067,2019-12
SAMN13657035,2019-12
SAMN13658876,2019-12
SAMN13673617,2019-12
SAMN17799187,2021-01
SAMN13701609,2019-12
SAMN17834447,2021-02
SAMN17834448,2021-02
SAMN13810267,2019-12
SAMN13810256,2019-12
SAMN13810294,2019-12
SAMN13810299,2019-12
SAMN18016441,2021-02
SAMN18016444,2021-02
SAMN13892639,2019-12
SAMN13892634,2020-01
SAMN13892632,2020-01
SAMN13918739,2020-01
SAMN13918746,2020-01
SAMN13929735,2020-01
SAMN13941600,2020-01
SAMN18191646,2021-02
SAMN18230529,2021-03
SAMN18230519,2021-02
SAMN18230515,2021-03
SAMN13991653,2020-01
SAMN18314429,2021-03
SAMN18314425,2021-03
SAMN14120841,2020-02
SAMN14120831,2020-02
SAMN14120850,2020-02
SAMN18387517,2021-03
SAMN18475327,2021-03
SAMN14161454,2020-02
SAMN18528248,2021-03
SAMN18528378,2021-03
SAMN14247704,2020-02
SAMN14247713,2020-02
SAMN14258927,2020-02
SAMN18709991,2021-03
SAMN18751315,2021-04
SAMN18791198,2021-04
SAMN18849616,2021-04
SAMN14420718,2020-03
SAMN18942669,2021-04
SAMN18962646,2021-04
SAMN18987038,2021-04
SAMN18987039,2021-04
SAMN18987017,2021-04
SAMN14479742,2020-03
SAMN19076313,2021-03
SAMN19081970,2021-04
SAMN19190983,2021-05
SAMN19190962,2021-05
SAMN14544798,2020-03
SAMN14544809,2020-03
SAMN19243075,2021-05
SAMN19243078,2021-05
SAMN19243068,2021-05
SAMN19319874,2021-05
SAMN19353790,2021-05
SAMN14616461,2020-04
SAMN19370040,2021-05
SAMN19370122,2021-05
SAMN19469066,2021-05
SAMN19469071,2021-05
SAMN14655767,2020-04
SAMN14655837,2020-04
SAMN14771344,2020-04
SAMN14771363,2020-04
SAMN19658350,2021-05
SAMN19676501,2021-06
SAMN19904589,2021-06
SAMN19904583,2021-06
SAMN19976069,2018-01-21
SAMN19976124,2019-11-20
SAMN19976112,2019-08-28
SAMN19976106,2019-07-03
SAMN19976104,2019-07-02
SAMN19976064,2018-01-09
SAMN19976099,2019-06-09
SAMN19976089,2019-03-23
SAMN19976080,2019-01-28
SAMN19976075,2019-01-09
SAMN19976073,2019-01-01
SAMN19976061,2018-01-03
SAMN20054821,2021-06
SAMN20057379,2021-06
SAMN15037310,2020-05
SAMN15067423,2020-05
SAMEA8900241,2007-12-03
SAMEA8900247,2007-12-08
SAMEA8900250,2007-12-13
SAMEA8900269,2008-02-20
SAMEA8900268,2008-02-08
SAMEA8900276,2008-03-10
SAMEA8900277,2008-03-11
SAMEA8900297,2008-03-31
SAMEA8900299,2008-04-01
SAMEA8900304,2008-04-03
SAMEA8900308,2008-04-04
SAMEA8899752,2008-02-05
SAMEA8900887,2008-05-16
SAMEA8899755,2008-02-28
SAMEA8899770,2008-05-11
SAMEA8899772,2008-05-20
SAMEA8899900,2008-03-11
SAMEA8900004,2008-04-09
SAMEA8900016,2008-05-12
SAMEA8901051,2008-05-06
SAMEA8899949,2007-12-18
SAMEA8900513,2009-02-04
SAMEA8900335,2008-04-16
SAMEA8900346,2008-04-28
SAMEA8900347,2008-04-29
SAMEA8900349,2008-05-03
SAMEA8900350,2008-05-02
SAMEA8900351,2008-05-03
SAMEA8900354,2008-05-07
SAMEA8900381,2008-05-27
SAMEA8900394,2008-06-10
SAMEA8900409,2008-06-20
SAMEA8900422,2008-06-30
SAMEA8900434,2008-07-15
SAMEA8900478,2008-11-14
SAMEA8900483,2008-11-26
SAMEA8900494,2008-12-18
SAMEA8899787,2008-09-13
SAMEA8899789,2008-09-25
SAMEA8899793,2008-10-13
SAMEA8899798,2008-12-17
SAMEA8899800,2008-12-21
SAMEA8899804,2009-01-01
SAMEA8900161,2008-07-30
SAMEA8900167,2008-09-02
SAMEA8900169,2008-11-20
SAMEA8900173,2009-01-21
SAMEA8900914,2008-09-26
SAMEA8900922,2008-11-14
SAMEA8900927,2009-01-23
SAMEA8900932,2009-02-12
SAMEA8900034,2008-10-27
SAMEA8900539,2009-03-24
SAMEA8900542,2009-03-28
SAMEA8900544,2009-03-30
SAMEA8900545,2009-03-30
SAMEA8900554,2009-04-09
SAMEA8900575,2009-04-25
SAMEA8900580,2009-05-01
SAMEA8901066,2009-05-08
SAMEA8901067,2009-05-08
SAMEA8900584,2009-05-09
SAMEA8900593,2009-05-20
SAMEA8900605,2009-06-09
SAMEA8900642,2009-08-25
SAMEA8900649,2009-09-05
SAMEA8900702,2009-12-21
SAMEA8900641,2009-08-24
SAMEA8900198,2009-06-15
SAMEA8900210,2009-09-23
SAMEA8900203,2009-11-21
SAMEA8899829,2009-06-16
SAMEA8899851,2009-11-15
SAMEA8901040,2009-09-10
SAMEA8899857,2009-12-27
SAMEA8899860,2010-01-04
SAMEA8900078,2009-10-02
SAMEA8900095,2010-02-02
SAMEA8900100,2010-02-04
SAMEA8900114,2010-04-14
SAMEA8900096,2010-02-26
SAMEA8900108,2010-03-15
SAMEA8900064,2009-06-05
SAMEA8900941,2009-05-22
SAMEA8900949,2009-10-21
SAMEA8900983,2010-03-16
SAMEA8900718,2010-03-11
SAMEA8900719,2010-03-13
SAMEA8900731,2010-04-12
SAMEA8900748,2010-04-27
SAMEA8900750,2010-04-30
SAMEA8900774,2010-05-20
SAMEA8900215,2010-05-14
SAMEA8899914,2009-02-02
SAMEA8899921,2009-02-24
SAMEA8899926,2009-07-09
SAMEA8899933,2010-02-12
SAMEA8899944,2010-08-09
SAMEA8900110,2010-07-07
SAMEA8900035,2008-10-08
SAMEA8899867,2010-04-18
SAMEA8899870,2010-04-24
SAMEA8899875,2010-05-27
SAMEA8899879,2010-06-08
SAMEA8899883,2010-06-18
SAMEA8899884,2010-06-24
SAMEA8900991,2010-05-30
SAMEA8900999,2010-08-12
SAMEA8901006,2010-08-19
SAMEA8900807,2010-06-29
SAMEA8900809,2010-06-30
SAMEA8900811,2010-07-02
SAMEA8900832,2010-08-02
SAMEA8900860,2010-10-14
SAMEA8900850,2010-09-29
SAMEA8900851,2010-09-30
SAMEA8900853,2010-10-01
SAMEA8899938,2010-06-08
SAMEA8899897,2010-12-25
SAMEA8901010,2010-09-18
SAMEA8901007,2010-10-22
SAMEA8901022,2011-01-12
SAMEA8900712,2010-01-17
SAMEA8900031,2008-10-23
SAMEA8899964,2008-04-22
SAMEA8900500,2009-01-05
SAMEA8900009,2009-01-09
SAMEA8899890,2010-08-25
SAMEA8899994,2009-03-17
SAMEA8903652,2008-07-28
SAMEA8903656,2009-05-25
SAMEA8903661,2009-08-18
SAMEA8903670,2008-03-11
SAMEA8903674,2008-10-17
SAMEA8903677,2009-03-13
SAMEA8903712,2010-05-04
SAMEA8903751,2008-07-15
SAMEA8903758,2008-08-19
SAMEA8903763,2008-09-24
SAMEA8903767,2008-10-26
SAMEA8903768,2008-10-31
SAMEA8903781,2009-01-04
SAMEA8903814,2010-06-08
SAMEA8903845,2008-09-18
SAMEA8903854,2010-09-22
SAMEA8903871,2011-02-21
SAMN20296296,2021-07
SAMN15224918,2020-06
SAMN15224917,2020-06
SAMN15233463,2020-06
SAMN20490273,2021-07
SAMN20490385,2021-07
SAMN15399966,2020-06
SAMN15399964,2020-06
SAMN20550939,2021-05
SAMN20550822,2021-01
SAMN20550838,2020-05
SAMN20550783,2020-11
SAMN20550433,2021-05
SAMN20550933,2021-07
SAMN20550787,2021-05
SAMN20551384,2021-05
SAMN20550918,2021-05
SAMN20550737,2021-02
SAMN20550850,2021-07
SAMN20551390,2021-06
SAMN20550842,2021-05
SAMN20550871,2021-05
SAMN20550547,2021-05
SAMN20550801,2021-05
SAMN20550540,2021-05
SAMN20550951,2021-03
SAMN20551404,2020-11
SAMN20550799,2020-12
SAMN20550954,2021-05
SAMN20555814,2021-05
SAMN20555819,2021-05
SAMN15445965,2020-06
SAMN15484338,2020-06
SAMN15484340,2020-06
SAMN15484349,2020-06
SAMN20602941,2019-11
SAMN20603002,2019-12
SAMN20603207,2019-09
SAMN20603067,2019-10
SAMN20603173,2019-09
SAMN20606808,2021-07
SAMN20550412,2021-05
SAMN20665781,2019-05
SAMN15508566,2020-07
SAMN20700472,2021-07
SAMN20713038,2017-05
SAMN20797328,2021-08
SAMN15569411,2020-07
SAMN15643549,2020-07
SAMN02991212,2008-06
SAMN15750989,2020-07
SAMN15751020,2020-07
SAMN15751010,2020-07
SAMN15776567,2020-07
SAMN21386794,2021-08
SAMN21386701,2021-08
SAMN21386708,2021-07
SAMN21386913,2021-08
SAMN21386896,2021-08
SAMN21386838,2021-08
SAMN15850446,2020-08
SAMN15850443,2020-08
SAMN21396281,2021-08
SAMN15867339,2020-08
SAMN15925148,2020-08
SAMN15925150,2020-08
SAMN15933627,2020-08
SAMN15949854,2020-08
SAMN21857001,2021-09-10
SAMN22014171,2021-09
SAMN16094365,2020-09
SAMN22020349,2021-09
SAMN22020351,2021-09
SAMN22020347,2021-09
SAMN22021290,2021-09
SAMN16112424,2020-09
SAMN16122029,2020-09
SAMN16122036,2020-09
SAMN22044289,2021-09
SAMN16127820,2020-09
SAMN16127921,2020-09
SAMN22214556,2021-10
SAMN22214563,2021-09
SAMN16259267,2020-09
SAMN16259264,2020-09
SAMN16272372,2020-09
SAMN16272381,2020-09
SAMN22329346,2021-10
SAMN16357605,2020-09
SAMN16357604,2020-09
SAMN16357635,2020-09
SAMN16363912,2020-06
SAMN16363998,2020-03
SAMN16364013,2020-07
SAMN16364045,2020-09
SAMN16364063,2020-09
SAMN16364065,2019-10
SAMN16364110,2020-04
SAMN16364155,2020-06
SAMN16422596,2020-10
SAMN22562132,2021-10
SAMN22562165,2021-10
SAMN22562185,2021-10
SAMN22605400,2021-10
SAMN22605402,2021-10
SAMN16452390,2020-10
SAMN16452378,2020-10
SAMN22605395,2021-10
SAMN22657106,2021-10
SAMN16476482,2020-10
SAMN22894243,2021-08-09
SAMN22962684,2021-10
SAMN23010603,2021-10
SAMN16621719,2020-10
SAMN16621718,2020-10
SAMN23072165,2021-10
SAMN23098174,2021-10
SAMN23135570,2021-11
SAMN23135619,2021-11
SAMN23309725,2021-11
SAMN16694788,2020-10
SAMN16705169,2020-10
SAMN23412678,2021-10
SAMN23412714,2021-11
SAMN16784898,2020-10
SAMN16793776,2020-11
SAMN23441084,2021-11
SAMN23441104,2021-11
SAMN23441112,2021-11
SAMN23457698,2021-11
SAMN23470220,2021-11
SAMN23481430,2021-11
SAMN23481436,2021-11
SAMN16848563,2020-11
SAMN16848618,2020-11
SAMN23569582,2021-11
SAMN23637417,2021-11
SAMN23706801,2021-11
SAMN16961326,2020-11
SAMN24198971,2021-12
SAMN17071956,2020-12
SAMN17079196,2020-12
SAMN17079197,2020-12
SAMN17079194,2020-12
SAMN24251754,2021-12
SAMN17106560,2020-12
SAMN24286946,2021-12
SAMN17125000,2020-12
SAMN17128983,2017-05
SAMN17129053,2019-12
SAMN24337838,2021-03-11
SAMN24337837,2020-11-29
SAMN24337828,2018-08-09
SAMN24337825,2020-07-23
SAMN24337820,2021-03-08
SAMN24337819,2020-12-19
SAMN24337818,2017-01-12
SAMN24337785,2020-04-30
SAMN24337808,2019-10-19
SAMN24337875,2020-11-18
SAMN24337866,2018-11-16
SAMN24337859,2020-02-13
SAMN24337848,2021-02-27
SAMN24337806,2021-02-08
SAMN24337803,2019-12-26
SAMN24337799,2019-09-18
SAMN24337797,2021-03-03
SAMN24337795,2017-04-06
SAMN24337893,2021-01-30
SAMN24337782,2019-12-24
SAMN24369541,2021-12
SAMN24386972,2021-12
SAMN17168482,2020-12
SAMN12909596,2019-09
SAMN12909699,2019-09
