sample_accession,run_accession,collection_date,collection_date_start,collection_date_end,country,strain,isolation_source,instrument_platform,instrument_model,library_strategy,year,month,day,state,hhs_region,has_long_read
SAMN26451404,SRR18244236,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451375,SRR18244239,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451400,SRR18244241,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451397,SRR18244244,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451394,SRR18244247,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451392,SRR18244249,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451391,SRR18244251,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN26451372,SRR18244254,2016-09-23,2016-09-22,2016-09-23,"USA:Bloomington, IN",MG1655_Wildtype,lab evolved,ILLUMINA,Illumina HiSeq 2500,WGS,2016,09,23,IN,5.0,False
SAMN14083870,SRR11068080,2018-09-11,2018-09-10,2018-09-11,USA:WA,PNUSAE048110,feces,ILLUMINA,Illumina MiSeq,WGS,2018,09,11,WA,10.0,False
SAMN14052708,SRR11075449,2019-06,2019-05-31,2019-06-30,USA,ATCC No. 10798,Laboratory evolved samples,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,,,,False
SAMN14052720,SRR11075471,2019-06,2019-05-31,2019-06-30,USA,ATCC No. 10798,Laboratory evolved samples,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,,,,False
SAMN14052717,SRR11075474,2019-06,2019-05-31,2019-06-30,USA,ATCC No. 10798,Laboratory evolved samples,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,,,,False
SAMN14052715,SRR11075476,2019-06,2019-05-31,2019-06-30,USA,ATCC No. 10798,Laboratory evolved samples,ILLUMINA,Illumina NovaSeq 6000,WGS,2019,06,,,,False
SAMN18144649,SRR13865164,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144586,SRR13865165,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144647,SRR13865167,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144646,SRR13865168,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144642,SRR13865172,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144638,SRR13865177,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144634,SRR13865181,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144628,SRR13865188,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144627,SRR13865189,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144625,SRR13865191,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144621,SRR13865195,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144619,SRR13865197,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144583,SRR13865198,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144618,SRR13865199,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144613,SRR13865204,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144608,SRR13865210,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144607,SRR13865211,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144606,SRR13865212,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144604,SRR13865214,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144603,SRR13865215,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144598,SRR13865221,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144596,SRR13865223,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144590,SRR13865229,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144577,SRR13865231,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN26538352,SRR18275434,1985-01-01,1985-01-01,1985-01-01,USA:PA,85.1115,bovine,ILLUMINA,Illumina MiSeq,WGS,1985,01,01,PA,3.0,False
SAMN26542795,SRR18280733,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1591791,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN14113837,SRR11091351,2019-09-18,2019-09-17,2019-09-18,USA:WA,PNUSAE048393,water,ILLUMINA,Illumina MiSeq,WGS,2019,09,18,WA,10.0,False
SAMN26579128,SRR18299385,1985-01-01,1985-01-01,1985-01-01,USA:CO,85.1142,pig,ILLUMINA,Illumina MiSeq,WGS,1985,01,01,CO,8.0,False
SAMN25653020,SRR18313329,2019-09-02,2019-09-01,2019-09-02,USA:KS,WSDA119,swine feces,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,KS,7.0,False
SAMN26565657,SRR18313335,2018-08-21,2018-08-20,2018-08-21,USA:IA,WSDA142,swine feces,ILLUMINA,Illumina MiSeq,WGS,2018,08,21,IA,7.0,False
SAMN26565655,SRR18313337,2018-08-21,2018-08-20,2018-08-21,USA:MN,WSDA140,swine feces,ILLUMINA,Illumina MiSeq,WGS,2018,08,21,MN,5.0,False
SAMN26565651,SRR18313341,2019-09-02,2019-09-01,2019-09-02,USA:KS,WSDA136,swine feces,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,KS,7.0,False
SAMN25653033,SRR18313345,2019-09-02,2019-09-01,2019-09-02,USA:KS,WSDA132,swine feces,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,KS,7.0,False
SAMN25653031,SRR18313347,2019-09-02,2019-09-01,2019-09-02,USA:KS,WSDA130,swine feces,ILLUMINA,Illumina MiSeq,WGS,2019,09,02,KS,7.0,False
SAMN14119827,SRR11105475,2019-11,2019-11-01,2019-11-30,China:Chengdu,,pork,ILLUMINA,Illumina HiSeq 2500,WGS,2019,11,,,,False
SAMN14140201,SRR11116097,2019-10-23,2019-10-22,2019-10-23,USA:WA,PNUSAE048732,water,ILLUMINA,Illumina MiSeq,WGS,2019,10,23,WA,10.0,False
SAMN14148617,SRR11126542,2020-01,2020-01-01,2020-01-31,USA:IA,20IA01GT05-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2020,01,,IA,7.0,False
SAMN18144582,SRR13949065,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN18144580,SRR13949067,2018-03-19,2018-03-19,2018-03-19,Denmark: Kgs. Lyngby,K-12,stool sample,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,03,19,,,False
SAMN14149095,SRR11126630,2020-01,2020-01-01,2020-01-31,USA:IA,20IA01GB05-EC,ground beef,ILLUMINA,Illumina MiSeq,WGS,2020,01,,IA,7.0,False
SAMN26679914,SRR18333994,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1594600,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26565664,SRR18334480,2018-08-21,2018-08-20,2018-08-21,USA:MN,WSDA149,swine feces,ILLUMINA,Illumina MiSeq,WGS,2018,08,21,MN,5.0,False
SAMN26565663,SRR18334481,2018-08-21,2018-08-20,2018-08-21,USA:IA,WSDA148,swine feces,ILLUMINA,Illumina MiSeq,WGS,2018,08,21,IA,7.0,False
SAMN18299344,SRR13959928,2019-05,2019-04-30,2019-05-31,Germany,K12 MG1655,,ILLUMINA,Illumina MiSeq,WGS,2019,05,,,,False
SAMN14163451,SRR11146160,2018-08-16,2018-08-15,2018-08-16,China: Beijing,R3-EC125,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,08,16,,,False
SAMN14163450,SRR11146161,2018-08-16,2018-08-15,2018-08-16,China: Beijing,R3-EC123,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,08,16,,,False
SAMN14163410,SRR11146166,2018-03-24,2018-03-24,2018-03-24,China: Beijing,R3-EC106,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,03,24,,,False
SAMN14163425,SRR11146235,2018-05-30,2018-05-29,2018-05-30,China: Beijing,R4-EC7,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,05,30,,,False
SAMN14163412,SRR11146251,2018-03-24,2018-03-24,2018-03-24,China: Beijing,R4-EC223,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,03,24,,,False
SAMN14163416,SRR11146296,2018-03-24,2018-03-24,2018-03-24,China: Beijing,R3-EC224,,ILLUMINA,Illumina HiSeq 2000,WGS,2018,03,24,,,False
SAMN13948682,SRR11146891,2015-01/2016-07,2015-01-01,2016-07-31,USA:Houston,p10B,blood,OXFORD_NANOPORE,GridION,WGS,2015,01/2016,07,TX,6.0,True
SAMN14167331,SRR11148942,2019-12-12,2019-12-12,2019-12-12,USA:NC,USECESBL1203,sheep feed,ILLUMINA,Illumina MiSeq,WGS,2019,12,12,NC,4.0,False
SAMN18318592,SRR13976603,2021-02,2021-02-01,2021-02-28,USA:CT,21CT02GB02-EC,beef,ILLUMINA,Illumina MiSeq,WGS,2021,02,,CT,1.0,False
SAMN26856480,SRR18425559,2021-10,2021-09-30,2021-10-31,USA:TX,21TX10GT03-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2021,10,,TX,6.0,False
SAMN26856474,SRR18425573,2021-09,2021-08-31,2021-09-30,USA:TX,21TX09CB07-EC,chicken breasts,ILLUMINA,Illumina MiSeq,WGS,2021,09,,TX,6.0,False
SAMN26875352,SRR18435351,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1600179,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN18292580,SRR14011848,2020-01-28,2020-01-28,2020-01-28,"Thailand:East, Rayong",,Shimp_Whiteleg shrimp,ILLUMINA,Illumina MiSeq,WGS,2020,01,28,,,False
SAMN18292620,SRR14012084,2021-01-28,2021-01-28,2021-01-28,"Thailand:Central, Bangkok",,Pork_Sirloin,ILLUMINA,Illumina MiSeq,WGS,2021,01,28,,,False
SAMN18292611,SRR14012094,2019-01-22,2019-01-22,2019-01-22,"Thailand:North, Chiang Mai",,Beef_Sirloin,ILLUMINA,Illumina MiSeq,WGS,2019,01,22,,,False
SAMN26928577,SRR18469715,2022-01-01,2022-01-01,2022-01-01,USA:GA,22GA01CB01-EC,chicken legs,ILLUMINA,Illumina MiSeq,WGS,2022,01,01,GA,4.0,False
SAMN14270848,SRR11230637,2020-02,2020-02-01,2020-02-29,United Kingdom: United Kingdom,895962,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,02,,,,False
SAMN26977535,SRR18488075,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602621,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN26977612,SRR18488172,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1602971,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27022699,SRR18505537,2018-01-01,2018-01-01,2018-01-01,Pakistan: Asia,22.0038,Broiler chicken feces,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,,,False
SAMN14305397,SRR11243745,2019-07-19,2019-07-18,2019-07-19,USA:SC,19SC07PC10-EC,PORK CHOP,ILLUMINA,Illumina MiSeq,WGS,2019,07,19,SC,4.0,False
SAMN18511155,SRR14084032,2021-03,2021-03-01,2021-03-31,United Kingdom: United Kingdom,1144337,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,03,,,,False
SAMN18520335,SRR14086915,2021-03,2021-03-01,2021-03-31,United Kingdom: United Kingdom,1146394,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,03,,,,False
SAMN27155468,SRR18579076,2020-01-10,2020-01-10,2020-01-10,"USA: Austin, Tx",,Lab,ILLUMINA,NextSeq 500,WGS,2020,01,10,TX,6.0,False
SAMN27155484,SRR18579089,2020-01-10,2020-01-10,2020-01-10,"USA: Austin, Tx",,Lab,ILLUMINA,NextSeq 500,WGS,2020,01,10,TX,6.0,False
SAMN27278861,SRR18589150,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1608555,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27278878,SRR18589172,2022-03,2022-03-01,2022-03-31,United Kingdom: United Kingdom,1608614,human,ILLUMINA,Illumina HiSeq 2500,WGS,2022,03,,,,False
SAMN27150430,SRR18593148,2017-09-18,2017-09-17,2017-09-18,Peru: Lima,,stool,ILLUMINA,NextSeq 550,WGS,2017,09,18,,,False
SAMN27150427,SRR18593151,2017-12-06,2017-12-06,2017-12-06,Peru: Lima,,stool,ILLUMINA,NextSeq 550,WGS,2017,12,06,,,False
SAMN27150449,SRR18593177,2017-11-08,2017-11-08,2017-11-08,Peru: Lima,,stool,ILLUMINA,NextSeq 550,WGS,2017,11,08,,,False
SAMN27561885,SRR18675339,2019-06-10,2019-06-09,2019-06-10,Ecuador:Quito,U3530eb_b,Mesenteric nodes (Sus scrofa domesticus),ILLUMINA,Illumina MiSeq,WGS,2019,06,10,,,False
SAMN12785834,SRR11300998,2018-02-20,2018-02-20,2018-02-20,Belgium: Wallonia,RUBLA-1442,feces,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,02,20,,,False
SAMN12785828,SRR11301003,2018-02-14,2018-02-14,2018-02-14,Belgium: Wallonia,RUBLA-1354,intestine,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,02,14,,,False
SAMN12785820,SRR11301012,2018-01-26,2018-01-26,2018-01-26,Belgium: Wallonia,RUBLA-1013,lungs,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,01,26,,,False
SAMN12780944,SRR11301030,2018-01-04,2018-01-04,2018-01-04,Belgium: Wallonia,RUBLA-0565,feces,ILLUMINA,Illumina NovaSeq 6000,WGS,2018,01,04,,,False
SAMN14379618,SRR11307979,2008-11-05,2008-11-05,2008-11-05,Canada: Alberta,10816417,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2008,11,05,,,False
SAMN14379591,SRR11308009,2007-08-26,2007-08-25,2007-08-26,Canada: Quebec,32009354,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,08,26,,,False
SAMN14379587,SRR11308013,2007-08-13,2007-08-12,2007-08-13,Canada: Quebec,32107654,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,08,13,,,False
SAMN14379541,SRR11308015,2007-06-04,2007-06-03,2007-06-04,Canada: Alberta,11902638,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,06,04,,,False
SAMN14379584,SRR11308017,2007-08-29,2007-08-28,2007-08-29,Canada: Alberta,10709818,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,08,29,,,False
SAMN14379572,SRR11308030,2008-03-18,2008-03-18,2008-03-18,Canada: Alberta,11211990,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2008,03,18,,,False
SAMN14379561,SRR11308042,2008-04-10,2008-04-09,2008-04-10,Canada: Quebec,31313964,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2008,04,10,,,False
SAMN14379557,SRR11308046,2007-08-16,2007-08-15,2007-08-16,Canada: Atlantic provinces,40611044,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,08,16,,,False
SAMN14379553,SRR11308051,2008-06-09,2008-06-08,2008-06-09,Canada: Alberta,10415566,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2008,06,09,,,False
SAMN14379661,SRR11308060,2007-06-28,2007-06-27,2007-06-28,Canada: Alberta,10407462,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,06,28,,,False
SAMN14379658,SRR11308063,2007-09-30,2007-09-29,2007-09-30,Canada: Alberta,10109458,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,09,30,,,False
SAMN14379654,SRR11308068,2007-08-11,2007-08-10,2007-08-11,Canada: Ontario,21407796,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2007,08,11,,,False
SAMN14379637,SRR11308086,2008-06-20,2008-06-19,2008-06-20,Canada: Ontario,21314933,Dairy milk,ILLUMINA,Illumina MiSeq,WGS,2008,06,20,,,False
SAMN14391830,SRR11322144,2020-03-03,2020-03-03,2020-03-03,USA:GA,20GA02GT06-EC,ground turkey,ILLUMINA,Illumina MiSeq,WGS,2020,03,03,GA,4.0,False
SAMD00220381,DRR223710,2017-11-12,2017-11-12,2017-11-12,Japan:Miyazaki,KIYOTAKE-011,,ILLUMINA,Illumina MiSeq,WGS,2017,11,12,,,False
SAMN13829902,SRR11347817,2018-12-06,2018-12-06,2018-12-06,Qatar:Doha,E500,Rectal swab,ILLUMINA,Illumina MiSeq,WGS,2018,12,06,,,False
SAMN13829878,SRR11347844,2018-11-23,2018-11-23,2018-11-23,Qatar:Doha,E456,urine,ILLUMINA,Illumina MiSeq,WGS,2018,11,23,,,False
SAMN13829844,SRR11347942,2018-04-15,2018-04-14,2018-04-15,Qatar:Doha,E39,Rectal swab,ILLUMINA,Illumina MiSeq,WGS,2018,04,15,,,False
SAMN13829700,SRR11347962,2018-08-01,2018-07-31,2018-08-01,Qatar:Doha,E101,Peritoneal fluid,ILLUMINA,Illumina MiSeq,WGS,2018,08,01,,,False
SAMN13829687,SRR11348071,2019-07-02,2019-07-01,2019-07-02,Qatar:Doha,C20,blood,ILLUMINA,Illumina MiSeq,WGS,2019,07,02,,,False
SAMN14417546,SRR11361697,2019-12,2019-12-01,2019-12-31,United Kingdom: United Kingdom,899032,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,12,,,,False
SAMN14417724,SRR11361743,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,907274,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN14417822,SRR11361773,2019-10,2019-09-30,2019-10-31,United Kingdom: United Kingdom,899083,human,ILLUMINA,Illumina HiSeq 2500,WGS,2019,10,,,,False
SAMN18685257,SRR14197574,2021-03,2021-03-01,2021-03-31,USA:CT,21CT03GB01-EC,beef,ILLUMINA,Illumina MiSeq,WGS,2021,03,,CT,1.0,False
SAMN18696780,SRR14203605,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696781,SRR14203606,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696764,SRR14203607,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696768,SRR14203614,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696769,SRR14203615,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696799,SRR14203620,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696796,SRR14203623,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696791,SRR14203626,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696789,SRR14203628,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696784,SRR14203633,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18696773,SRR14203636,2019-01-01,2019-01-01,2019-01-01,Belgium: Leuven,BW25993,,ILLUMINA,Illumina HiSeq 4000,WGS,2019,01,01,,,False
SAMN18709984,SRR14208115,2021-03,2021-03-01,2021-03-31,United Kingdom: United Kingdom,1153222,human,ILLUMINA,Illumina HiSeq 2500,WGS,2021,03,,,,False
SAMN18715054,SRR14212460,2018-01-01,2018-01-01,2018-01-01,USA:PA,18.0484,feces,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,PA,3.0,False
SAMN18715059,SRR14212468,2018-01-01,2018-01-01,2018-01-01,USA:AZ,18.0478,bovine,ILLUMINA,Illumina MiSeq,WGS,2018,01,01,AZ,9.0,False
SAMN06641870,SRR14272547,2013-01-21,2013-01-21,2013-01-21,Germany: Dresden-Kaditz,Win2012_WWKa_NEU_16,wastewater inflow,ILLUMINA,Illumina MiSeq,WGS,2013,01,21,,,False
SAMN06641800,SRR14272609,2012-04-11,2012-04-10,2012-04-11,Germany: Dresden-Kaditz,Spr2012_WWKa_NEU_51,wastewater inflow,ILLUMINA,Illumina MiSeq,WGS,2012,04,11,,,False
SAMN14479738,SRR11442287,2020-03,2020-03-01,2020-03-31,United Kingdom: United Kingdom,914479,human,ILLUMINA,Illumina HiSeq 2500,WGS,2020,03,,,,False
SAMN18805570,SRR14278063,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M22A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18805568,SRR14278065,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M20A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18805565,SRR14278068,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M15A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18805572,SRR14278071,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M23A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18805563,SRR14278072,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M12A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18805562,SRR14278073,2019-01-11,2019-01-11,2019-01-11,USA:San Francisco,KL90 M10A,,ILLUMINA,NextSeq 500,WGS,2019,01,11,CA,9.0,False
SAMN18813755,SRR14289088,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 GFPT_7,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18813754,SRR14289089,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 GFPT_6,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18813752,SRR14289091,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 GFPT_4,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18813771,SRR14289093,2020-02-21,2020-02-21,2020-02-21,USA:San Francisco,KL204 M18_R2,,ILLUMINA,NextSeq 500,WGS,2020,02,21,CA,9.0,False
SAMN18813770,SRR14289094,2020-02-21,2020-02-21,2020-02-21,USA:San Francisco,KL204 M18_R1,,ILLUMINA,NextSeq 500,WGS,2020,02,21,CA,9.0,False
SAMN18813769,SRR14289095,2020-02-21,2020-02-21,2020-02-21,USA:San Francisco,KL204 M18_Y1,,ILLUMINA,NextSeq 500,WGS,2020,02,21,CA,9.0,False
SAMN18813766,SRR14289099,2020-02-21,2020-02-21,2020-02-21,USA:San Francisco,KL204 M14_Y1,,ILLUMINA,NextSeq 500,WGS,2020,02,21,CA,9.0,False
SAMN18813761,SRR14289104,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 GFPT_16,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18813759,SRR14289106,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 GFPT_13,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18813748,SRR14289109,2019-10-25,2019-10-24,2019-10-25,USA:San Francisco,KL114 NT_1,,ILLUMINA,NextSeq 500,WGS,2019,10,25,CA,9.0,False
SAMN18824129,SRR14297452,2020-02-04,2020-02-04,2020-02-04,USA:San Francisco,KL204,,OXFORD_NANOPORE,MinION,WGS,2020,02,04,CA,9.0,True
